"Date","CUSR0000SAF112"
1994-01-01,137.2
1994-02-01,137.3
1994-03-01,137.2
1994-04-01,137.6
1994-05-01,137.6
1994-06-01,137.7
1994-07-01,137.4
1994-08-01,137.2
1994-09-01,137.4
1994-10-01,136.7
1994-11-01,136.5
1994-12-01,136.1
1995-01-01,136.6
1995-02-01,137.4
1995-03-01,137.9
1995-04-01,137.8
1995-05-01,137.9
1995-06-01,137.8
1995-07-01,138.2
1995-08-01,138.8
1995-09-01,139.5
1995-10-01,140.6
1995-11-01,141
1995-12-01,141.5
1996-01-01,142.3
1996-02-01,142.3
1996-03-01,142.6
1996-04-01,142.2
1996-05-01,142.1
1996-06-01,143.8
1996-07-01,144.4
1996-08-01,145.3
1996-09-01,146.8
1996-10-01,147.6
1996-11-01,148.4
1996-12-01,149.4
1997-01-01,149.1
1997-02-01,148.7
1997-03-01,148
1997-04-01,148.3
1997-05-01,148.7
1997-06-01,148.5
1997-07-01,148.7
1997-08-01,148.7
1997-09-01,148.7
1997-10-01,148.4
1997-11-01,148.6
1997-12-01,147.9
1998-01-01,148.1
1998-02-01,147.7
1998-03-01,147.7
1998-04-01,147.4
1998-05-01,147.3
1998-06-01,146.9
1998-07-01,147.1
1998-08-01,147.6
1998-09-01,146.6
1998-10-01,147.2
1998-11-01,147.2
1998-12-01,147
1999-01-01,146.5
1999-02-01,147.3
1999-03-01,147.2
1999-04-01,147.5
1999-05-01,147.6
1999-06-01,147.5
1999-07-01,147.2
1999-08-01,147.9
1999-09-01,148.6
1999-10-01,148.5
1999-11-01,150
1999-12-01,149.7
2000-01-01,150.3
2000-02-01,151.4
2000-03-01,152.6
2000-04-01,153.4
2000-05-01,154.5
2000-06-01,155.1
2000-07-01,155.7
2000-08-01,156.3
2000-09-01,156.4
2000-10-01,156.4
2000-11-01,155.3
2000-12-01,156.6
2001-01-01,158.1
2001-02-01,159.6
2001-03-01,160.3
2001-04-01,161.2
2001-05-01,161.3
2001-06-01,161.8
2001-07-01,162.2
2001-08-01,162
2001-09-01,162
2001-10-01,163.2
2001-11-01,162.6
2001-12-01,162
2002-01-01,162.2
2002-02-01,161.9
2002-03-01,162.9
2002-04-01,163
2002-05-01,163
2002-06-01,162
2002-07-01,162.3
2002-08-01,161.9
2002-09-01,161.4
2002-10-01,161.1
2002-11-01,161.8
2002-12-01,162.1
2003-01-01,161.7
2003-02-01,164.8
2003-03-01,164.8
2003-04-01,165.7
2003-05-01,165.4
2003-06-01,167.4
2003-07-01,168.2
2003-08-01,169.5
2003-09-01,170.7
2003-10-01,173.9
2003-11-01,178.9
2003-12-01,180.7
2004-01-01,180
2004-02-01,179.9
2004-03-01,179.4
2004-04-01,179.9
2004-05-01,182
2004-06-01,182.5
2004-07-01,183.6
2004-08-01,183.3
2004-09-01,182.6
2004-10-01,182.5
2004-11-01,182.1
2004-12-01,182.9
2005-01-01,183.6
2005-02-01,184.3
2005-03-01,184.4
2005-04-01,185.2
2005-05-01,185.7
2005-06-01,185.5
2005-07-01,184.6
2005-08-01,184
2005-09-01,184.3
2005-10-01,184.2
2005-11-01,185.5
2005-12-01,185.6
2006-01-01,185.9
2006-02-01,185.7
2006-03-01,186
2006-04-01,186.1
2006-05-01,185.5
2006-06-01,186.2
2006-07-01,185
2006-08-01,186.8
2006-09-01,187.1
2006-10-01,187.7
2006-11-01,188.2
2006-12-01,188.5
2007-01-01,189.596
2007-02-01,190.874
2007-03-01,192.906
2007-04-01,194.109
2007-05-01,196.662
2007-06-01,197.247
2007-07-01,196.65
2007-08-01,196.776
2007-09-01,197.35
2007-10-01,198.009
2007-11-01,198.519
2007-12-01,198.79
2008-01-01,199.793
2008-02-01,199.835
2008-03-01,200.059
2008-04-01,201.079
2008-05-01,201.873
2008-06-01,203.148
2008-07-01,205.255
2008-08-01,207.268
2008-09-01,208.974
2008-10-01,210.157
2008-11-01,209.435
2008-12-01,208.99
2009-01-01,208.481
2009-02-01,208.426
2009-03-01,206.694
2009-04-01,205.885
2009-05-01,204.543
2009-06-01,204.093
2009-07-01,201.794
2009-08-01,202.63
2009-09-01,200.897
2009-10-01,199.953
2009-11-01,201.072
2009-12-01,201.158
2010-01-01,201.693
2010-02-01,202.854
2010-03-01,203.284
2010-04-01,205.426
2010-05-01,206.387
2010-06-01,208.263
2010-07-01,208.938
2010-08-01,208.395
2010-09-01,210.342
2010-10-01,211.389
2010-11-01,212.803
2010-12-01,212.305
2011-01-01,215.238
2011-02-01,217.117
2011-03-01,219.267
2011-04-01,220.584
2011-05-01,223.416
2011-06-01,222.802
2011-07-01,223.857
2011-08-01,225.1
2011-09-01,226.431
2011-10-01,227.017
2011-11-01,227.556
2011-12-01,229.455
2012-01-01,230.765
2012-02-01,229.648
2012-03-01,230.906
2012-04-01,230.834
2012-05-01,229.333
2012-06-01,230.092
2012-07-01,231.019
2012-08-01,231.727
2012-09-01,230.703
2012-10-01,232.231
2012-11-01,232.145
2012-12-01,232.919
2013-01-01,233.596
2013-02-01,234.033
2013-03-01,233.661
2013-04-01,234.114
2013-05-01,233.907
2013-06-01,235.03
2013-07-01,235.546
2013-08-01,236.587
2013-09-01,237.245
2013-10-01,239.114
2013-11-01,238.746
2013-12-01,239.846
2014-01-01,241.121
2014-02-01,243.344
2014-03-01,245.753
2014-04-01,249.377
2014-05-01,252.605
2014-06-01,253.007
2014-07-01,253.499
2014-08-01,257.059
2014-09-01,259.296
2014-10-01,258.834
2014-11-01,260.278
2014-12-01,261.713
2015-01-01,262.134
2015-02-01,262.037
2015-03-01,260.598
2015-04-01,259.017
2015-05-01,257.79
2015-06-01,261.146
2015-07-01,261.275
2015-08-01,262.348
2015-09-01,261.79
2015-10-01,260.802
2015-11-01,259.094
2015-12-01,255.937
2016-01-01,253.24
2016-02-01,252.506
2016-03-01,251.508
2016-04-01,250.703
2016-05-01,249.343
2016-06-01,247.683
2016-07-01,246.197
2016-08-01,245.208
2016-09-01,245.258
2016-10-01,244.097
2016-11-01,243.807
2016-12-01,242.631
2017-01-01,244.075
2017-02-01,244.889
2017-03-01,245.303
2017-04-01,243.69
2017-05-01,243.922
2017-06-01,244.721
2017-07-01,246.283
2017-08-01,246.4
2017-09-01,246.196
2017-10-01,247.553
2017-11-01,247.049
2017-12-01,249.975
2018-01-01,249.003
2018-02-01,249.041
2018-03-01,250.248
2018-04-01,251.733
2018-05-01,248.904
2018-06-01,247.391
2018-07-01,248.533
2018-08-01,249.18
2018-09-01,248.003
2018-10-01,247.474
2018-11-01,248.401
2018-12-01,248.956
2019-01-01,249.801
2019-02-01,250.649
2019-03-01,249.918
2019-04-01,249.022
2019-05-01,249.687
2019-06-01,247.905
2019-07-01,248.377
2019-08-01,247.82
2019-09-01,248.969
2019-10-01,249.966
2019-11-01,251.024
2019-12-01,254.554
2020-01-01,254.549
2020-02-01,255.55
2020-03-01,255.786
2020-04-01,266.128
2020-05-01,274.559
2020-06-01,279.461
2020-07-01,269.051
2020-08-01,265.554
2020-09-01,264.56
2020-10-01,264.94
2020-11-01,265.878
2020-12-01,266.186
2021-01-01,267.722
2021-02-01,268.978
2021-03-01,269.755
2021-04-01,271.341
2021-05-01,274.89
2021-06-01,281.243
2021-07-01,284.818
2021-08-01,286.905
2021-09-01,292.182
2021-10-01,296.212
2021-11-01,299.879
2021-12-01,299.604
2022-01-01,300.622
2022-02-01,304.029
2022-03-01,306.799
2022-04-01,310.28
2022-05-01,313.944
2022-06-01,314.138
2022-07-01,315.797
2022-08-01,317.433
2022-09-01,318.374
2022-10-01,319.917
2022-11-01,320.034
2022-12-01,322.507
2023-01-01,324.815
2023-02-01,324.486
2023-03-01,319.91
2023-04-01,318.83
2023-05-01,315.012
2023-06-01,313.684
2023-07-01,315.201
2023-08-01,317.575
2023-09-01,319.078
2023-10-01,321.174
2023-11-01,320.444
