"Date","APUS35A72621"
1978-11-01,22.996
1978-12-01,22.591
1979-01-01,24.476
1979-02-01,25.35
1979-03-01,25.922
1979-04-01,26.875
1979-05-01,25.353
1979-06-01,25.897
1979-07-01,26.641
1979-08-01,26.718
1979-09-01,27.393
1979-10-01,28.787
1979-11-01,28.089
1979-12-01,27.969
1980-01-01,28.397
1980-02-01,27.759
1980-03-01,26.268
1980-04-01,27.418
1980-05-01,27.687
1980-06-01,31.56
1980-07-01,32.512
1980-08-01,32.567
1980-09-01,32.839
1980-10-01,32.419
1980-11-01,30.853
1980-12-01,30.802
1981-01-01,31.087
1981-02-01,30.845
1981-03-01,30.427
1981-04-01,30.035
1981-05-01,32.015
1981-06-01,33.902
1981-07-01,34.288
1981-08-01,34.028
1981-09-01,34.398
1981-10-01,33.303
1981-11-01,32.034
1981-12-01,32.969
1982-01-01,33.216
1982-02-01,33.405
1982-03-01,33.53
1982-04-01,33.097
1982-05-01,34.539
1982-06-01,34.951
1982-07-01,36.484
1982-08-01,36.091
1982-09-01,35.836
1982-10-01,34.756
1982-11-01,33.697
1982-12-01,33.985
1983-01-01,34.429
1983-02-01,33.662
1983-03-01,33.306
1983-04-01,34.346
1983-05-01,35.205
1983-06-01,36.886
1983-07-01,37.85
1983-08-01,37.727
1983-09-01,37.11
1983-10-01,36.952
1983-11-01,35.386
1983-12-01,33.749
1984-01-01,34.237
1984-02-01,33.72
1984-03-01,33.269
1984-04-01,33.766
1984-05-01,33.895
1984-06-01,35.487
1984-07-01,36.425
1984-08-01,37.936
1984-09-01,38.415
1984-10-01,38.399
1984-11-01,37.136
1984-12-01,35.189
1985-01-01,34.121
1985-02-01,35.326
1985-03-01,36.15
1985-04-01,36.432
1985-05-01,37.509
1985-06-01,38.58
1985-07-01,39.251
1985-08-01,37.712
1985-09-01,NA
1985-10-01,35.839
1985-11-01,35.011
1985-12-01,35.273
1986-01-01,36.21
1986-02-01,39.536
1986-03-01,39.478
1986-04-01,39.355
1986-05-01,39.327
1986-06-01,39.337
1986-07-01,39.332
1986-08-01,39.286
1986-09-01,39.213
1986-10-01,38.747
1986-11-01,38.612
1986-12-01,38.58
1987-01-01,38.637
1987-02-01,38.609
1987-03-01,38.505
1987-04-01,38.735
1987-05-01,38.673
1987-06-01,38.808
1987-07-01,39.212
1987-08-01,38.816
1987-09-01,39.269
1987-10-01,38.797
1987-11-01,38.382
1987-12-01,38.472
1988-01-01,38.402
1988-02-01,38.484
1988-03-01,38.847
1988-04-01,38.975
1988-05-01,34.704
1988-06-01,38.99
1988-07-01,39.092
1988-08-01,39.205
1988-09-01,39.253
1988-10-01,39.553
1988-11-01,39.159
1988-12-01,39.143
1989-01-01,39.229
1989-02-01,37.373
1989-03-01,38.794
1989-04-01,38.618
1989-05-01,38.806
1989-06-01,41.579
1989-07-01,41.778
1989-08-01,41.836
1989-09-01,41.884
1989-10-01,41.737
1989-11-01,37.481
1989-12-01,37.532
1990-01-01,35.988
1990-02-01,37.472
1990-03-01,37.459
1990-04-01,37.615
1990-05-01,38.347
1990-06-01,43.175
1990-07-01,43.716
1990-08-01,43.864
1990-09-01,43.86
1990-10-01,43.655
1990-11-01,38.936
1990-12-01,38.822
1991-01-01,38.883
1991-02-01,38.165
1991-03-01,37.938
1991-04-01,37.996
1991-05-01,37.873
1991-06-01,40.174
1991-07-01,44.237
1991-08-01,44.444
1991-09-01,45.197
1991-10-01,45.018
1991-11-01,39.734
1991-12-01,40.558
1992-01-01,40.569
1992-02-01,40.63
1992-03-01,40.622
1992-04-01,40.767
1992-05-01,40.828
1992-06-01,46.454
1992-07-01,45.995
1992-08-01,44.971
1992-09-01,46.244
1992-10-01,46.675
1992-11-01,41.368
1992-12-01,41.731
1993-01-01,41.809
1993-02-01,32.856
1993-03-01,41.978
1993-04-01,41.625
1993-05-01,41.758
1993-06-01,47.978
1993-07-01,47.907
1993-08-01,47.945
1993-09-01,48.073
1993-10-01,48.069
1993-11-01,42.797
1993-12-01,42.637
1994-01-01,42.52
1994-02-01,42.831
1994-03-01,42.567
1994-04-01,38.835
1994-05-01,42.792
1994-06-01,45.09
1994-07-01,45.157
1994-08-01,45.162
1994-09-01,45.158
1994-10-01,45.076
1994-11-01,43.684
1994-12-01,43.798
1995-01-01,43.853
1995-02-01,43.603
1995-03-01,43.75
1995-04-01,43.721
1995-05-01,43.244
1995-06-01,48.984
1995-07-01,44.803
1995-08-01,45.074
1995-09-01,45.168
1995-10-01,45.189
1995-11-01,42.904
1995-12-01,40.425
1996-01-01,40.271
1996-02-01,40.352
1996-03-01,40.644
1996-04-01,40.574
1996-05-01,40.613
1996-06-01,46.834
1996-07-01,47.017
1996-08-01,47.127
1996-09-01,47.426
1996-10-01,47.296
1996-11-01,40.708
1996-12-01,40.823
1997-01-01,40.729
1997-02-01,40.755
1997-03-01,41.012
1997-04-01,40.873
1997-05-01,40.999
1997-06-01,47.188
1997-07-01,47.181
1997-08-01,47.211
1997-09-01,46.685
1997-10-01,46.754
1997-11-01,40.288
1997-12-01,40.62
