"Date","M04128USM350NNBR"
1913-01-01,34.2
1913-02-01,34.1
1913-03-01,34.1
1913-04-01,34.2
1913-05-01,34
1913-06-01,34.1
1913-07-01,34.4
1913-08-01,34.6
1913-09-01,34.8
1913-10-01,35
1913-11-01,35.1
1913-12-01,35
1914-01-01,35
1914-02-01,34.6
1914-03-01,34.5
1914-04-01,34.2
1914-05-01,34.4
1914-06-01,34.6
1914-07-01,35
1914-08-01,35.5
1914-09-01,35.6
1914-10-01,35.4
1914-11-01,35.5
1914-12-01,35.4
1915-01-01,35.2
1915-02-01,35
1915-03-01,34.7
1915-04-01,35
1915-05-01,35.1
1915-06-01,35.2
1915-07-01,35.2
1915-08-01,35.2
1915-09-01,35.4
1915-10-01,35.7
1915-11-01,35.9
1915-12-01,36.1
1916-01-01,36.4
1916-02-01,36.4
1916-03-01,36.7
1916-04-01,37.1
1916-05-01,37.2
1916-06-01,37.7
1916-07-01,37.7
1916-08-01,38.1
1916-09-01,38.8
1916-10-01,39.3
1916-11-01,40
1916-12-01,40.2
1917-01-01,40.7
1917-02-01,41.6
1917-03-01,41.9
1917-04-01,43.7
1917-05-01,44.7
1917-06-01,45.1
1917-07-01,44.7
1917-08-01,45.4
1917-09-01,46.2
1917-10-01,47
1917-11-01,47.1
1917-12-01,47.7
1918-01-01,48.6
1918-02-01,49.1
1918-03-01,48.9
1918-04-01,49.4
1918-05-01,50.4
1918-06-01,51.3
1918-07-01,52.6
1918-08-01,53.5
1918-09-01,54.8
1918-10-01,55.7
1918-11-01,56.6
1918-12-01,57.5
1919-01-01,57.6
1919-02-01,56.3
1919-03-01,57
1919-04-01,58
1919-05-01,58.8
1919-06-01,59
1919-07-01,60.6
1919-08-01,61.6
1919-09-01,62
1919-10-01,63
1919-11-01,64.5
1919-12-01,65.9
1920-01-01,67.2
1920-02-01,68
1920-03-01,68.7
1920-04-01,70.7
1920-05-01,71.9
1920-06-01,72.9
1920-07-01,72.5
1920-08-01,70.6
1920-09-01,69.8
1920-10-01,69.4
1920-11-01,69
1920-12-01,67.4
1921-01-01,66.3
1921-02-01,64.2
1921-03-01,63.7
1921-04-01,62.9
1921-05-01,61.7
1921-06-01,61.4
1921-07-01,61.5
1921-08-01,61.7
1921-09-01,61
1921-10-01,60.9
1921-11-01,60.6
1921-12-01,60.2
1922-01-01,59
1922-02-01,58.8
1922-03-01,58.2
1922-04-01,58.1
1922-05-01,58.1
1922-06-01,58.3
1922-07-01,58.4
1922-08-01,57.8
1922-09-01,57.9
1922-10-01,58.3
1922-11-01,58.5
1922-12-01,58.7
1923-01-01,58.5
1923-02-01,58.4
1923-03-01,58.6
1923-04-01,58.9
1923-05-01,59
1923-06-01,59.3
1923-07-01,59.9
1923-08-01,59.7
1923-09-01,60
1923-10-01,60.1
1923-11-01,60.3
1923-12-01,60.2
1924-01-01,60.1
1924-02-01,59.9
1924-03-01,59.5
1924-04-01,59.3
1924-05-01,59.3
1924-06-01,59.3
1924-07-01,59.4
1924-08-01,59.3
1924-09-01,59.6
1924-10-01,59.8
1924-11-01,60
1924-12-01,60.1
1925-01-01,60.3
1925-02-01,60
1925-03-01,60.1
1925-04-01,60
1925-05-01,60.2
1925-06-01,60.9
1925-07-01,61.7
1925-08-01,61.7
1925-09-01,61.5
1925-10-01,61.8
1925-11-01,62.8
1925-12-01,62.5
1926-01-01,62.5
1926-02-01,62.2
1926-03-01,61.9
1926-04-01,62.4
1926-05-01,62.1
1926-06-01,61.6
1926-07-01,61
1926-08-01,60.7
1926-09-01,61.1
1926-10-01,61.3
1926-11-01,61.5
1926-12-01,61.5
1927-01-01,61
1927-02-01,60.6
1927-03-01,60.2
1927-04-01,60.2
1927-05-01,60.7
1927-06-01,61.3
1927-07-01,60.1
1927-08-01,59.8
1927-09-01,60.1
1927-10-01,60.5
1927-11-01,60.4
1927-12-01,60.3
1928-01-01,60.1
1928-02-01,59.6
1928-03-01,59.6
1928-04-01,59.7
1928-05-01,60
1928-06-01,59.5
1928-07-01,59.5
1928-08-01,59.7
1928-09-01,60.1
1928-10-01,60
1928-11-01,59.9
1928-12-01,59.7
1929-01-01,59.5
1929-02-01,59.4
1929-03-01,59.2
1929-04-01,59
1929-05-01,59.3
1929-06-01,59.5
1929-07-01,60.1
1929-08-01,60.4
1929-09-01,60.3
1929-10-01,60.3
1929-11-01,60.1
1929-12-01,59.8
1930-01-01,59.6
1930-02-01,59.3
1930-03-01,59
1930-04-01,59.3
1930-05-01,59
1930-06-01,58.6
1930-07-01,57.8
1930-08-01,57.5
1930-09-01,57.8
1930-10-01,57.5
1930-11-01,57
1930-12-01,56.2
1931-01-01,55.4
1931-02-01,54.6
1931-03-01,54.2
1931-04-01,53.8
1931-05-01,53.3
1931-06-01,52.7
1931-07-01,52.6
1931-08-01,52.5
1931-09-01,52.2
1931-10-01,51.9
1931-11-01,51.3
1931-12-01,50.8
1932-01-01,49.8
1932-02-01,49.1
1932-03-01,48.8
