"Date","CUSR0000SAF111"
1989-01-01,127.8
1989-02-01,128.8
1989-03-01,129.9
1989-04-01,130.2
1989-05-01,131.5
1989-06-01,131.9
1989-07-01,133.1
1989-08-01,133.7
1989-09-01,134.5
1989-10-01,135.2
1989-11-01,135.8
1989-12-01,136.6
1990-01-01,136.8
1990-02-01,137.3
1990-03-01,137.8
1990-04-01,138.7
1990-05-01,139.3
1990-06-01,140
1990-07-01,140.3
1990-08-01,141
1990-09-01,141.5
1990-10-01,142
1990-11-01,142.3
1990-12-01,143
1991-01-01,144.3
1991-02-01,144.2
1991-03-01,144.5
1991-04-01,144.9
1991-05-01,145.3
1991-06-01,145.4
1991-07-01,145.5
1991-08-01,146
1991-09-01,146.4
1991-10-01,147
1991-11-01,148.2
1991-12-01,148
1992-01-01,148.8
1992-02-01,149.1
1992-03-01,149.9
1992-04-01,150.2
1992-05-01,150.7
1992-06-01,151.3
1992-07-01,152
1992-08-01,152.6
1992-09-01,152.6
1992-10-01,153
1992-11-01,153.5
1992-12-01,154
1993-01-01,153.3
1993-02-01,154.6
1993-03-01,154.9
1993-04-01,154.9
1993-05-01,156.3
1993-06-01,156.4
1993-07-01,156.8
1993-08-01,156.9
1993-09-01,157.8
1993-10-01,158.3
1993-11-01,158.8
1993-12-01,159.6
1994-01-01,160.3
1994-02-01,161
1994-03-01,160.7
1994-04-01,162.2
1994-05-01,162.3
1994-06-01,163
1994-07-01,163.4
1994-08-01,164.1
1994-09-01,164.8
1994-10-01,164.8
1994-11-01,164.5
1994-12-01,164.9
1995-01-01,164.8
1995-02-01,165.5
1995-03-01,165.7
1995-04-01,166.5
1995-05-01,166.6
1995-06-01,167
1995-07-01,167.7
1995-08-01,168.2
1995-09-01,168.5
1995-10-01,169.2
1995-11-01,169.8
1995-12-01,170.2
1996-01-01,171.7
1996-02-01,171.8
1996-03-01,172.4
1996-04-01,173.2
1996-05-01,173.6
1996-06-01,173.6
1996-07-01,174.2
1996-08-01,174.3
1996-09-01,174.8
1996-10-01,175.3
1996-11-01,176.2
1996-12-01,176.3
1997-01-01,176.7
1997-02-01,176.6
1997-03-01,177.2
1997-04-01,176.7
1997-05-01,176.9
1997-06-01,177.6
1997-07-01,177.7
1997-08-01,177.9
1997-09-01,178.3
1997-10-01,178.6
1997-11-01,178.7
1997-12-01,178.9
1998-01-01,179.2
1998-02-01,179.6
1998-03-01,180
1998-04-01,180.1
1998-05-01,180.5
1998-06-01,181
1998-07-01,181.1
1998-08-01,181.9
1998-09-01,182.1
1998-10-01,182.4
1998-11-01,182.9
1998-12-01,182.9
1999-01-01,184.4
1999-02-01,183.8
1999-03-01,184
1999-04-01,184.7
1999-05-01,185
1999-06-01,185
1999-07-01,185.4
1999-08-01,184
1999-09-01,185.3
1999-10-01,185.4
1999-11-01,185.7
1999-12-01,186.7
2000-01-01,185.9
2000-02-01,186
2000-03-01,186.5
2000-04-01,187.1
2000-05-01,188.3
2000-06-01,186.9
2000-07-01,188.7
2000-08-01,189
2000-09-01,188.7
2000-10-01,190.3
2000-11-01,190.1
2000-12-01,191.7
2001-01-01,191.5
2001-02-01,191.9
2001-03-01,192.3
2001-04-01,192.3
2001-05-01,192.8
2001-06-01,193.4
2001-07-01,193.9
2001-08-01,195
2001-09-01,195.3
2001-10-01,195.4
2001-11-01,196.1
2001-12-01,196.5
2002-01-01,197
2002-02-01,197.6
2002-03-01,197.3
2002-04-01,197.9
2002-05-01,197.7
2002-06-01,197.9
2002-07-01,197.7
2002-08-01,197.7
2002-09-01,198.6
2002-10-01,199.1
2002-11-01,199.4
2002-12-01,198.5
2003-01-01,200.2
2003-02-01,201.7
2003-03-01,202.2
2003-04-01,201.6
2003-05-01,202.5
2003-06-01,202.9
2003-07-01,203.6
2003-08-01,203.6
2003-09-01,203.9
2003-10-01,203.4
2003-11-01,203.6
2003-12-01,204.3
2004-01-01,204.4
2004-02-01,204.3
2004-03-01,204.8
2004-04-01,205.2
2004-05-01,205.5
2004-06-01,205.9
2004-07-01,206
2004-08-01,206.3
2004-09-01,206.9
2004-10-01,207.3
2004-11-01,207.9
2004-12-01,207.9
2005-01-01,208.2
2005-02-01,208.4
2005-03-01,208.6
2005-04-01,208.8
2005-05-01,209.1
2005-06-01,208.5
2005-07-01,208.2
2005-08-01,209.3
