"Date","CUURA433SA0"
1964-01-01,28.2
1964-02-01,NA
1964-03-01,NA
1964-04-01,28
1964-05-01,NA
1964-06-01,NA
1964-07-01,28.5
1964-08-01,NA
1964-09-01,NA
1964-10-01,28.5
1964-11-01,NA
1964-12-01,NA
1965-01-01,28.5
1965-02-01,NA
1965-03-01,NA
1965-04-01,28.6
1965-05-01,NA
1965-06-01,NA
1965-07-01,28.9
1965-08-01,NA
1965-09-01,NA
1965-10-01,28.9
1965-11-01,NA
1965-12-01,NA
1966-01-01,29.2
1966-02-01,NA
1966-03-01,NA
1966-04-01,29.6
1966-05-01,NA
1966-06-01,NA
1966-07-01,29.7
1966-08-01,NA
1966-09-01,NA
1966-10-01,29.9
1966-11-01,NA
1966-12-01,NA
1967-01-01,29.7
1967-02-01,NA
1967-03-01,NA
1967-04-01,29.7
1967-05-01,NA
1967-06-01,NA
1967-07-01,30.1
1967-08-01,NA
1967-09-01,NA
1967-10-01,30.2
1967-11-01,NA
1967-12-01,NA
1968-01-01,30.4
1968-02-01,NA
1968-03-01,NA
1968-04-01,30.7
1968-05-01,NA
1968-06-01,NA
1968-07-01,30.7
1968-08-01,NA
1968-09-01,NA
1968-10-01,30.9
1968-11-01,NA
1968-12-01,NA
1969-01-01,31.1
1969-02-01,NA
1969-03-01,NA
1969-04-01,31.6
1969-05-01,NA
1969-06-01,NA
1969-07-01,32
1969-08-01,NA
1969-09-01,NA
1969-10-01,32.7
1969-11-01,NA
1969-12-01,NA
1970-01-01,33
1970-02-01,NA
1970-03-01,NA
1970-04-01,33.9
1970-05-01,NA
1970-06-01,NA
1970-07-01,34.9
1970-08-01,NA
1970-09-01,NA
1970-10-01,35.2
1970-11-01,NA
1970-12-01,NA
1971-01-01,35.3
1971-02-01,NA
1971-03-01,NA
1971-04-01,35.5
1971-05-01,NA
1971-06-01,NA
1971-07-01,36
1971-08-01,NA
1971-09-01,NA
1971-10-01,36.3
1971-11-01,NA
1971-12-01,NA
1972-01-01,36.3
1972-02-01,NA
1972-03-01,NA
