"Date","CUURA208SA0L2"
1976-01-01,58.6
1976-02-01,58.8
1976-03-01,58.8
1976-04-01,59
1976-05-01,59.5
1976-06-01,59.8
1976-07-01,60.2
1976-08-01,60.2
1976-09-01,60.5
1976-10-01,60.6
1976-11-01,61.1
1976-12-01,61.4
1977-01-01,61.7
1977-02-01,62.2
1977-03-01,62.7
1977-04-01,63.6
1977-05-01,63.9
1977-06-01,64.4
1977-07-01,64.9
1977-08-01,64.9
1977-09-01,64.9
1977-10-01,65
1977-11-01,65.5
1977-12-01,65.5
1978-01-01,65.6
1978-02-01,65.9
1978-03-01,67
1978-04-01,67.9
1978-05-01,68.7
1978-06-01,69.5
1978-07-01,69.1
1978-08-01,69.1
1978-09-01,69.5
1978-10-01,70.5
1978-11-01,70.9
1978-12-01,71
1979-01-01,71.9
1979-02-01,72.4
1979-03-01,73
1979-04-01,73.9
1979-05-01,74.8
1979-06-01,75.3
1979-07-01,75.9
1979-08-01,76.4
1979-09-01,76.8
1979-10-01,77.5
1979-11-01,77.8
1979-12-01,78.3
1980-01-01,79.4
1980-02-01,80.2
1980-03-01,81.5
1980-04-01,82.2
1980-05-01,83
1980-06-01,83.8
1980-07-01,83.7
1980-08-01,84.5
1980-09-01,85.5
1980-10-01,86.3
1980-11-01,87.4
1980-12-01,87.6
1981-01-01,88.4
1981-02-01,89.5
1981-03-01,90.2
1981-04-01,91
1981-05-01,91.5
1981-06-01,92
1981-07-01,93
1981-08-01,93.3
1981-09-01,93.9
1981-10-01,94.6
1981-11-01,94.3
1981-12-01,94.2
1982-01-01,94.5
1982-02-01,94.7
1982-03-01,95.2
1982-04-01,95.1
1982-05-01,96.1
1982-06-01,97.3
1982-07-01,98.3
1982-08-01,98.4
1982-09-01,98.6
1982-10-01,98.8
1982-11-01,98.6
1982-12-01,98.3
1983-01-01,98.1
1983-02-01,97.9
1983-03-01,98.2
1983-04-01,99.1
1983-05-01,99.4
1983-06-01,100
1983-07-01,100.5
1983-08-01,100.5
1983-09-01,100.6
1983-10-01,100.1
1983-11-01,101
1983-12-01,101
1984-01-01,101.3
1984-02-01,102
1984-03-01,102.2
1984-04-01,102.9
1984-05-01,102.9
1984-06-01,103.3
1984-07-01,103.7
1984-08-01,103.8
1984-09-01,104.8
1984-10-01,105
1984-11-01,103.7
1984-12-01,103.9
1985-01-01,104.5
1985-02-01,105.5
1985-03-01,106
1985-04-01,106
1985-05-01,106.2
1985-06-01,106.6
1985-07-01,106.8
1985-08-01,106.6
1985-09-01,107.5
1985-10-01,107.1
1985-11-01,108.6
1985-12-01,108.6
1986-01-01,108.3
1986-02-01,107.8
1986-03-01,106.4
1986-04-01,105.8
1986-05-01,106.8
1986-06-01,106.8
1986-07-01,105.4
1986-08-01,107.3
1986-09-01,106
1986-10-01,107.3
1986-11-01,107.7
1986-12-01,107.4
1987-01-01,NA
1987-02-01,107.9
1987-03-01,NA
1987-04-01,109
1987-05-01,NA
1987-06-01,109.3
1987-07-01,NA
1987-08-01,110
1987-09-01,NA
1987-10-01,112.2
1987-11-01,NA
1987-12-01,110
1988-01-01,NA
1988-02-01,111
1988-03-01,NA
1988-04-01,112.3
1988-05-01,NA
1988-06-01,113.2
1988-07-01,NA
1988-08-01,114.8
1988-09-01,NA
1988-10-01,116.3
1988-11-01,NA
1988-12-01,116.6
1989-01-01,NA
1989-02-01,117.8
1989-03-01,NA
1989-04-01,119.8
1989-05-01,NA
1989-06-01,120
1989-07-01,NA
1989-08-01,119.8
1989-09-01,NA
1989-10-01,121.7
1989-11-01,NA
1989-12-01,121.4
1990-01-01,NA
1990-02-01,123.8
1990-03-01,NA
1990-04-01,124
1990-05-01,NA
1990-06-01,124.3
1990-07-01,NA
1990-08-01,126.1
1990-09-01,NA
1990-10-01,129.1
1990-11-01,NA
1990-12-01,128.4
1991-01-01,NA
1991-02-01,129.6
1991-03-01,NA
1991-04-01,128.9
1991-05-01,NA
1991-06-01,130.7
1991-07-01,NA
1991-08-01,130.7
1991-09-01,NA
1991-10-01,132.2
1991-11-01,NA
1991-12-01,131.3
1992-01-01,NA
1992-02-01,132.1
1992-03-01,NA
1992-04-01,132.6
1992-05-01,NA
1992-06-01,132.5
1992-07-01,NA
1992-08-01,132.8
1992-09-01,NA
1992-10-01,134.6
1992-11-01,NA
1992-12-01,133.9
1993-01-01,NA
1993-02-01,135.2
1993-03-01,NA
1993-04-01,136.2
1993-05-01,NA
1993-06-01,136.3
1993-07-01,NA
1993-08-01,136.7
1993-09-01,NA
1993-10-01,138.3
1993-11-01,NA
1993-12-01,136.7
1994-01-01,NA
1994-02-01,138.4
1994-03-01,NA
1994-04-01,139.5
1994-05-01,NA
1994-06-01,142.1
1994-07-01,NA
1994-08-01,142.5
1994-09-01,NA
1994-10-01,142.6
1994-11-01,NA
1994-12-01,142.4
1995-01-01,NA
1995-02-01,144.5
1995-03-01,NA
1995-04-01,145.4
1995-05-01,NA
1995-06-01,145.4
1995-07-01,NA
1995-08-01,145.7
1995-09-01,NA
1995-10-01,146.8
1995-11-01,NA
1995-12-01,147.1
1996-01-01,NA
1996-02-01,148
1996-03-01,NA
1996-04-01,149
1996-05-01,NA
1996-06-01,148.7
1996-07-01,NA
1996-08-01,149.2
1996-09-01,NA
1996-10-01,150.6
1996-11-01,NA
1996-12-01,151.1
1997-01-01,NA
1997-02-01,151.9
1997-03-01,NA
1997-04-01,152.3
1997-05-01,NA
1997-06-01,151
1997-07-01,NA
1997-08-01,153.1
1997-09-01,NA
1997-10-01,153.7
1997-11-01,NA
1997-12-01,152.9
1998-01-01,NA
1998-02-01,154
1998-03-01,NA
1998-04-01,154.9
1998-05-01,NA
1998-06-01,155.1
1998-07-01,NA
1998-08-01,156.1
1998-09-01,NA
1998-10-01,156.2
1998-11-01,NA
1998-12-01,156.6
1999-01-01,NA
1999-02-01,156.6
1999-03-01,NA
1999-04-01,160.7
1999-05-01,NA
1999-06-01,159.8
1999-07-01,NA
1999-08-01,159.7
1999-09-01,NA
1999-10-01,162
1999-11-01,NA
1999-12-01,162
2000-01-01,NA
2000-02-01,163
2000-03-01,NA
2000-04-01,163.7
2000-05-01,NA
2000-06-01,167
2000-07-01,NA
2000-08-01,165.2
2000-09-01,NA
2000-10-01,167.4
2000-11-01,NA
2000-12-01,166.9
2001-01-01,NA
2001-02-01,168.4
2001-03-01,NA
2001-04-01,170.1
2001-05-01,NA
2001-06-01,171.7
2001-07-01,NA
2001-08-01,170.4
2001-09-01,NA
2001-10-01,170
2001-11-01,NA
2001-12-01,168.2
2002-01-01,NA
2002-02-01,171
2002-03-01,NA
2002-04-01,174.4
2002-05-01,NA
2002-06-01,174
2002-07-01,NA
2002-08-01,176.1
2002-09-01,NA
2002-10-01,176
2002-11-01,NA
2002-12-01,174.4
2003-01-01,NA
2003-02-01,177.3
2003-03-01,NA
2003-04-01,177
2003-05-01,NA
2003-06-01,177.5
2003-07-01,NA
2003-08-01,178.2
2003-09-01,NA
2003-10-01,179.3
2003-11-01,NA
2003-12-01,176.4
2004-01-01,NA
2004-02-01,178.5
2004-03-01,NA
2004-04-01,179.8
2004-05-01,NA
2004-06-01,180.1
2004-07-01,NA
2004-08-01,181.4
2004-09-01,NA
2004-10-01,184.7
2004-11-01,NA
2004-12-01,181.5
2005-01-01,NA
2005-02-01,182.7
2005-03-01,NA
2005-04-01,186
2005-05-01,NA
2005-06-01,184.7
2005-07-01,NA
2005-08-01,188.5
2005-09-01,NA
2005-10-01,192
2005-11-01,NA
2005-12-01,189.1
2006-01-01,NA
2006-02-01,190.3
2006-03-01,NA
2006-04-01,193.6
2006-05-01,NA
2006-06-01,192.5
2006-07-01,NA
2006-08-01,195.2
2006-09-01,NA
2006-10-01,192.2
2006-11-01,NA
2006-12-01,192.3
2007-01-01,NA
2007-02-01,194.486
2007-03-01,NA
2007-04-01,196.552
2007-05-01,NA
2007-06-01,198.706
2007-07-01,NA
2007-08-01,196.321
2007-09-01,NA
2007-10-01,198.704
2007-11-01,NA
2007-12-01,198.752
2008-01-01,NA
2008-02-01,199.699
2008-03-01,NA
2008-04-01,203.751
2008-05-01,NA
2008-06-01,207.189
2008-07-01,NA
2008-08-01,210.711
2008-09-01,NA
2008-10-01,204.602
2008-11-01,NA
2008-12-01,195.758
2009-01-01,NA
2009-02-01,199.916
2009-03-01,NA
2009-04-01,200.98
2009-05-01,NA
2009-06-01,204.156
2009-07-01,NA
2009-08-01,204.83
2009-09-01,NA
2009-10-01,206.234
2009-11-01,NA
2009-12-01,204.891
2010-01-01,NA
2010-02-01,204.202
2010-03-01,NA
2010-04-01,207.416
2010-05-01,NA
2010-06-01,206.928
2010-07-01,NA
2010-08-01,207.804
2010-09-01,NA
2010-10-01,208.15
2010-11-01,NA
2010-12-01,208.839
2011-01-01,NA
2011-02-01,209.607
2011-03-01,NA
2011-04-01,216.65
2011-05-01,NA
2011-06-01,218.788
2011-07-01,NA
2011-08-01,219.044
2011-09-01,NA
2011-10-01,217.505
2011-11-01,NA
2011-12-01,218.488
2012-01-01,NA
2012-02-01,219.773
2012-03-01,NA
2012-04-01,221.308
2012-05-01,NA
2012-06-01,218.809
2012-07-01,NA
2012-08-01,222.1
2012-09-01,NA
2012-10-01,222.994
2012-11-01,NA
2012-12-01,220.765
2013-01-01,NA
2013-02-01,223.333
2013-03-01,NA
2013-04-01,223.137
2013-05-01,NA
2013-06-01,226.534
2013-07-01,NA
2013-08-01,224.083
2013-09-01,NA
2013-10-01,223.594
2013-11-01,NA
2013-12-01,220.932
2014-01-01,NA
2014-02-01,222.957
2014-03-01,NA
2014-04-01,226.619
2014-05-01,NA
2014-06-01,227.912
2014-07-01,NA
2014-08-01,224.483
2014-09-01,NA
2014-10-01,223.735
2014-11-01,NA
2014-12-01,218.844
2015-01-01,NA
2015-02-01,216.24
2015-03-01,NA
2015-04-01,219.412
2015-05-01,NA
2015-06-01,219.233
2015-07-01,NA
2015-08-01,220.835
2015-09-01,NA
2015-10-01,220.588
2015-11-01,NA
2015-12-01,216.569
2016-01-01,NA
2016-02-01,216.912
2016-03-01,NA
2016-04-01,219.894
2016-05-01,NA
2016-06-01,223.262
2016-07-01,NA
2016-08-01,223.168
2016-09-01,NA
2016-10-01,222.57
2016-11-01,NA
2016-12-01,221.288
2017-01-01,NA
2017-02-01,222.936
2017-03-01,NA
2017-04-01,223.977
2017-05-01,NA
2017-06-01,222.425
2017-07-01,NA
2017-08-01,222.513
2017-09-01,NA
2017-10-01,224.054
2017-11-01,NA
2017-12-01,224.723
2018-01-01,NA
2018-02-01,226.069
2018-03-01,NA
2018-04-01,227.652
2018-05-01,NA
2018-06-01,231.555
2018-07-01,NA
2018-08-01,229.268
2018-09-01,NA
2018-10-01,228.152
2018-11-01,NA
2018-12-01,225.745
2019-01-01,NA
2019-02-01,226.142
2019-03-01,NA
2019-04-01,228.246
2019-05-01,NA
2019-06-01,229.379
2019-07-01,NA
2019-08-01,231.016
2019-09-01,NA
2019-10-01,232.449
2019-11-01,NA
2019-12-01,230.576
2020-01-01,NA
2020-02-01,231.905
2020-03-01,NA
2020-04-01,224.269
2020-05-01,NA
2020-06-01,229.701
2020-07-01,NA
2020-08-01,234.643
2020-09-01,NA
2020-10-01,234.394
2020-11-01,NA
2020-12-01,232.362
2021-01-01,NA
2021-02-01,234.981
2021-03-01,NA
2021-04-01,237.851
2021-05-01,NA
2021-06-01,242.495
2021-07-01,NA
2021-08-01,243.238
2021-09-01,NA
2021-10-01,246.613
2021-11-01,NA
2021-12-01,248.329
2022-01-01,NA
2022-02-01,252.388
2022-03-01,NA
2022-04-01,259.763
2022-05-01,NA
2022-06-01,269.619
2022-07-01,NA
2022-08-01,267.658
2022-09-01,NA
2022-10-01,272.412
2022-11-01,NA
2022-12-01,266.556
2023-01-01,NA
2023-02-01,270.327
2023-03-01,NA
2023-04-01,274.22
2023-05-01,NA
2023-06-01,274.689
2023-07-01,NA
2023-08-01,274.738
2023-09-01,NA
2023-10-01,274.485
