"Date","APU0300702212"
1980-01-01,0.697
1980-02-01,0.691
1980-03-01,0.728
1980-04-01,0.752
1980-05-01,0.714
1980-06-01,0.731
1980-07-01,0.732
1980-08-01,0.795
1980-09-01,0.801
1980-10-01,0.814
1980-11-01,0.789
1980-12-01,0.824
1981-01-01,0.834
1981-02-01,0.768
1981-03-01,0.765
1981-04-01,0.712
1981-05-01,0.753
1981-06-01,0.753
1981-07-01,0.742
1981-08-01,0.75
1981-09-01,0.757
1981-10-01,0.759
1981-11-01,0.775
1981-12-01,0.773
1982-01-01,0.788
1982-02-01,0.762
1982-03-01,0.783
1982-04-01,0.814
1982-05-01,0.767
1982-06-01,0.761
1982-07-01,0.772
1982-08-01,0.754
1982-09-01,0.809
1982-10-01,0.821
1982-11-01,0.822
1982-12-01,0.826
1983-01-01,0.803
1983-02-01,0.808
1983-03-01,0.817
1983-04-01,0.811
1983-05-01,0.84
1983-06-01,0.826
1983-07-01,0.819
1983-08-01,0.829
1983-09-01,0.845
1983-10-01,0.828
1983-11-01,0.813
1983-12-01,0.84
1984-01-01,0.851
1984-02-01,0.845
1984-03-01,0.83
1984-04-01,0.842
1984-05-01,0.836
1984-06-01,0.828
1984-07-01,0.794
1984-08-01,0.772
1984-09-01,0.791
1984-10-01,0.837
1984-11-01,0.846
1984-12-01,0.783
1985-01-01,0.793
1985-02-01,0.797
1985-03-01,0.793
1985-04-01,0.786
1985-05-01,0.766
1985-06-01,0.773
1985-07-01,0.783
1985-08-01,0.779
1985-09-01,0.782
1985-10-01,0.765
1985-11-01,0.773
1985-12-01,0.796
1986-01-01,0.776
1986-02-01,0.777
1986-03-01,0.791
1986-04-01,0.807
1986-05-01,0.82
1986-06-01,0.815
1986-07-01,0.817
1986-08-01,0.822
1986-09-01,0.81
1986-10-01,0.808
1986-11-01,0.815
1986-12-01,0.798
1987-01-01,0.806
1987-02-01,0.808
1987-03-01,0.79
1987-04-01,0.809
1987-05-01,0.806
1987-06-01,0.809
1987-07-01,0.778
1987-08-01,0.786
1987-09-01,0.794
1987-10-01,0.785
1987-11-01,0.795
1987-12-01,0.81
1988-01-01,0.822
1988-02-01,0.809
1988-03-01,0.824
1988-04-01,0.854
1988-05-01,0.848
1988-06-01,0.844
1988-07-01,0.872
1988-08-01,NA
1988-09-01,NA
1988-10-01,NA
1988-11-01,NA
1988-12-01,NA
1989-01-01,NA
1989-02-01,NA
1989-03-01,NA
1989-04-01,NA
1989-05-01,NA
1989-06-01,NA
1989-07-01,NA
1989-08-01,NA
1989-09-01,NA
1989-10-01,NA
1989-11-01,NA
1989-12-01,NA
1990-01-01,NA
