"Date","CUUR0200SAF1"
1981-11-01,NA
1981-12-01,95.8
1982-01-01,NA
1982-02-01,97
1982-03-01,NA
1982-04-01,97.4
1982-05-01,NA
1982-06-01,98.9
1982-07-01,NA
1982-08-01,98.7
1982-09-01,NA
1982-10-01,98.5
1982-11-01,NA
1982-12-01,98.3
1983-01-01,NA
1983-02-01,98.9
1983-03-01,NA
1983-04-01,99.6
1983-05-01,NA
1983-06-01,99.5
1983-07-01,NA
1983-08-01,99.3
1983-09-01,NA
1983-10-01,99.3
1983-11-01,NA
1983-12-01,99.6
1984-01-01,NA
1984-02-01,102.4
1984-03-01,NA
1984-04-01,102.5
1984-05-01,NA
1984-06-01,102.4
1984-07-01,NA
1984-08-01,103.3
1984-09-01,NA
1984-10-01,103
1984-11-01,NA
1984-12-01,103.3
1985-01-01,NA
1985-02-01,104.5
1985-03-01,NA
1985-04-01,104.5
1985-05-01,NA
1985-06-01,104.4
1985-07-01,NA
1985-08-01,104.1
1985-09-01,NA
1985-10-01,104.1
1985-11-01,NA
1985-12-01,105.4
1986-01-01,NA
1986-02-01,105.9
1986-03-01,NA
1986-04-01,106.2
1986-05-01,NA
1986-06-01,106.8
1986-07-01,NA
1986-08-01,108.7
1986-09-01,NA
1986-10-01,109
1986-11-01,NA
1986-12-01,109.8
1987-01-01,111
1987-02-01,111
1987-03-01,110.8
1987-04-01,110.9
1987-05-01,111.4
1987-06-01,112.1
1987-07-01,112
1987-08-01,112
1987-09-01,112.3
1987-10-01,112.5
1987-11-01,112.4
1987-12-01,112.8
1988-01-01,113.7
1988-02-01,113.6
1988-03-01,113.7
1988-04-01,114.3
1988-05-01,114.9
1988-06-01,115.4
1988-07-01,116.5
1988-08-01,117.2
1988-09-01,118.1
1988-10-01,118.3
1988-11-01,118.1
1988-12-01,118.4
1989-01-01,119.8
1989-02-01,120.3
1989-03-01,120.9
1989-04-01,121.3
1989-05-01,121.8
1989-06-01,121.9
1989-07-01,122.4
1989-08-01,122.7
1989-09-01,123.2
1989-10-01,123.5
1989-11-01,123.9
1989-12-01,124.5
1990-01-01,127.4
1990-02-01,128.2
1990-03-01,128.4
1990-04-01,128.3
1990-05-01,128.6
1990-06-01,129.5
1990-07-01,130.3
1990-08-01,130.5
1990-09-01,130.7
1990-10-01,130.8
1990-11-01,131.3
1990-12-01,131.7
1991-01-01,132.9
1991-02-01,132.5
1991-03-01,132.8
1991-04-01,133.6
1991-05-01,134.1
1991-06-01,134.3
1991-07-01,133.8
1991-08-01,133.3
1991-09-01,133.6
1991-10-01,133.4
1991-11-01,133.8
1991-12-01,134.2
1992-01-01,134.4
1992-02-01,134.4
1992-03-01,134.9
1992-04-01,134.9
1992-05-01,134.8
1992-06-01,134.7
1992-07-01,134.4
1992-08-01,135
1992-09-01,135.5
1992-10-01,135.1
1992-11-01,135.5
1992-12-01,135.9
1993-01-01,136.4
1993-02-01,136.4
1993-03-01,136.6
1993-04-01,137
1993-05-01,138.3
1993-06-01,137.5
1993-07-01,137.8
1993-08-01,138
1993-09-01,138.4
1993-10-01,138.9
1993-11-01,139
1993-12-01,139.3
1994-01-01,140.2
1994-02-01,139.7
1994-03-01,139.9
1994-04-01,139.9
1994-05-01,140.5
1994-06-01,140.4
1994-07-01,140.8
1994-08-01,141.4
1994-09-01,141.6
1994-10-01,141.6
1994-11-01,141.9
1994-12-01,143
1995-01-01,143.6
1995-02-01,144.2
1995-03-01,144.1
1995-04-01,144.9
1995-05-01,145.2
1995-06-01,144.8
1995-07-01,144.9
1995-08-01,145.1
1995-09-01,145.5
1995-10-01,146
1995-11-01,146.2
1995-12-01,146.8
1996-01-01,147.8
1996-02-01,147.3
1996-03-01,147.9
1996-04-01,148.5
1996-05-01,148.7
1996-06-01,149.2
1996-07-01,150.2
1996-08-01,151
1996-09-01,151.5
1996-10-01,152.6
1996-11-01,153.1
1996-12-01,153.5
1997-01-01,153.5
1997-02-01,153.3
1997-03-01,153
1997-04-01,153.2
1997-05-01,153.5
1997-06-01,153.5
1997-07-01,154.1
1997-08-01,154.2
1997-09-01,154.6
1997-10-01,154.8
1997-11-01,154.7
1997-12-01,155.3
1998-01-01,156.3
1998-02-01,156.1
1998-03-01,156.5
1998-04-01,156.6
1998-05-01,156.9
1998-06-01,156.6
1998-07-01,157.2
1998-08-01,157.6
1998-09-01,157.6
1998-10-01,158.3
1998-11-01,158.5
1998-12-01,158.8
1999-01-01,160.3
1999-02-01,160.1
1999-03-01,160.1
1999-04-01,160.1
1999-05-01,160
1999-06-01,160.2
1999-07-01,160.4
1999-08-01,160.9
1999-09-01,161.7
1999-10-01,161.6
1999-11-01,161.6
1999-12-01,162.1
2000-01-01,162.9
2000-02-01,163.5
2000-03-01,163.3
2000-04-01,163.5
2000-05-01,164.3
2000-06-01,164.3
2000-07-01,165.1
2000-08-01,165.6
2000-09-01,165.9
2000-10-01,166.2
2000-11-01,166.1
2000-12-01,167
2001-01-01,168
2001-02-01,167.9
2001-03-01,168.4
2001-04-01,168.3
2001-05-01,169.2
2001-06-01,169.7
2001-07-01,170.2
2001-08-01,170.7
2001-09-01,171.1
2001-10-01,171.5
2001-11-01,171.1
2001-12-01,171.3
2002-01-01,171.8
2002-02-01,172
2002-03-01,171.9
2002-04-01,172
2002-05-01,172.2
2002-06-01,172.3
2002-07-01,171.9
2002-08-01,172.1
2002-09-01,171.9
2002-10-01,172.2
2002-11-01,172.3
2002-12-01,172.5
2003-01-01,172.9
2003-02-01,173.7
2003-03-01,174.2
2003-04-01,173.9
2003-05-01,174.4
2003-06-01,174.8
2003-07-01,174.6
2003-08-01,175.3
2003-09-01,175.3
2003-10-01,175.9
2003-11-01,176.8
2003-12-01,177.9
2004-01-01,178.2
2004-02-01,178.8
2004-03-01,178.3
2004-04-01,177.8
2004-05-01,180
2004-06-01,180.3
2004-07-01,180.8
2004-08-01,181
2004-09-01,180.5
2004-10-01,181.5
2004-11-01,181.9
2004-12-01,181.8
2005-01-01,183
2005-02-01,183.7
2005-03-01,183.5
2005-04-01,184.6
2005-05-01,185.2
2005-06-01,185.2
2005-07-01,185
2005-08-01,184.9
2005-09-01,185.6
2005-10-01,185.9
2005-11-01,186.4
2005-12-01,186.8
2006-01-01,188.6
2006-02-01,187.6
2006-03-01,187.1
2006-04-01,187.2
2006-05-01,187.8
2006-06-01,188
2006-07-01,188.4
2006-08-01,189.4
2006-09-01,190
2006-10-01,190.2
2006-11-01,190.7
2006-12-01,190.8
2007-01-01,192.151
2007-02-01,193.107
2007-03-01,193.964
2007-04-01,193.84
2007-05-01,194.76
2007-06-01,195.48
2007-07-01,195.919
2007-08-01,196.451
2007-09-01,197.597
2007-10-01,198.56
2007-11-01,199.225
2007-12-01,199.452
2008-01-01,201.357
2008-02-01,202.03
2008-03-01,202.187
2008-04-01,204.042
2008-05-01,204.911
2008-06-01,205.858
2008-07-01,208.043
2008-08-01,209.703
2008-09-01,210.986
2008-10-01,211.652
2008-11-01,211.502
2008-12-01,211.615
2009-01-01,213.081
2009-02-01,212.551
2009-03-01,211.754
2009-04-01,211.553
2009-05-01,211.076
2009-06-01,211.093
2009-07-01,211.239
2009-08-01,211.033
2009-09-01,210.978
2009-10-01,210.77
2009-11-01,210.858
2009-12-01,211.427
2010-01-01,212.238
2010-02-01,212.107
2010-03-01,212.096
2010-04-01,212.164
2010-05-01,212.994
2010-06-01,212.287
2010-07-01,212.822
2010-08-01,213.616
2010-09-01,213.802
2010-10-01,213.988
2010-11-01,213.66
2010-12-01,214.477
2011-01-01,216.329
2011-02-01,216.779
2011-03-01,218.445
2011-04-01,219.117
2011-05-01,219.694
2011-06-01,220.426
2011-07-01,221.301
2011-08-01,223.182
2011-09-01,224.424
2011-10-01,224.28
2011-11-01,224.115
2011-12-01,224.459
2012-01-01,226.233
2012-02-01,225.473
2012-03-01,226.203
2012-04-01,226.771
2012-05-01,226.793
2012-06-01,226.673
2012-07-01,226.875
2012-08-01,227.345
2012-09-01,227.072
2012-10-01,227.891
2012-11-01,228.135
2012-12-01,228.794
2013-01-01,229.226
2013-02-01,229.204
2013-03-01,229.626
2013-04-01,229.679
2013-05-01,229.33
2013-06-01,229.943
2013-07-01,229.986
2013-08-01,230.179
2013-09-01,229.591
2013-10-01,230.354
2013-11-01,230.359
2013-12-01,230.478
2014-01-01,231.723
2014-02-01,232.859
2014-03-01,233.757
2014-04-01,234.753
2014-05-01,235.371
2014-06-01,235.626
2014-07-01,235.88
2014-08-01,236.682
2014-09-01,237.774
2014-10-01,238.338
2014-11-01,237.754
2014-12-01,238.502
2015-01-01,239.148
2015-02-01,238.916
2015-03-01,238.005
2015-04-01,238.467
2015-05-01,238.255
2015-06-01,238.608
2015-07-01,239.266
2015-08-01,240.035
2015-09-01,241.1
2015-10-01,240.695
2015-11-01,239.676
2015-12-01,239.965
2016-01-01,240.91
2016-02-01,240.425
2016-03-01,239.494
2016-04-01,240.489
2016-05-01,239.941
2016-06-01,239.478
2016-07-01,239.193
2016-08-01,239.736
2016-09-01,239.803
2016-10-01,240.215
2016-11-01,239.266
2016-12-01,238.923
2017-01-01,239.464
2017-02-01,240
2017-03-01,240.33
2017-04-01,240.532
2017-05-01,240.989
2017-06-01,240.139
2017-07-01,240.237
2017-08-01,241.352
2017-09-01,241.808
2017-10-01,242.612
2017-11-01,242.006
2017-12-01,241.621
2018-01-01,242.601
2018-02-01,242.865
2018-03-01,242.51
2018-04-01,243.762
2018-05-01,243.329
2018-06-01,243.803
2018-07-01,243.935
2018-08-01,243.119
2018-09-01,243.762
2018-10-01,243.882
2018-11-01,243.269
2018-12-01,243.67
2019-01-01,245.015
2019-02-01,246.428
2019-03-01,245.913
2019-04-01,245.689
2019-05-01,246.953
2019-06-01,247.346
2019-07-01,246.889
2019-08-01,247.123
2019-09-01,247.641
2019-10-01,247.914
2019-11-01,248.037
2019-12-01,248.223
2020-01-01,249.149
2020-02-01,249.998
2020-03-01,250.385
2020-04-01,253.291
2020-05-01,255.009
2020-06-01,255.935
2020-07-01,255.251
2020-08-01,254.488
2020-09-01,254.773
2020-10-01,255.915
2020-11-01,254.737
2020-12-01,255.213
2021-01-01,256.795
2021-02-01,257.124
2021-03-01,257.522
2021-04-01,258.666
2021-05-01,260.372
2021-06-01,262.685
2021-07-01,264.563
2021-08-01,266.1
2021-09-01,268.772
2021-10-01,271.335
2021-11-01,272.824
2021-12-01,274.453
2022-01-01,277.344
2022-02-01,280.15
2022-03-01,283.955
2022-04-01,287.716
2022-05-01,291.562
2022-06-01,293.901
2022-07-01,297.499
2022-08-01,300.558
2022-09-01,302.844
2022-10-01,304.053
2022-11-01,304.679
2022-12-01,305.627
2023-01-01,307.83
2023-02-01,308.834
2023-03-01,309.171
2023-04-01,309.394
2023-05-01,311.488
2023-06-01,311.335
2023-07-01,312.521
2023-08-01,312.308
2023-09-01,313.192
2023-10-01,313.405
2023-11-01,312.588
