"Date","CUUR0200SAF1"
1966-12-01,34.6
1967-01-01,NA
1967-02-01,NA
1967-03-01,34.5
1967-04-01,NA
1967-05-01,NA
1967-06-01,34.8
1967-07-01,NA
1967-08-01,NA
1967-09-01,35
1967-10-01,NA
1967-11-01,NA
1967-12-01,35.1
1968-01-01,NA
1968-02-01,NA
1968-03-01,35.6
1968-04-01,NA
1968-05-01,NA
1968-06-01,36.1
1968-07-01,NA
1968-08-01,NA
1968-09-01,36.5
1968-10-01,NA
1968-11-01,NA
1968-12-01,36.6
1969-01-01,NA
1969-02-01,NA
1969-03-01,36.9
1969-04-01,NA
1969-05-01,NA
1969-06-01,38
1969-07-01,NA
1969-08-01,NA
1969-09-01,38.7
1969-10-01,NA
1969-11-01,NA
1969-12-01,39.3
1970-01-01,NA
1970-02-01,NA
1970-03-01,39.8
1970-04-01,NA
1970-05-01,NA
1970-06-01,40.1
1970-07-01,NA
1970-08-01,NA
1970-09-01,40.1
1970-10-01,NA
1970-11-01,NA
1970-12-01,39.9
1971-01-01,NA
1971-02-01,NA
1971-03-01,40.4
1971-04-01,NA
1971-05-01,NA
1971-06-01,41.2
1971-07-01,NA
1971-08-01,NA
1971-09-01,41.2
1971-10-01,NA
1971-11-01,NA
1971-12-01,41.4
1972-01-01,NA
1972-02-01,NA
1972-03-01,42.4
1972-04-01,NA
1972-05-01,NA
1972-06-01,42.7
1972-07-01,NA
1972-08-01,NA
1972-09-01,43
1972-10-01,NA
1972-11-01,NA
1972-12-01,43.5
1973-01-01,NA
1973-02-01,NA
1973-03-01,46.5
1973-04-01,NA
1973-05-01,NA
1973-06-01,48.6
1973-07-01,NA
1973-08-01,NA
1973-09-01,51.8
1973-10-01,NA
1973-11-01,NA
1973-12-01,52.7
1974-01-01,NA
1974-02-01,NA
1974-03-01,55.6
1974-04-01,NA
1974-05-01,NA
1974-06-01,55.9
1974-07-01,NA
1974-08-01,NA
1974-09-01,57
1974-10-01,NA
1974-11-01,NA
1974-12-01,58.8
1975-01-01,NA
1975-02-01,NA
1975-03-01,58.9
1975-04-01,NA
1975-05-01,NA
1975-06-01,59.9
1975-07-01,NA
1975-08-01,NA
1975-09-01,61.1
1975-10-01,NA
1975-11-01,NA
1975-12-01,62.7
1976-01-01,NA
1976-02-01,NA
1976-03-01,61.9
1976-04-01,NA
1976-05-01,NA
1976-06-01,62.8
1976-07-01,NA
1976-08-01,NA
1976-09-01,63
1976-10-01,NA
1976-11-01,NA
1976-12-01,62.9
1977-01-01,NA
1977-02-01,NA
1977-03-01,65.3
1977-04-01,NA
1977-05-01,NA
1977-06-01,67.4
1977-07-01,NA
1977-08-01,NA
1977-09-01,67.4
1977-10-01,NA
1977-11-01,NA
1977-12-01,68
1978-01-01,NA
1978-02-01,70.2
1978-03-01,NA
1978-04-01,72
1978-05-01,NA
1978-06-01,74.2
1978-07-01,NA
1978-08-01,74.9
1978-09-01,NA
1978-10-01,75.4
1978-11-01,NA
1978-12-01,76.6
1979-01-01,NA
1979-02-01,79.5
1979-03-01,NA
1979-04-01,80.8
1979-05-01,NA
1979-06-01,81.9
1979-07-01,NA
1979-08-01,82.1
1979-09-01,NA
1979-10-01,82.7
1979-11-01,NA
1979-12-01,84
1980-01-01,NA
1980-02-01,85.2
1980-03-01,NA
1980-04-01,86.6
1980-05-01,NA
1980-06-01,87.5
1980-07-01,NA
1980-08-01,89.9
1980-09-01,NA
1980-10-01,91
1980-11-01,NA
1980-12-01,92.5
1981-01-01,NA
1981-02-01,93.8
1981-03-01,NA
1981-04-01,94.1
1981-05-01,NA
1981-06-01,94.7
1981-07-01,NA
1981-08-01,95.7
1981-09-01,NA
1981-10-01,95.7
