"Date","TRMMEANCPIM158SFRBCLE"
1983-01-01,4.47400337414241
1983-02-01,3.99161646277042
1983-03-01,3.09958126069658
1983-04-01,4.91830616105031
1983-05-01,4.01151973262388
1983-06-01,3.10328350535352
1983-07-01,3.66123827677673
1983-08-01,4.05631427816704
1983-09-01,3.34542571409979
1983-10-01,4.15716739514018
1983-11-01,4.33668267569198
1983-12-01,3.36892657298127
1984-01-01,6.30984760153133
1984-02-01,4.56272576820707
1984-03-01,3.96922974688469
1984-04-01,5.00988404458735
1984-05-01,2.62178682319165
1984-06-01,3.09587913790226
1984-07-01,4.41156440313601
1984-08-01,5.06888418821854
1984-09-01,3.89215333974993
1984-10-01,3.86233144110562
1984-11-01,2.72751447416955
1984-12-01,3.16253542118343
1985-01-01,3.32069354698541
1985-02-01,5.42856072629094
1985-03-01,4.98227783988285
1985-04-01,3.17858834152527
1985-05-01,2.33093779183799
1985-06-01,4.35789433015896
1985-07-01,2.71521536653503
1985-08-01,2.07140946736262
1985-09-01,2.94912766294919
1985-10-01,3.70713552910791
1985-11-01,5.44115732871784
1985-12-01,4.52772847180651
1986-01-01,4.17460768734779
1986-02-01,1.50305626140093
1986-03-01,2.58861394450225
1986-04-01,2.85057867355418
1986-05-01,2.25620027008007
1986-06-01,4.20575824263458
1986-07-01,3.06256580319961
1986-08-01,3.32069354698541
1986-09-01,3.50507933017836
1986-10-01,3.4221302409295
1986-11-01,3.15512715323287
1986-12-01,3.73443450033988
1987-01-01,5.7502033208608
1987-02-01,3.39985593114571
1987-03-01,3.24405798777176
1987-04-01,5.39833509482912
1987-05-01,3.84493878880514
1987-06-01,3.56578203919899
1987-07-01,3.61659937103616
1987-08-01,4.92959244320301
1987-09-01,4.34915964080897
1987-10-01,3.93690104988391
1987-11-01,3.43574466044188
1987-12-01,1.79540703879326
1988-01-01,3.77663693389265
1988-02-01,3.27248115232497
1988-03-01,3.68356419519944
1988-04-01,5.31399589967021
1988-05-01,3.29102205067142
1988-06-01,4.71283595784917
1988-07-01,4.88821407037705
1988-08-01,4.91203661490336
1988-09-01,5.69211473582227
1988-10-01,4.70782906510683
1988-11-01,3.28854975460575
1988-12-01,3.68356419519944
1989-01-01,5.09399997200142
1989-02-01,4.75540311642684
1989-03-01,5.09776752177491
1989-04-01,4.73787371372485
1989-05-01,5.44619635597112
1989-06-01,3.64511653456505
1989-07-01,4.68655251054217
1989-08-01,2.87520795385685
1989-09-01,2.88875607559973
1989-10-01,6.05627968435205
1989-11-01,5.07767379423789
1989-12-01,4.64776404991458
1990-01-01,5.91199399490903
1990-02-01,4.47900001668391
1990-03-01,5.1279147173972
1990-04-01,3.95306410161054
1990-05-01,3.04159562242827
1990-06-01,6.55761209811907
1990-07-01,5.82475020186575
1990-08-01,6.3936470798823
1990-09-01,4.11606833063138
1990-10-01,4.3591421976336
1990-11-01,4.29177721401581
1990-12-01,4.28055383486987
1991-01-01,7.20044057776987
1991-02-01,3.80146912706327
1991-03-01,2.54931061597194
1991-04-01,3.43203147402122
1991-05-01,4.19329699604554
1991-06-01,2.80502932682682
1991-07-01,4.15592174168715
1991-08-01,3.63643683716413
1991-09-01,4.03267049317428
1991-10-01,2.24272837797286
1991-11-01,4.36787736238435
1991-12-01,3.84866556095402
