"Date","APUS23B74715"
1993-12-01,1.051
1994-01-01,1.053
1994-02-01,1.084
1994-03-01,1.059
1994-04-01,1.118
1994-05-01,1.127
1994-06-01,1.17
1994-07-01,1.211
1994-08-01,1.269
1994-09-01,1.205
1994-10-01,1.124
1994-11-01,1.165
1994-12-01,1.105
1995-01-01,1.1
1995-02-01,1.124
1995-03-01,1.108
1995-04-01,1.185
1995-05-01,1.275
1995-06-01,1.288
1995-07-01,1.252
1995-08-01,1.176
1995-09-01,1.17
1995-10-01,1.149
1995-11-01,1.136
1995-12-01,1.153
1996-01-01,1.188
1996-02-01,1.192
1996-03-01,1.262
1996-04-01,1.324
1996-05-01,1.373
1996-06-01,1.347
1996-07-01,1.304
1996-08-01,1.255
1996-09-01,1.277
1996-10-01,1.289
1996-11-01,1.38
1996-12-01,1.398
1997-01-01,1.351
1997-02-01,1.301
1997-03-01,1.242
1997-04-01,1.225
1997-05-01,1.273
1997-06-01,1.335
1997-07-01,1.3
1997-08-01,1.388
1997-09-01,1.357
1997-10-01,1.281
1997-11-01,1.241
1997-12-01,1.189
1998-01-01,1.107
1998-02-01,1.152
1998-03-01,1.156
1998-04-01,1.173
1998-05-01,1.214
1998-06-01,1.221
1998-07-01,1.221
1998-08-01,1.165
1998-09-01,1.137
1998-10-01,1.138
1998-11-01,1.112
1998-12-01,1.039
1999-01-01,1.021
1999-02-01,1.018
1999-03-01,1.092
1999-04-01,1.211
1999-05-01,1.252
1999-06-01,1.251
1999-07-01,1.282
1999-08-01,1.332
1999-09-01,1.385
1999-10-01,1.333
1999-11-01,1.358
1999-12-01,1.395
2000-01-01,1.425
2000-02-01,1.506
2000-03-01,1.646
2000-04-01,1.486
2000-05-01,1.55
2000-06-01,2.05
2000-07-01,1.838
2000-08-01,1.492
2000-09-01,1.708
2000-10-01,1.665
2000-11-01,1.626
2000-12-01,1.58
2001-01-01,1.617
2001-02-01,1.555
2001-03-01,1.48
2001-04-01,1.736
2001-05-01,1.978
2001-06-01,1.825
2001-07-01,1.463
2001-08-01,1.568
2001-09-01,1.755
2001-10-01,1.356
2001-11-01,1.251
2001-12-01,1.191
2002-01-01,1.242
2002-02-01,1.225
2002-03-01,1.313
2002-04-01,1.503
2002-05-01,1.467
2002-06-01,1.505
2002-07-01,1.548
2002-08-01,1.491
2002-09-01,1.498
2002-10-01,1.575
2002-11-01,1.571
2002-12-01,1.416
2003-01-01,1.565
2003-02-01,1.768
2003-03-01,1.809
2003-04-01,1.632
2003-05-01,1.542
2003-06-01,1.647
2003-07-01,1.606
2003-08-01,1.71
2003-09-01,1.804
2003-10-01,1.657
2003-11-01,1.568
2003-12-01,1.507
2004-01-01,1.666
2004-02-01,1.739
2004-03-01,1.784
2004-04-01,1.856
2004-05-01,2.109
2004-06-01,2.068
2004-07-01,1.987
2004-08-01,1.975
2004-09-01,1.918
2004-10-01,2.084
2004-11-01,2.006
2004-12-01,1.88
2005-01-01,1.875
2005-02-01,2.003
2005-03-01,2.12
2005-04-01,2.309
2005-05-01,2.184
2005-06-01,2.217
2005-07-01,2.348
2005-08-01,2.534
2005-09-01,2.901
2005-10-01,2.753
2005-11-01,2.299
2005-12-01,2.3
2006-01-01,2.435
2006-02-01,2.391
2006-03-01,2.612
2006-04-01,2.915
2006-05-01,2.954
2006-06-01,2.938
2006-07-01,3.098
2006-08-01,3.02
2006-09-01,2.395
2006-10-01,2.251
2006-11-01,2.341
2006-12-01,2.341
2007-01-01,2.136
2007-02-01,2.415
2007-03-01,2.628
2007-04-01,2.926
2007-05-01,3.453
2007-06-01,3.254
2007-07-01,3.181
2007-08-01,3.037
2007-09-01,3.119
2007-10-01,3.004
2007-11-01,3.268
2007-12-01,3.088
2008-01-01,3.117
2008-02-01,3.173
2008-03-01,3.397
2008-04-01,3.624
2008-05-01,4.048
2008-06-01,4.112
2008-07-01,4.167
2008-08-01,3.926
2008-09-01,3.919
2008-10-01,2.963
2008-11-01,2.071
2008-12-01,1.782
2009-01-01,2.079
2009-02-01,2.043
2009-03-01,2.101
2009-04-01,2.19
2009-05-01,2.567
2009-06-01,2.943
2009-07-01,2.614
2009-08-01,2.766
