"Date","APUS12A72620"
2002-07-01,0.969
2002-08-01,0.958
2002-09-01,0.966
2002-10-01,0.991
2002-11-01,1.047
2002-12-01,1.031
2003-01-01,1.079
2003-02-01,1.1
2003-03-01,1.229
2003-04-01,1.14
2003-05-01,1.133
2003-06-01,1.167
2003-07-01,1.146
2003-08-01,1.122
2003-09-01,1.171
2003-10-01,1.144
2003-11-01,1.186
2003-12-01,1.205
2004-01-01,1.199
2004-02-01,1.205
2004-03-01,1.173
2004-04-01,1.147
2004-05-01,1.159
2004-06-01,1.176
2004-07-01,1.175
2004-08-01,1.18
2004-09-01,1.157
2004-10-01,1.219
2004-11-01,1.292
2004-12-01,1.316
2005-01-01,1.316
2005-02-01,1.305
2005-03-01,1.304
2005-04-01,1.308
2005-05-01,1.302
2005-06-01,1.264
2005-07-01,1.299
2005-08-01,1.323
2005-09-01,1.498
2005-10-01,1.666
2005-11-01,1.606
2005-12-01,1.666
2006-01-01,1.663
2006-02-01,1.571
2006-03-01,1.532
2006-04-01,1.518
2006-05-01,1.529
2006-06-01,1.484
2006-07-01,1.473
2006-08-01,1.5
2006-09-01,1.498
2006-10-01,1.383
2006-11-01,1.547
2006-12-01,1.568
2007-01-01,1.567
2007-02-01,1.602
2007-03-01,1.6
2007-04-01,1.56
2007-05-01,1.547
2007-06-01,1.537
2007-07-01,1.528
2007-08-01,1.484
2007-09-01,1.429
2007-10-01,1.501
2007-11-01,1.596
2007-12-01,1.588
2008-01-01,1.592
2008-02-01,1.596
2008-03-01,1.593
2008-04-01,1.597
2008-05-01,1.688
2008-06-01,1.706
2008-07-01,1.794
2008-08-01,1.649
2008-09-01,1.604
2008-10-01,1.72
2008-11-01,1.797
2008-12-01,1.8
2009-01-01,1.726
2009-02-01,1.695
2009-03-01,1.641
2009-04-01,1.512
2009-05-01,1.427
2009-06-01,1.422
2009-07-01,1.464
2009-08-01,1.449
2009-09-01,1.348
2009-10-01,1.369
2009-11-01,1.481
2009-12-01,1.504
2010-01-01,1.52
2010-02-01,1.48
2010-03-01,1.455
2010-04-01,1.375
2010-05-01,1.416
2010-06-01,1.408
2010-07-01,1.423
2010-08-01,1.409
2010-09-01,1.339
2010-10-01,1.357
2010-11-01,1.347
2010-12-01,1.356
2011-01-01,1.374
2011-02-01,1.39
2011-03-01,1.362
2011-04-01,1.329
2011-05-01,1.314
2011-06-01,1.296
2011-07-01,1.307
2011-08-01,1.309
2011-09-01,1.288
2011-10-01,1.251
2011-11-01,1.277
2011-12-01,1.227
2012-01-01,1.186
2012-02-01,1.112
2012-03-01,1.162
2012-04-01,1.125
2012-05-01,1.094
2012-06-01,1.124
2012-07-01,1.137
2012-08-01,1.137
2012-09-01,1.124
2012-10-01,1.143
2012-11-01,1.203
2012-12-01,1.232
2013-01-01,1.241
2013-02-01,1.231
2013-03-01,1.241
2013-04-01,1.229
2013-05-01,1.224
2013-06-01,1.195
2013-07-01,1.171
2013-08-01,1.137
2013-09-01,1.148
2013-10-01,1.16
2013-11-01,1.077
2013-12-01,1.086
2014-01-01,1.222
2014-02-01,1.199
2014-03-01,1.176
2014-04-01,1.209
2014-05-01,1.195
2014-06-01,1.13
2014-07-01,1.112
2014-08-01,1.07
2014-09-01,1.074
2014-10-01,1.014
2014-11-01,0.934
2014-12-01,0.985
2015-01-01,0.983
2015-02-01,0.959
2015-03-01,0.943
2015-04-01,0.899
2015-05-01,0.98
2015-06-01,0.977
2015-07-01,0.951
2015-08-01,0.951
2015-09-01,0.944
2015-10-01,0.926
2015-11-01,0.934
2015-12-01,0.865
2016-01-01,0.881
2016-02-01,0.868
2016-03-01,0.963
2016-04-01,0.965
2016-05-01,0.898
2016-06-01,0.999
2016-07-01,1.011
2016-08-01,0.943
2016-09-01,0.988
2016-10-01,0.973
2016-11-01,1.003
2016-12-01,1.049
2017-01-01,1.101
2017-02-01,1.13
2017-03-01,1.127
2017-04-01,1.146
2017-05-01,1.136
2017-06-01,1.155
2017-07-01,1.119
2017-08-01,1.096
2017-09-01,1.095
2017-10-01,1.089
2017-11-01,1.158
2017-12-01,1.188
2018-01-01,1.124
2018-02-01,1.241
2018-03-01,1.225
2018-04-01,1.212
2018-05-01,1.262
2018-06-01,1.244
2018-07-01,1.258
2018-08-01,1.22
2018-09-01,1.183
2018-10-01,1.154
2018-11-01,1.226
2018-12-01,1.294
2019-01-01,1.337
2019-02-01,1.296
2019-03-01,1.255
2019-04-01,1.209
2019-05-01,1.196
2019-06-01,1.196
2019-07-01,1.184
2019-08-01,1.188
2019-09-01,1.187
2019-10-01,1.219
2019-11-01,1.255
2019-12-01,1.282
2020-01-01,1.27
2020-02-01,1.226
2020-03-01,1.227
2020-04-01,1.216
2020-05-01,1.21
2020-06-01,1.198
2020-07-01,1.194
2020-08-01,1.196
2020-09-01,1.182
2020-10-01,1.171
2020-11-01,1.259
2020-12-01,1.249
2021-01-01,1.282
2021-02-01,1.321
2021-03-01,1.31
2021-04-01,1.276
2021-05-01,1.25
2021-06-01,1.289
2021-07-01,1.311
2021-08-01,1.321
2021-09-01,1.371
2021-10-01,1.426
2021-11-01,1.447
2021-12-01,1.497
2022-01-01,1.497
2022-02-01,1.538
2022-03-01,1.49
2022-04-01,1.517
2022-05-01,1.605
2022-06-01,1.674
2022-07-01,1.659
2022-08-01,1.755
2022-09-01,1.77
2022-10-01,1.77
2022-11-01,1.768
2022-12-01,1.845
2023-01-01,1.852
2023-02-01,1.732
2023-03-01,1.595
2023-04-01,1.546
2023-05-01,1.519
2023-06-01,1.475
2023-07-01,1.474
2023-08-01,1.507
2023-09-01,1.512
2023-10-01,1.5
2023-11-01,1.589
