"Date","CRESTKCPIXSLTRM679SFRBATL"
1967-03-01,2.753017888
1967-04-01,3.238444688
1967-05-01,3.182519913
1967-06-01,3.054380284
1967-07-01,3.329970428
1967-08-01,3.441672452
1967-09-01,3.889121032
1967-10-01,4.188258883
1967-11-01,4.670689989
1967-12-01,4.370400937
1968-01-01,5.177999934
1968-02-01,4.814484969
1968-03-01,6.041145113
1968-04-01,4.772812674
1968-05-01,5.043755331
1968-06-01,3.99591043
1968-07-01,3.740219834
1968-08-01,3.769289151
1968-09-01,3.916730431
1968-10-01,5.339539055
1968-11-01,5.994445034
1968-12-01,6.895599809
1969-01-01,6.422575
1969-02-01,5.545171933
1969-03-01,5.42920101
1969-04-01,5.537258282
1969-05-01,5.801945055
1969-06-01,5.078452382
1969-07-01,4.266051764
1969-08-01,4.512609925
1969-09-01,4.653073041
1969-10-01,4.137683054
1969-11-01,3.820448593
1969-12-01,4.47926226
1970-01-01,7.215697163
1970-02-01,7.643132297
1970-03-01,7.436283462
1970-04-01,5.914926802
1970-05-01,5.745797377
1970-06-01,5.76435501
1970-07-01,5.963572182
1970-08-01,6.069297726
1970-09-01,5.568959748
1970-10-01,4.939316424
1970-11-01,6.592958058
1970-12-01,6.634408414
1971-01-01,8.078044458
1971-02-01,6.896224351
1971-03-01,6.715288688
1971-04-01,6.056612886
1971-05-01,5.49738619
1971-06-01,5.827245288
1971-07-01,5.21827076
1971-08-01,4.470025341
1971-09-01,3.533431588
1971-10-01,1.440326528
1971-11-01,1.010329986
1971-12-01,1.556045481
1972-01-01,3.69234916
1972-02-01,3.851064617
1972-03-01,3.048699743
1972-04-01,2.290643879
1972-05-01,2.607568635
1972-06-01,2.858720897
1972-07-01,2.720472119
1972-08-01,2.05684579
1972-09-01,1.941876427
1972-10-01,2.117057003
1972-11-01,2.668890375
1972-12-01,2.500015373
1973-01-01,1.931539945
1973-02-01,2.011778834
1973-03-01,2.395346483
1973-04-01,3.653510629
1973-05-01,3.96676545
1973-06-01,4.124440562
1973-07-01,3.447262559
1973-08-01,3.207726966
1973-09-01,3.46589206
1973-10-01,5.512078349
1973-11-01,5.80077686
1973-12-01,6.209744454
1974-01-01,5.845470309
1974-02-01,7.178227129
1974-03-01,8.613729639
1974-04-01,8.931574557
1974-05-01,11.334260237
1974-06-01,13.33534771
1974-07-01,14.824143754
1974-08-01,14.292323953
1974-09-01,13.469335484
1974-10-01,13.016958236
1974-11-01,12.10062375
1974-12-01,11.115009407
1975-01-01,10.227808557
1975-02-01,9.882069293
1975-03-01,9.142559906
1975-04-01,9.368322633
1975-05-01,7.402859479
1975-06-01,6.821733562
1975-07-01,5.660829345
1975-08-01,5.908110313
1975-09-01,7.758765991
1975-10-01,8.266960636
1975-11-01,9.808365893
1975-12-01,8.573454077
1976-01-01,10.526420699
1976-02-01,10.500448143
1976-03-01,10.83915467
1976-04-01,8.072560712
1976-05-01,6.572244793
1976-06-01,5.68667552
1976-07-01,6.349973133
1976-08-01,7.015022007
1976-09-01,6.980838716
1976-10-01,6.885413082
1976-11-01,7.674042565
1976-12-01,7.208740164
1977-01-01,6.61295234
1977-02-01,5.572134026
1977-03-01,6.204458514
1977-04-01,6.725178659
1977-05-01,6.934835156
1977-06-01,7.577995114
1977-07-01,7.083218641
1977-08-01,6.915474266
1977-09-01,5.95191198
1977-10-01,6.03168318
1977-11-01,5.830963528
1977-12-01,5.85636525
1978-01-01,5.744924928
1978-02-01,5.800218029
1978-03-01,5.575167311
1978-04-01,5.967096352
1978-05-01,6.126398782
1978-06-01,6.41337661
1978-07-01,6.453015
1978-08-01,6.596024011
1978-09-01,6.991311489
1978-10-01,7.666383819
1978-11-01,8.128563278
1978-12-01,8.043472695
1979-01-01,7.385943923
1979-02-01,6.714064544
1979-03-01,6.633972212
1979-04-01,6.865332147
1979-05-01,7.352382968
1979-06-01,7.056936196
1979-07-01,7.239422001
1979-08-01,7.607371285
1979-09-01,7.795459838
1979-10-01,7.579467902
1979-11-01,8.757759292
1979-12-01,9.94494569
1980-01-01,11.097753711
1980-02-01,11.0032465
1980-03-01,12.11843976
1980-04-01,12.833572315
1980-05-01,12.661675179
1980-06-01,10.899039322
1980-07-01,9.280525267
1980-08-01,8.438836632
1980-09-01,9.742658726
1980-10-01,9.275121011
1980-11-01,9.018900165
1980-12-01,7.716486691
1981-01-01,9.2437977
1981-02-01,9.813218103
1981-03-01,9.927094431
1981-04-01,9.442234986
1981-05-01,9.159142062
1981-06-01,9.513167931
1981-07-01,11.154732332
1981-08-01,11.125424337
1981-09-01,11.494775864
1981-10-01,9.815274171
1981-11-01,10.032020779
1981-12-01,8.423598348
1982-01-01,8.032385388
1982-02-01,7.130315534
1982-03-01,7.425180296
1982-04-01,7.126508333
1982-05-01,7.177825113
1982-06-01,7.740325303
1982-07-01,7.817365999
1982-08-01,7.038269383
1982-09-01,6.10506833
1982-10-01,6.123965699
1982-11-01,5.415409716
1982-12-01,4.848461846
1983-01-01,4.293963127
1983-02-01,4.911122916
1983-03-01,4.5464959
1983-04-01,3.97068972
1983-05-01,3.333693147
1983-06-01,3.483228333
1983-07-01,3.382129652
1983-08-01,3.973042537
1983-09-01,3.8813853
1983-10-01,4.733415914
1983-11-01,5.418092679
1983-12-01,5.361204545
1984-01-01,6.086513012
1984-02-01,5.637664422
1984-03-01,5.448674546
1984-04-01,4.085864664
1984-05-01,3.785905714
1984-06-01,4.502584513
1984-07-01,4.333580345
1984-08-01,4.972411079
1984-09-01,5.177230161
1984-10-01,5.611935209
1984-11-01,5.065240781
1984-12-01,4.52046909
1985-01-01,3.547746918
1985-02-01,3.879171918
1985-03-01,4.512251517
1985-04-01,5.050056586
1985-05-01,4.193762199
1985-06-01,3.904798994
1985-07-01,3.843633432
1985-08-01,4.212273838
1985-09-01,3.890864296
1985-10-01,4.7033622
1985-11-01,5.380235679
1985-12-01,5.023783572
1986-01-01,5.208625819
1986-02-01,5.003397794
1986-03-01,5.598504087
1986-04-01,4.596390235
