"Date","CRESTKCPIXSLTRM679SFRBATL"
1986-05-01,3.934464147
1986-06-01,4.268822689
1986-07-01,4.286242559
1986-08-01,4.343744024
1986-09-01,3.828030124
1986-10-01,4.211461801
1986-11-01,4.169863196
1986-12-01,4.643007216
1987-01-01,4.459896576
1987-02-01,4.321882184
1987-03-01,4.07671082
1987-04-01,4.335832303
1987-05-01,4.214032353
1987-06-01,3.357133514
1987-07-01,3.17651173
1987-08-01,3.460164861
1987-09-01,4.387152095
1987-10-01,4.217194815
1987-11-01,4.298773308
1987-12-01,3.240537728
1988-01-01,3.385955699
1988-02-01,3.50251371
1988-03-01,4.684725733
1988-04-01,5.594174098
1988-05-01,5.885106117
1988-06-01,5.716456479
1988-07-01,4.659999693
1988-08-01,4.385832577
1988-09-01,4.781560105
1988-10-01,5.304124104
1988-11-01,5.437891482
1988-12-01,5.144282999
1989-01-01,5.426553295
1989-02-01,5.320002522
1989-03-01,4.741251987
1989-04-01,4.186879303
1989-05-01,4.677228095
1989-06-01,5.516562117
1989-07-01,5.077340572
1989-08-01,4.831388232
1989-09-01,4.486101729
1989-10-01,4.694082456
1989-11-01,4.381949954
1989-12-01,4.304732989
1990-01-01,5.336701833
1990-02-01,6.243496911
1990-03-01,6.928813789
1990-04-01,6.305787878
1990-05-01,5.833248353
1990-06-01,5.593627306
1990-07-01,5.471291108
1990-08-01,5.933363898
1990-09-01,6.217403728
1990-10-01,6.603024425
1990-11-01,5.937929485
1990-12-01,4.994351644
1991-01-01,5.195998742
1991-02-01,6.17437383
1991-03-01,5.953629355
1991-04-01,4.574900353
1991-05-01,3.676220955
1991-06-01,4.232259273
1991-07-01,5.012589418
1991-08-01,5.397515847
1991-09-01,5.649659847
1991-10-01,4.487500116
1991-11-01,3.756199984
1991-12-01,3.048231916
1992-01-01,3.712207925
1992-02-01,3.832640981
1992-03-01,4.414886217
1992-04-01,5.206121936
1992-05-01,4.388725617
1992-06-01,3.376718608
1992-07-01,2.908022986
1992-08-01,3.164116701
1992-09-01,3.217635576
1992-10-01,3.971707526
1992-11-01,4.703412635
1992-12-01,4.909686789
1993-01-01,3.937123951
1993-02-01,3.876797209
1993-03-01,3.594184084
1993-04-01,3.678747898
1993-05-01,3.777447693
1993-06-01,4.218774901
1993-07-01,3.580586909
1993-08-01,3.572333578
1993-09-01,3.7071231
1993-10-01,4.378576082
1993-11-01,4.42274811
1993-12-01,4.360719343
1994-01-01,3.698818812
1994-02-01,2.930339951
1994-03-01,2.911499152
1994-04-01,3.153632807
1994-05-01,2.837517213
1994-06-01,3.043403693
1994-07-01,2.894342887
1994-08-01,3.304503942
1994-09-01,2.758748341
1994-10-01,2.481966113
1994-11-01,2.685766926
1994-12-01,2.707738479
1995-01-01,4.343167759
1995-02-01,4.498896346
1995-03-01,5.023214359
1995-04-01,4.126402283
1995-05-01,3.328574891
1995-06-01,2.863325028
1995-07-01,2.372472331
1995-08-01,2.864067948
1995-09-01,3.272200377
1995-10-01,3.645351273
1995-11-01,3.349301743
1995-12-01,2.118516498
1996-01-01,2.317743128
1996-02-01,3.049708825
1996-03-01,3.644649051
1996-04-01,2.970161913
1996-05-01,2.638029906
1996-06-01,3.104333507
1996-07-01,2.832614552
1996-08-01,2.781886233
1996-09-01,3.143498578
1996-10-01,3.3704268
1996-11-01,3.314398004
1996-12-01,2.892615266
1997-01-01,2.409827466
1997-02-01,1.641445093
1997-03-01,1.93211524
1997-04-01,2.623144895
1997-05-01,3.211621016
1997-06-01,2.522008656
1997-07-01,2.160380879
1997-08-01,1.324650274
1997-09-01,1.29916301
1997-10-01,1.85312971
1997-11-01,2.283070938
1997-12-01,2.404312105
1998-01-01,2.249475439
1998-02-01,2.468710932
1998-03-01,2.498821861
1998-04-01,2.239774289
1998-05-01,2.215238683
1998-06-01,1.77601143
1998-07-01,1.615556267
1998-08-01,1.2329275
1998-09-01,1.179781018
1998-10-01,1.173517118
1998-11-01,1.465953801
1998-12-01,1.643975692
1999-01-01,1.8490637
1999-02-01,1.6522798
1999-03-01,1.7345373
1999-04-01,1.7782438
1999-05-01,1.6886318
1999-06-01,1.2482936
1999-07-01,1.5466692
1999-08-01,1.6479032
1999-09-01,1.8041094
1999-10-01,1.6533969
1999-11-01,2.2713553
1999-12-01,2.7660275
2000-01-01,2.8386738
2000-02-01,2.260401
2000-03-01,2.7415856
2000-04-01,2.0219989
2000-05-01,2.7986982
2000-06-01,2.320089
2000-07-01,3.0452762
2000-08-01,3.1804955
2000-09-01,2.5656534
2000-10-01,2.0907176
2000-11-01,1.5559953
2000-12-01,2.4057924
2001-01-01,2.8388076
2001-02-01,2.9557385
2001-03-01,2.4766211
2001-04-01,2.274212
2001-05-01,1.8779566
2001-06-01,2.7925617
2001-07-01,2.9043575
2001-08-01,3.5857998
2001-09-01,3.1169922
2001-10-01,3.1319273
2001-11-01,3.1211494
2001-12-01,2.6509235
2002-01-01,2.5977568
2002-02-01,2.1475564
2002-03-01,2.002675
2002-04-01,2.0673307
2002-05-01,2.4386535
2002-06-01,2.2791504
2002-07-01,2.5022751
2002-08-01,2.5237049
2002-09-01,2.5576826
2002-10-01,2.2908476
2002-11-01,2.0284061
2002-12-01,2.5439288
2003-01-01,2.4369082
2003-02-01,2.2674948
2003-03-01,1.8866999
2003-04-01,1.5306227
2003-05-01,1.3522426
2003-06-01,1.4829336
2003-07-01,2.118751
2003-08-01,2.1960427
2003-09-01,2.3640119
2003-10-01,2.0217401
2003-11-01,1.532442
2003-12-01,1.6813823
2004-01-01,2.111673
2004-02-01,3.1920563
2004-03-01,3.1703893
2004-04-01,2.538363
2004-05-01,1.5573141
2004-06-01,1.6338509
2004-07-01,1.4579511
2004-08-01,1.613282
2004-09-01,1.5477303
2004-10-01,2.278825
2004-11-01,2.741908
2004-12-01,2.4392154
2005-01-01,2.2351426
2005-02-01,2.0884512
2005-03-01,2.2123017
2005-04-01,2.4208126
2005-05-01,2.8173664
2005-06-01,2.1510647
2005-07-01,2.0072863
2005-08-01,1.2618093
2005-09-01,2.4192702
2005-10-01,2.283763
2005-11-01,3.185309
2005-12-01,2.8465205
2006-01-01,2.7066657
2006-02-01,2.3948522
2006-03-01,2.3138013
2006-04-01,2.6819316
2006-05-01,2.7800949
2006-06-01,2.8216431
2006-07-01,2.6794928
2006-08-01,2.3435672
2006-09-01,2.2385532
2006-10-01,2.0640769
2006-11-01,1.2699153
2006-12-01,0.86140924
2007-01-01,0.98300569
2007-02-01,2.1269574
2007-03-01,2.4845718
2007-04-01,2.2884571
2007-05-01,2.0706451
2007-06-01,1.9751459
2007-07-01,2.1224522
2007-08-01,1.778013
2007-09-01,2.1933298
2007-10-01,2.6538716
2007-11-01,3.2189556
2007-12-01,3.0851337
2008-01-01,3.2113893
2008-02-01,2.6897678
2008-03-01,3.2895408
2008-04-01,2.6469653
2008-05-01,3.4970474
2008-06-01,3.5448333
2008-07-01,4.280349
2008-08-01,4.2665616
2008-09-01,3.7787771
2008-10-01,2.7736571
2008-11-01,1.6272279
2008-12-01,0.99593275
2009-01-01,1.2382482
2009-02-01,1.7589722
2009-03-01,1.9647551
2009-04-01,1.6953269
2009-05-01,1.5011178
2009-06-01,1.7382773
2009-07-01,2.2021778
2009-08-01,2.249682
2009-09-01,2.5735517
2009-10-01,2.1960537
2009-11-01,2.0851117
2009-12-01,1.2878623
2010-01-01,1.3426848
2010-02-01,1.2349191
2010-03-01,1.5017875
2010-04-01,1.489278
2010-05-01,1.4688
2010-06-01,1.4098186
2010-07-01,1.2373764
2010-08-01,1.2995433
2010-09-01,1.0675969
2010-10-01,0.92931227
2010-11-01,1.2624385
2010-12-01,1.0183069
2011-01-01,1.6438775
2011-02-01,1.9329179
2011-03-01,2.4198371
2011-04-01,1.9589271
2011-05-01,1.3809584
2011-06-01,1.3286452
2011-07-01,1.6339304
2011-08-01,2.5729501
2011-09-01,2.6144102
2011-10-01,2.4167369
2011-11-01,1.641893
2011-12-01,2.3618896
2012-01-01,3.0042648
2012-02-01,2.6578831
2012-03-01,2.3062829
2012-04-01,1.5866453
2012-05-01,1.6627941
2012-06-01,1.7982797
2012-07-01,2.3862222
2012-08-01,2.8097721
2012-09-01,2.3774674
2012-10-01,1.7335258
2012-11-01,1.4601612
2012-12-01,1.5366352
2013-01-01,2.0290098
2013-02-01,2.1175413
2013-03-01,2.1059934
2013-04-01,0.57937261
2013-05-01,-0.12366664
2013-06-01,-0.34150627
2013-07-01,1.3354309
2013-08-01,2.3757737
2013-09-01,2.4758222
2013-10-01,1.6741457
2013-11-01,1.1607957
2013-12-01,0.7176225
2014-01-01,0.79363319
2014-02-01,0.75605692
2014-03-01,1.231369
2014-04-01,1.6508297
2014-05-01,1.867033
2014-06-01,1.8393888
2014-07-01,1.4320473
2014-08-01,0.88540764
2014-09-01,0.6527249
2014-10-01,0.92525773
2014-11-01,1.2347194
2014-12-01,1.0894654
2015-01-01,0.74761634
2015-02-01,0.48905029
2015-03-01,1.0290076
2015-04-01,1.8426584
2015-05-01,2.3656559
2015-06-01,2.127976
2015-07-01,1.4420657
2015-08-01,1.0568537
2015-09-01,1.4232119
2015-10-01,2.0832485
2015-11-01,2.7934232
2015-12-01,2.1891375
2016-01-01,1.4914188
2016-02-01,1.284069
2016-03-01,1.7398579
2016-04-01,2.4430015
2016-05-01,2.2030293
2016-06-01,2.0368397
2016-07-01,1.446879
2016-08-01,2.198029
2016-09-01,1.5896998
2016-10-01,0.95174537
2016-11-01,0.39994654
2016-12-01,1.104509
2017-01-01,2.316414
2017-02-01,2.496732
2017-03-01,0.9396181
2017-04-01,-0.3003686
2017-05-01,-1.047967
2017-06-01,0.3368665
2017-07-01,1.185068
2017-08-01,1.64378
2017-09-01,1.533903
2017-10-01,1.425503
2017-11-01,1.16941
2017-12-01,1.31309
2018-01-01,2.003308
2018-02-01,2.588881
2018-03-01,2.711557
2018-04-01,1.880028
2018-05-01,1.43343
2018-06-01,1.523697
2018-07-01,1.351896
2018-08-01,0.9596028
2018-09-01,1.021917
2018-10-01,1.076826
2018-11-01,1.598406
2018-12-01,1.623841
2019-01-01,2.039598
2019-02-01,1.893723
2019-03-01,1.743067
2019-04-01,1.34575
2019-05-01,1.364905
2019-06-01,1.304121
2019-07-01,1.680257
2019-08-01,2.76963
2019-09-01,2.53273
2019-10-01,3.430027
2019-11-01,2.967387
2019-12-01,3.175412
2020-01-01,2.45596
2020-02-01,2.10191
2020-03-01,1.194335
2020-04-01,-1.987198
2020-05-01,-3.239621
2020-06-01,-1.70228
2020-07-01,3.772165
2020-08-01,5.948705
2020-09-01,4.102505
2020-10-01,0.7223317
2020-11-01,0.7398788
2020-12-01,1.63258
2021-01-01,1.789304
2021-02-01,1.142403
2021-03-01,1.972298
2021-04-01,3.940362
2021-05-01,5.059536
2021-06-01,4.08152
2021-07-01,2.981702
2021-08-01,2.207046
2021-09-01,2.444484
2021-10-01,3.612438
2021-11-01,3.927583
2021-12-01,4.902278
2022-01-01,5.604083
2022-02-01,6.425063
2022-03-01,7.266645
2022-04-01,6.707668
2022-05-01,7.209706
2022-06-01,6.911659
2022-07-01,5.638395
2022-08-01,5.142516
2022-09-01,5.235482
2022-10-01,5.228159
2022-11-01,4.174937
2022-12-01,3.10557
2023-01-01,3.521165371
2023-02-01,3.962356567
2023-03-01,3.999619722
2023-04-01,3.57627821
2023-05-01,2.450712681
2023-06-01,1.432968736
2023-07-01,0.784942865
2023-08-01,1.811383367
2023-09-01,3.155474901
2023-10-01,4.069051743
2023-11-01,2.816587687
