"Date","CUURA316SA0"
1963-11-01,29.5
1963-12-01,NA
1964-01-01,NA
1964-02-01,29.4
1964-03-01,NA
1964-04-01,NA
1964-05-01,29.6
1964-06-01,NA
1964-07-01,NA
1964-08-01,29.5
1964-09-01,NA
1964-10-01,NA
1964-11-01,29.7
1964-12-01,NA
1965-01-01,NA
1965-02-01,29.5
1965-03-01,NA
1965-04-01,NA
1965-05-01,29.8
1965-06-01,NA
1965-07-01,NA
1965-08-01,30
1965-09-01,NA
1965-10-01,NA
1965-11-01,30.3
1965-12-01,NA
1966-01-01,NA
1966-02-01,30.5
1966-03-01,NA
1966-04-01,NA
1966-05-01,30.9
1966-06-01,NA
1966-07-01,NA
1966-08-01,31.1
1966-09-01,NA
1966-10-01,NA
1966-11-01,31.4
1966-12-01,NA
1967-01-01,NA
1967-02-01,31.6
1967-03-01,NA
1967-04-01,NA
1967-05-01,31.7
1967-06-01,NA
1967-07-01,NA
1967-08-01,32.1
1967-09-01,NA
1967-10-01,NA
1967-11-01,32.2
1967-12-01,NA
1968-01-01,NA
1968-02-01,32.5
1968-03-01,NA
1968-04-01,NA
1968-05-01,33.2
1968-06-01,NA
1968-07-01,NA
1968-08-01,33.5
1968-09-01,NA
1968-10-01,NA
1968-11-01,34
1968-12-01,NA
1969-01-01,NA
1969-02-01,34.4
1969-03-01,NA
1969-04-01,NA
1969-05-01,35.2
1969-06-01,NA
1969-07-01,NA
1969-08-01,35.7
1969-09-01,NA
1969-10-01,NA
1969-11-01,36.5
1969-12-01,NA
1970-01-01,NA
1970-02-01,37
1970-03-01,NA
1970-04-01,NA
1970-05-01,37.5
1970-06-01,NA
1970-07-01,NA
1970-08-01,37.8
1970-09-01,NA
1970-10-01,NA
1970-11-01,37.9
1970-12-01,NA
1971-01-01,NA
1971-02-01,38.2
1971-03-01,NA
1971-04-01,NA
1971-05-01,38.4
1971-06-01,NA
1971-07-01,NA
1971-08-01,39.1
1971-09-01,NA
1971-10-01,NA
1971-11-01,39
1971-12-01,NA
1972-01-01,NA
1972-02-01,39.4
1972-03-01,NA
1972-04-01,NA
1972-05-01,39.7
1972-06-01,NA
1972-07-01,NA
1972-08-01,40
1972-09-01,NA
1972-10-01,NA
1972-11-01,40.1
1972-12-01,NA
1973-01-01,NA
1973-02-01,40.7
1973-03-01,NA
1973-04-01,NA
1973-05-01,41.6
1973-06-01,NA
1973-07-01,NA
1973-08-01,42.6
1973-09-01,NA
1973-10-01,NA
