"Date","CUURA300SA0"
1977-12-01,61.9
1978-01-01,NA
1978-02-01,62.7
1978-03-01,NA
1978-04-01,63.6
1978-05-01,NA
1978-06-01,64.9
1978-07-01,NA
1978-08-01,65.9
1978-09-01,NA
1978-10-01,66.8
1978-11-01,NA
1978-12-01,67.6
1979-01-01,NA
1979-02-01,68.9
1979-03-01,NA
1979-04-01,70.3
1979-05-01,NA
1979-06-01,72.4
1979-07-01,NA
1979-08-01,73.5
1979-09-01,NA
1979-10-01,74.8
1979-11-01,NA
1979-12-01,76.3
1980-01-01,NA
1980-02-01,78.7
1980-03-01,NA
1980-04-01,81
1980-05-01,NA
1980-06-01,82.7
1980-07-01,NA
1980-08-01,83.5
1980-09-01,NA
1980-10-01,84.7
1980-11-01,NA
1980-12-01,86.1
1981-01-01,NA
1981-02-01,88
1981-03-01,NA
1981-04-01,89.3
1981-05-01,NA
1981-06-01,90.6
1981-07-01,NA
1981-08-01,91.8
1981-09-01,NA
1981-10-01,93.5
1981-11-01,NA
1981-12-01,94.2
1982-01-01,NA
1982-02-01,94.5
1982-03-01,NA
1982-04-01,94.7
1982-05-01,NA
1982-06-01,96.8
1982-07-01,NA
1982-08-01,97.2
1982-09-01,NA
1982-10-01,97.9
1982-11-01,NA
1982-12-01,97.6
1983-01-01,NA
1983-02-01,97.9
1983-03-01,NA
1983-04-01,98.6
1983-05-01,NA
1983-06-01,99.9
1983-07-01,NA
1983-08-01,100.6
1983-09-01,NA
1983-10-01,101.2
1983-11-01,NA
1983-12-01,101.3
1984-01-01,NA
1984-02-01,102.6
1984-03-01,NA
1984-04-01,103
1984-05-01,NA
1984-06-01,103.8
1984-07-01,NA
1984-08-01,104.5
1984-09-01,NA
1984-10-01,105.4
1984-11-01,NA
1984-12-01,105.5
1985-01-01,NA
1985-02-01,105.9
1985-03-01,NA
1985-04-01,106.8
1985-05-01,NA
1985-06-01,107.8
1985-07-01,NA
1985-08-01,108.3
1985-09-01,NA
1985-10-01,108.8
1985-11-01,NA
1985-12-01,109.3
1986-01-01,NA
1986-02-01,109.8
1986-03-01,NA
1986-04-01,108.7
1986-05-01,NA
1986-06-01,109.5
1986-07-01,NA
1986-08-01,109.5
1986-09-01,NA
1986-10-01,110
1986-11-01,NA
1986-12-01,110.2
1987-01-01,110.6
1987-02-01,111.2
1987-03-01,111.8
1987-04-01,112.4
1987-05-01,112.8
1987-06-01,113.1
1987-07-01,113.5
1987-08-01,114
1987-09-01,114.4
1987-10-01,114.8
1987-11-01,115.2
1987-12-01,114.9
1988-01-01,114.9
1988-02-01,115.2
1988-03-01,115.5
1988-04-01,116
1988-05-01,116.7
1988-06-01,117.2
