"Date","APU0000703512"
1991-01-01,3.041
1991-02-01,3.12
1991-03-01,3.215
1991-04-01,3.254
1991-05-01,3.145
1991-06-01,3.199
1991-07-01,3.116
1991-08-01,3.179
1991-09-01,3.157
1991-10-01,3.153
1991-11-01,3.212
1991-12-01,3.241
1992-01-01,3.173
1992-02-01,3.163
1992-03-01,3.083
1992-04-01,3.181
1992-05-01,3.137
1992-06-01,3.065
1992-07-01,3.095
1992-08-01,3.087
1992-09-01,3.123
1992-10-01,3.109
1992-11-01,3.08
1992-12-01,3.057
1993-01-01,3.168
1993-02-01,3.124
1993-03-01,3.162
1993-04-01,3.319
1993-05-01,3.29
1993-06-01,3.227
1993-07-01,3.12
1993-08-01,3.193
1993-09-01,3.136
1993-10-01,3.24
1993-11-01,3.146
1993-12-01,3.147
1994-01-01,3.2
1994-02-01,3.141
1994-03-01,3.16
1994-04-01,3.182
1994-05-01,3.234
1994-06-01,3.09
1994-07-01,3.153
1994-08-01,3.072
1994-09-01,3.08
1994-10-01,3.059
1994-11-01,3.097
1994-12-01,3.022
1995-01-01,3.124
1995-02-01,3.079
1995-03-01,3.152
1995-04-01,3.066
1995-05-01,3.047
1995-06-01,2.958
1995-07-01,2.908
1995-08-01,2.873
1995-09-01,2.973
1995-10-01,2.944
1995-11-01,2.976
1995-12-01,2.937
1996-01-01,3.003
1996-02-01,3.023
1996-03-01,2.982
1996-04-01,2.995
1996-05-01,2.988
1996-06-01,2.838
1996-07-01,2.868
1996-08-01,2.75
1996-09-01,2.939
1996-10-01,3.053
1996-11-01,3.009
1996-12-01,3.026
1997-01-01,2.978
1997-02-01,2.977
1997-03-01,2.977
1997-04-01,3.01
1997-05-01,2.945
1997-06-01,2.997
1997-07-01,2.954
1997-08-01,3.004
1997-09-01,2.977
1997-10-01,3.07
1997-11-01,3.035
1997-12-01,3.045
1998-01-01,2.88
1998-02-01,2.852
1998-03-01,2.94
1998-04-01,2.893
1998-05-01,2.859
1998-06-01,2.776
1998-07-01,2.892
1998-08-01,2.889
1998-09-01,2.879
1998-10-01,2.873
1998-11-01,2.881
1998-12-01,2.88
1999-01-01,2.809
1999-02-01,2.825
1999-03-01,2.834
1999-04-01,2.883
1999-05-01,2.829
1999-06-01,2.767
