"Date","CUSR0000SAF114"
1947-01-01,11.1
1947-02-01,11.4
1947-03-01,11.7
1947-04-01,12
1947-05-01,12.1
1947-06-01,11.8
1947-07-01,11.9
1947-08-01,11.9
1947-09-01,12.1
1947-10-01,12.2
1947-11-01,12.5
1947-12-01,12.6
1948-01-01,12.6
1948-02-01,12.7
1948-03-01,12.8
1948-04-01,13
1948-05-01,13.1
1948-06-01,13.3
1948-07-01,13.5
1948-08-01,13.4
1948-09-01,13.3
1948-10-01,13.2
1948-11-01,13.3
1948-12-01,13.3
1949-01-01,13.1
1949-02-01,13.1
1949-03-01,13.1
1949-04-01,13.2
1949-05-01,13.3
1949-06-01,13.5
1949-07-01,13.6
1949-08-01,13.6
1949-09-01,13.6
1949-10-01,13.7
1949-11-01,17
1949-12-01,18.7
1950-01-01,18.8
1950-02-01,19
1950-03-01,19.5
1950-04-01,19.4
1950-05-01,19.2
1950-06-01,19.3
1950-07-01,19.8
1950-08-01,20.9
1950-09-01,21.1
1950-10-01,21.4
1950-11-01,20.9
1950-12-01,21
1951-01-01,21.5
1951-02-01,21.6
1951-03-01,21.7
1951-04-01,21.8
1951-05-01,22.1
1951-06-01,22.3
1951-07-01,22.5
1951-08-01,22.4
1951-09-01,22.2
1951-10-01,22.1
1951-11-01,22.4
1951-12-01,22.3
1952-01-01,21.9
1952-02-01,22
1952-03-01,22.1
1952-04-01,22.1
1952-05-01,22.2
1952-06-01,22.4
1952-07-01,22.5
1952-08-01,22.4
1952-09-01,22.2
1952-10-01,22.1
1952-11-01,22.3
1952-12-01,22.3
1953-01-01,22
1953-02-01,22.1
1953-03-01,22.2
1953-04-01,22.7
1953-05-01,22.7
1953-06-01,22.7
1953-07-01,22.9
1953-08-01,23.1
1953-09-01,23.2
1953-10-01,23.3
1953-11-01,23.4
1953-12-01,23.5
1954-01-01,23.9
1954-02-01,24.8
1954-03-01,25.8
1954-04-01,27.3
1954-05-01,28.4
1954-06-01,29.1
1954-07-01,29.5
1954-08-01,29.6
1954-09-01,27.3
1954-10-01,27.1
1954-11-01,26.3
1954-12-01,26.3
1955-01-01,26.5
1955-02-01,25
1955-03-01,24.5
1955-04-01,24.2
1955-05-01,24.2
1955-06-01,23.6
1955-07-01,23.6
1955-08-01,23.6
1955-09-01,23.8
1955-10-01,24.1
1955-11-01,24.3
1955-12-01,24.1
1956-01-01,24
1956-02-01,24.1
1956-03-01,24.6
1956-04-01,24.6
1956-05-01,24.8
1956-06-01,25.1
1956-07-01,25.7
1956-08-01,25.8
1956-09-01,26.3
1956-10-01,26.4
1956-11-01,26.5
1956-12-01,26.4
1957-01-01,26.4
1957-02-01,26.4
1957-03-01,26.1
1957-04-01,25.7
1957-05-01,25.5
1957-06-01,25.5
1957-07-01,25.1
1957-08-01,25.1
1957-09-01,24.6
1957-10-01,24.1
1957-11-01,24
1957-12-01,24.1
1958-01-01,24.2
1958-02-01,24.2
1958-03-01,24
1958-04-01,23.9
1958-05-01,23.7
1958-06-01,23.7
1958-07-01,23.4
1958-08-01,23.3
1958-09-01,22.8
1958-10-01,22.7
1958-11-01,22.7
1958-12-01,22.5
1959-01-01,22.1
1959-02-01,21.6
1959-03-01,21.6
1959-04-01,21.5
1959-05-01,21.2
1959-06-01,21
1959-07-01,20.9
1959-08-01,21
1959-09-01,21
1959-10-01,21.1
1959-11-01,21.1
1959-12-01,21.1
1960-01-01,21.1
1960-02-01,21.1
1960-03-01,21.1
1960-04-01,21.1
1960-05-01,21.2
1960-06-01,21.2
1960-07-01,21.2
1960-08-01,21
1960-09-01,21
1960-10-01,21.1
1960-11-01,21.1
1960-12-01,21.1
1961-01-01,21.1
1961-02-01,21.3
1961-03-01,21.2
1961-04-01,21.2
1961-05-01,21.2
1961-06-01,21.2
1961-07-01,21.1
1961-08-01,21.1
1961-09-01,21.1
1961-10-01,21.1
1961-11-01,21
1961-12-01,20.9
1962-01-01,20.8
1962-02-01,20.8
1962-03-01,20.8
1962-04-01,20.8
1962-05-01,20.8
1962-06-01,20.7
1962-07-01,20.7
1962-08-01,20.8
1962-09-01,20.8
1962-10-01,20.9
1962-11-01,20.8
1962-12-01,20.7
1963-01-01,20.7
1963-02-01,20.8
1963-03-01,20.8
1963-04-01,20.7
1963-05-01,20.8
1963-06-01,20.9
1963-07-01,21.1
1963-08-01,21.3
1963-09-01,21.3
1963-10-01,21.4
1963-11-01,21.5
1963-12-01,21.5
1964-01-01,21.8
1964-02-01,22.3
1964-03-01,23.1
1964-04-01,23.6
1964-05-01,23.9
1964-06-01,24
1964-07-01,24.1
1964-08-01,24.1
1964-09-01,24.1
1964-10-01,24.1
1964-11-01,24.2
1964-12-01,24.1
1965-01-01,24.1
1965-02-01,24
1965-03-01,23.7
1965-04-01,23.4
1965-05-01,23.3
1965-06-01,23.3
1965-07-01,23.3
1965-08-01,23.3
1965-09-01,23.3
1965-10-01,23.3
1965-11-01,23.3
1965-12-01,23.2
1966-01-01,23.1
1966-02-01,23.1
1966-03-01,23.2
1966-04-01,23.3
1966-05-01,23.3
1966-06-01,23.4
1966-07-01,23.4
1966-08-01,23.4
1966-09-01,23.4
1966-10-01,23.3
1966-11-01,23.3
1966-12-01,23.3
1967-01-01,23.2
1967-02-01,23.3
1967-03-01,23.1
1967-04-01,23
1967-05-01,23
1967-06-01,23
1967-07-01,23
1967-08-01,23.1
1967-09-01,23.1
1967-10-01,23.1
1967-11-01,23.1
1967-12-01,23.1
1968-01-01,23.2
1968-02-01,23.3
1968-03-01,23.3
1968-04-01,23.4
1968-05-01,23.5
1968-06-01,23.5
1968-07-01,23.6
1968-08-01,23.7
1968-09-01,23.7
1968-10-01,23.8
1968-11-01,23.8
1968-12-01,23.9
1969-01-01,23.8
1969-02-01,23.8
1969-03-01,23.9
1969-04-01,23.9
1969-05-01,23.9
1969-06-01,24
1969-07-01,24
1969-08-01,24.1
1969-09-01,24.2
1969-10-01,24.3
1969-11-01,24.7
1969-12-01,25.1
1970-01-01,25.5
1970-02-01,25.8
1970-03-01,26.2
1970-04-01,26.5
1970-05-01,26.8
1970-06-01,27.1
1970-07-01,27.4
1970-08-01,27.6
1970-09-01,27.9
1970-10-01,28.1
1970-11-01,28.2
1970-12-01,28.2
1971-01-01,28.2
1971-02-01,28.2
1971-03-01,28.1
1971-04-01,28.1
1971-05-01,28.1
1971-06-01,28.1
1971-07-01,28.1
1971-08-01,28.1
1971-09-01,28
1971-10-01,28
1971-11-01,27.9
1971-12-01,27.9
1972-01-01,27.9
1972-02-01,27.9
1972-03-01,27.9
1972-04-01,27.9
1972-05-01,27.9
1972-06-01,27.7
1972-07-01,27.8
1972-08-01,27.8
1972-09-01,28.1
1972-10-01,28.3
1972-11-01,28.4
1972-12-01,28.5
1973-01-01,28.7
1973-02-01,29
1973-03-01,29.2
1973-04-01,29.3
1973-05-01,29.9
1973-06-01,30.2
1973-07-01,30.4
1973-08-01,30.4
1973-09-01,30.5
1973-10-01,30.7
1973-11-01,31
1973-12-01,31.4
1974-01-01,31.8
1974-02-01,32.2
1974-03-01,32.9
1974-04-01,33.6
1974-05-01,34.4
1974-06-01,35.3
1974-07-01,36.3
1974-08-01,37.6
1974-09-01,38.4
1974-10-01,39
1974-11-01,39.5
1974-12-01,40.1
1975-01-01,41
1975-02-01,41.2
1975-03-01,41.1
1975-04-01,40.8
1975-05-01,40.1
1975-06-01,39.8
1975-07-01,39.6
1975-08-01,40.2
1975-09-01,41
1975-10-01,42.6
1975-11-01,44
1975-12-01,44.6
1976-01-01,44.7
1976-02-01,44.5
1976-03-01,44.7
1976-04-01,45.3
1976-05-01,46.3
1976-06-01,47.5
1976-07-01,49.2
1976-08-01,51
1976-09-01,52.4
1976-10-01,53.6
1976-11-01,55.7
1976-12-01,58.2
1977-01-01,59.8
1977-02-01,63.2
1977-03-01,66.3
1977-04-01,72
1977-05-01,77.3
1977-06-01,80.2
1977-07-01,80
1977-08-01,79.5
1977-09-01,79.4
1977-10-01,79
1977-11-01,78.3
1977-12-01,78
1978-01-01,77.7
1978-02-01,77.9
1978-03-01,78.6
1978-04-01,79
1978-05-01,78.9
1978-06-01,78.9
1978-07-01,79.3
1978-08-01,78.6
1978-09-01,78.5
1978-10-01,78.5
1978-11-01,78.9
1978-12-01,79.3
1979-01-01,79.6
1979-02-01,79.8
1979-03-01,79.8
1979-04-01,80.1
1979-05-01,80.5
1979-06-01,80.9
1979-07-01,82.4
1979-08-01,83.7
1979-09-01,85
1979-10-01,85.7
1979-11-01,86.6
1979-12-01,87.4
1980-01-01,87.2
1980-02-01,88.2
1980-03-01,88.8
1980-04-01,89.7
1980-05-01,90.6
1980-06-01,91.4
1980-07-01,92.3
1980-08-01,93.3
1980-09-01,93.5
1980-10-01,93.3
1980-11-01,94
1980-12-01,94.4
1981-01-01,94.4
1981-02-01,94.4
1981-03-01,94.4
1981-04-01,95.1
1981-05-01,94.8
1981-06-01,95.2
1981-07-01,95.4
1981-08-01,95.7
1981-09-01,95.8
1981-10-01,95.7
1981-11-01,95.9
1981-12-01,96.2
1982-01-01,96.5
1982-02-01,97
1982-03-01,97.4
1982-04-01,96.9
1982-05-01,97.9
1982-06-01,97.9
1982-07-01,98.1
1982-08-01,98.3
1982-09-01,98.4
1982-10-01,98.8
1982-11-01,99.1
1982-12-01,99.1
1983-01-01,99.4
1983-02-01,99.1
1983-03-01,99.1
1983-04-01,98.9
1983-05-01,99.1
1983-06-01,99.4
1983-07-01,99.5
1983-08-01,100
1983-09-01,100.1
1983-10-01,100.8
1983-11-01,101.1
1983-12-01,101.3
1984-01-01,101.1
1984-02-01,101.1
1984-03-01,101.4
1984-04-01,101.5
1984-05-01,101.5
1984-06-01,102
1984-07-01,102.8
1984-08-01,102.6
1984-09-01,103.2
1984-10-01,103.3
1984-11-01,103.6
1984-12-01,103.6
1985-01-01,103.5
1985-02-01,103.4
1985-03-01,103.7
1985-04-01,103.9
1985-05-01,104.3
1985-06-01,104.2
1985-07-01,104.1
1985-08-01,104.5
1985-09-01,105.2
1985-10-01,105
1985-11-01,104.9
1985-12-01,104.9
1986-01-01,105.9
1986-02-01,110.9
1986-03-01,111.5
1986-04-01,111.6
1986-05-01,110.8
1986-06-01,110.9
1986-07-01,110.9
1986-08-01,110.9
1986-09-01,110.5
1986-10-01,110.4
1986-11-01,110.6
1986-12-01,110.1
1987-01-01,111.1
1987-02-01,109.9
1987-03-01,108.6
1987-04-01,107.5
