"Date","CUURA208SEHF01"
1979-06-01,78.1
1979-07-01,78.4
1979-08-01,80.8
1979-09-01,78.2
1979-10-01,81
1979-11-01,72
1979-12-01,73.8
1980-01-01,68.7
1980-02-01,71.4
1980-03-01,79.4
1980-04-01,75.9
1980-05-01,79
1980-06-01,92.2
1980-07-01,91.5
1980-08-01,88.1
1980-09-01,85.3
1980-10-01,89.9
1980-11-01,83.2
1980-12-01,87.1
1981-01-01,83.2
1981-02-01,87.9
1981-03-01,84.1
1981-04-01,84
1981-05-01,78.5
1981-06-01,92.6
1981-07-01,94.4
1981-08-01,109.2
1981-09-01,106.8
1981-10-01,105.2
1981-11-01,85.5
1981-12-01,81.2
1982-01-01,82.8
1982-02-01,84
1982-03-01,90.1
1982-04-01,83.5
1982-05-01,93.2
1982-06-01,103.2
1982-07-01,112.1
1982-08-01,112
1982-09-01,105.9
1982-10-01,103.7
1982-11-01,87.8
1982-12-01,93.4
1983-01-01,93.4
1983-02-01,93.4
1983-03-01,93.4
1983-04-01,94.1
1983-05-01,94.1
1983-06-01,112
1983-07-01,112
1983-08-01,111.6
1983-09-01,112
1983-10-01,109.8
1983-11-01,86.6
1983-12-01,86.6
1984-01-01,92.7
1984-02-01,94
1984-03-01,94
1984-04-01,94
1984-05-01,95.7
1984-06-01,113.7
1984-07-01,113.6
1984-08-01,121.7
1984-09-01,117
1984-10-01,120.5
1984-11-01,96.9
1984-12-01,95.5
1985-01-01,107.8
1985-02-01,107.8
1985-03-01,107.8
1985-04-01,107.8
1985-05-01,107.8
1985-06-01,125.6
1985-07-01,116.3
1985-08-01,126.8
1985-09-01,122.5
1985-10-01,120.3
1985-11-01,114.5
1985-12-01,113.1
1986-01-01,121
1986-02-01,121
1986-03-01,122.9
1986-04-01,122.9
1986-05-01,122.9
1986-06-01,126.3
1986-07-01,125
1986-08-01,123.7
1986-09-01,121.6
1986-10-01,115.5
1986-11-01,112.2
1986-12-01,112.2
1987-01-01,117.5
1987-02-01,117.7
1987-03-01,116.1
1987-04-01,113.4
1987-05-01,113.4
1987-06-01,118.9
1987-07-01,118.9
1987-08-01,119.8
1987-09-01,116.5
1987-10-01,116.9
1987-11-01,107.1
1987-12-01,105.7
1988-01-01,110.7
1988-02-01,116.3
1988-03-01,116.3
1988-04-01,116.3
1988-05-01,116.6
1988-06-01,122.3
1988-07-01,122.2
1988-08-01,122.4
1988-09-01,122.3
1988-10-01,122.4
1988-11-01,116.6
1988-12-01,116.6
1989-01-01,121.8
1989-02-01,120.7
1989-03-01,121.8
1989-04-01,121.8
1989-05-01,121.8
1989-06-01,127.6
1989-07-01,127.4
1989-08-01,126.7
1989-09-01,127.4
1989-10-01,126.9
1989-11-01,121.7
1989-12-01,128
1990-01-01,125.9
1990-02-01,125.9
1990-03-01,125.6
1990-04-01,126.1
1990-05-01,126
1990-06-01,131.9
1990-07-01,131.9
1990-08-01,131.8
1990-09-01,131.8
1990-10-01,131.8
1990-11-01,125.5
1990-12-01,125.6
1991-01-01,130.3
1991-02-01,130.3
1991-03-01,125.2
1991-04-01,130.2
1991-05-01,130.1
1991-06-01,135.8
1991-07-01,136.2
1991-08-01,136.2
1991-09-01,136.2
1991-10-01,136.2
1991-11-01,130
1991-12-01,130.2
1992-01-01,134.5
1992-02-01,134.4
1992-03-01,134.4
1992-04-01,134.4
1992-05-01,134.4
1992-06-01,140.8
1992-07-01,140.8
1992-08-01,140.8
1992-09-01,140.7
1992-10-01,140.8
1992-11-01,134.3
1992-12-01,134.3
1993-01-01,128.9
1993-02-01,128.9
1993-03-01,128.9
1993-04-01,128.9
1993-05-01,128.9
1993-06-01,135.1
1993-07-01,135.2
1993-08-01,135.2
1993-09-01,135.2
1993-10-01,135.2
1993-11-01,128.8
1993-12-01,128.8
1994-01-01,128
1994-02-01,128.1
1994-03-01,128.1
1994-04-01,128.1
1994-05-01,128.6
1994-06-01,134.9
1994-07-01,134.9
1994-08-01,134.9
1994-09-01,134.9
1994-10-01,133
1994-11-01,128.6
1994-12-01,128.6
1995-01-01,128.4
1995-02-01,128.4
1995-03-01,126.7
1995-04-01,126.3
1995-05-01,126.3
1995-06-01,133.6
1995-07-01,133.6
1995-08-01,133.7
1995-09-01,133.7
1995-10-01,133.7
1995-11-01,132.8
1995-12-01,132.8
1996-01-01,129.8
1996-02-01,133.1
1996-03-01,133.1
1996-04-01,133.1
1996-05-01,133.1
1996-06-01,134.1
1996-07-01,134.1
1996-08-01,134.1
1996-09-01,133.8
1996-10-01,133.8
1996-11-01,128.6
1996-12-01,128.6
1997-01-01,130.5
1997-02-01,130.5
1997-03-01,130.5
1997-04-01,130.5
1997-05-01,130.5
1997-06-01,131.5
1997-07-01,131.5
1997-08-01,131.5
1997-09-01,131.5
1997-10-01,131.5
1997-11-01,130.5
1997-12-01,130.5
1998-01-01,129.6
1998-02-01,129.6
1998-03-01,129.6
1998-04-01,120.6
1998-05-01,129.4
1998-06-01,131.4
1998-07-01,131.4
1998-08-01,131.4
1998-09-01,131.4
1998-10-01,130.4
1998-11-01,129.4
1998-12-01,129.4
1999-01-01,130.1
1999-02-01,130.1
1999-03-01,130.1
1999-04-01,130.1
1999-05-01,130
1999-06-01,124.8
1999-07-01,133.5
1999-08-01,133.5
1999-09-01,133.5
1999-10-01,132
1999-11-01,131.1
1999-12-01,131.5
2000-01-01,132
2000-02-01,132
2000-03-01,132
2000-04-01,132
2000-05-01,132
2000-06-01,127.3
2000-07-01,127.3
2000-08-01,127.3
2000-09-01,127.3
2000-10-01,126.3
2000-11-01,125.4
2000-12-01,125.4
2001-01-01,125.4
2001-02-01,125.4
2001-03-01,125.4
2001-04-01,125.4
2001-05-01,125.4
2001-06-01,131.4
2001-07-01,131.4
2001-08-01,131.4
2001-09-01,131.4
2001-10-01,130.3
2001-11-01,125.4
2001-12-01,125.4
2002-01-01,125.4
2002-02-01,125.4
2002-03-01,125.4
2002-04-01,125.4
2002-05-01,125.4
2002-06-01,131.4
2002-07-01,131.4
2002-08-01,131.4
2002-09-01,131.4
2002-10-01,130.3
2002-11-01,125.4
2002-12-01,125.4
2003-01-01,125.4
2003-02-01,125.4
2003-03-01,125.4
2003-04-01,125.4
2003-05-01,125.4
2003-06-01,126.6
2003-07-01,131.4
2003-08-01,131.4
2003-09-01,131.4
2003-10-01,130.3
2003-11-01,125.4
2003-12-01,125.4
2004-01-01,125.4
2004-02-01,125.4
2004-03-01,125.4
2004-04-01,125.4
2004-05-01,125.4
2004-06-01,131.6
2004-07-01,131.6
2004-08-01,131.6
2004-09-01,131.6
2004-10-01,130.5
2004-11-01,125.6
2004-12-01,125.6
2005-01-01,125.6
2005-02-01,125.6
2005-03-01,125.5
2005-04-01,125.5
2005-05-01,125.5
2005-06-01,131.5
2005-07-01,131.5
2005-08-01,131.5
2005-09-01,131.5
2005-10-01,130.2
2005-11-01,125.3
2005-12-01,125.4
2006-01-01,140
2006-02-01,142
2006-03-01,142.3
2006-04-01,151.6
2006-05-01,151.7
2006-06-01,156.1
2006-07-01,157.4
2006-08-01,157.4
2006-09-01,156.7
2006-10-01,152.2
2006-11-01,152.2
2006-12-01,148.9
2007-01-01,153.344
2007-02-01,153.344
2007-03-01,152.982
2007-04-01,152.982
2007-05-01,153.067
2007-06-01,157.069
2007-07-01,155.505
2007-08-01,155.505
2007-09-01,155.505
2007-10-01,154.392
2007-11-01,154.392
2007-12-01,153.757
2008-01-01,154.983
2008-02-01,155.091
2008-03-01,155.236
2008-04-01,156.396
2008-05-01,147.235
2008-06-01,160.828
2008-07-01,161.668
2008-08-01,164.394
2008-09-01,163.963
2008-10-01,162.202
2008-11-01,159.119
2008-12-01,167.14
2009-01-01,169.889
2009-02-01,169.84
2009-03-01,171.711
2009-04-01,171.435
2009-05-01,171.242
2009-06-01,178.88
2009-07-01,178.907
2009-08-01,183.178
2009-09-01,188.936
2009-10-01,186.734
2009-11-01,183.174
2009-12-01,182.581
2010-01-01,182.25
2010-02-01,168.698
2010-03-01,180.79
2010-04-01,184.125
2010-05-01,183.218
2010-06-01,191.967
2010-07-01,192.707
2010-08-01,185.5
2010-09-01,184.065
2010-10-01,184.004
2010-11-01,187.582
2010-12-01,187.57
2011-01-01,163.071
2011-02-01,153.831
2011-03-01,187.989
2011-04-01,190.47
2011-05-01,195.644
2011-06-01,199.704
2011-07-01,199.513
2011-08-01,199.658
2011-09-01,199.793
2011-10-01,199.038
2011-11-01,203.667
2011-12-01,204.346
2012-01-01,219.545
2012-02-01,214.243
2012-03-01,214.953
2012-04-01,214.936
2012-05-01,216.201
2012-06-01,193.744
2012-07-01,219.084
2012-08-01,216.17
2012-09-01,216.492
2012-10-01,219.804
2012-11-01,215.775
2012-12-01,215.798
2013-01-01,212.245
2013-02-01,212.273
2013-03-01,216.752
2013-04-01,219.206
2013-05-01,226.801
2013-06-01,232.281
2013-07-01,218.58
2013-08-01,218.164
2013-09-01,220.54
2013-10-01,226.232
2013-11-01,220.986
2013-12-01,220.851
2014-01-01,207.38
2014-02-01,207.384
2014-03-01,207.581
2014-04-01,207.581
2014-05-01,207.581
2014-06-01,214.156
2014-07-01,214.63
2014-08-01,214.552
2014-09-01,214.512
2014-10-01,212.592
2014-11-01,208.568
2014-12-01,208.526
2015-01-01,200.016
2015-02-01,199.794
2015-03-01,199.754
2015-04-01,199.769
2015-05-01,199.724
2015-06-01,206.297
2015-07-01,224.792
2015-08-01,224.712
2015-09-01,213.618
2015-10-01,222.378
2015-11-01,218.476
2015-12-01,220.038
2016-01-01,217.723
2016-02-01,220.619
2016-03-01,217.477
2016-04-01,216.601
2016-05-01,217.064
2016-06-01,225.408
2016-07-01,223.606
2016-08-01,234.403
2016-09-01,234.819
2016-10-01,235.917
2016-11-01,231.22
2016-12-01,230.845
2017-01-01,231.723
2017-02-01,224.577
2017-03-01,224.401
2017-04-01,224.262
2017-05-01,224.3
2017-06-01,227.531
2017-07-01,227.481
2017-08-01,227.297
2017-09-01,224.383
2017-10-01,214.499
2017-11-01,217.39
2017-12-01,216.782
2018-01-01,228.084
2018-02-01,227.946
2018-03-01,228.029
2018-04-01,229.089
2018-05-01,223.503
2018-06-01,232.895
2018-07-01,232.873
2018-08-01,225.557
2018-09-01,225.375
2018-10-01,226.898
2018-11-01,218.032
2018-12-01,220.413
2019-01-01,212.707
2019-02-01,212.655
2019-03-01,212.611
2019-04-01,212.571
2019-05-01,219.185
2019-06-01,228.876
2019-07-01,250.906
2019-08-01,249.488
2019-09-01,250.178
2019-10-01,248.008
2019-11-01,248.364
2019-12-01,238.532
2020-01-01,236.765
2020-02-01,237.626
2020-03-01,238.367
2020-04-01,238.302
2020-05-01,248.811
2020-06-01,254.184
2020-07-01,254.103
2020-08-01,253.963
2020-09-01,260.64
2020-10-01,262.055
2020-11-01,250.648
2020-12-01,250.51
2021-01-01,252.955
2021-02-01,252.955
2021-03-01,252.953
2021-04-01,252.953
2021-05-01,253.375
2021-06-01,265.444
2021-07-01,265.724
2021-08-01,264.587
2021-09-01,264.505
2021-10-01,267.168
2021-11-01,255.863
2021-12-01,255.863
2022-01-01,257.764
2022-02-01,258.254
2022-03-01,258.281
2022-04-01,260.568
2022-05-01,260.568
2022-06-01,274.16
2022-07-01,274.16
2022-08-01,271.933
2022-09-01,272.119
2022-10-01,271.926
2022-11-01,260.625
2022-12-01,260.624
2023-01-01,264.26
2023-02-01,264.32
2023-03-01,278.052
2023-04-01,277.927
2023-05-01,277.633
2023-06-01,291.854
2023-07-01,291.927
2023-08-01,292.975
2023-09-01,295.031
2023-10-01,293.128
2023-11-01,282.349
