"Date","APU0000706212"
1980-01-01,1.06
1980-02-01,1.024
1980-03-01,0.985
1980-04-01,0.967
1980-05-01,0.985
1980-06-01,1.005
1980-07-01,1.067
1980-08-01,1.127
1980-09-01,1.164
1980-10-01,1.145
1980-11-01,1.13
1980-12-01,1.141
1981-01-01,1.15
1981-02-01,1.147
1981-03-01,1.128
1981-04-01,1.046
1981-05-01,1.105
1981-06-01,1.101
1981-07-01,1.156
1981-08-01,1.137
1981-09-01,1.124
1981-10-01,1.126
1981-11-01,1.109
1981-12-01,1.099
1982-01-01,1.112
1982-02-01,1.099
1982-03-01,1.062
1982-04-01,1.029
1982-05-01,1.074
1982-06-01,1.072
1982-07-01,1.102
1982-08-01,1.082
1982-09-01,1.062
1982-10-01,1.061
1982-11-01,1.034
1982-12-01,1.042
1983-01-01,1.021
1983-02-01,1.042
1983-03-01,1.052
1983-04-01,1.048
1983-05-01,1.069
1983-06-01,1.02
1983-07-01,1.067
1983-08-01,1.046
1983-09-01,1.05
1983-10-01,1.017
1983-11-01,1.006
1983-12-01,1.075
1984-01-01,1.178
1984-02-01,1.259
1984-03-01,1.236
1984-04-01,1.191
1984-05-01,1.155
1984-06-01,1.169
1984-07-01,1.173
1984-08-01,1.109
1984-09-01,1.137
1984-10-01,1.092
1984-11-01,1.065
1984-12-01,1.084
1985-01-01,1.131
1985-02-01,1.09
1985-03-01,1.079
1985-04-01,1.048
1985-05-01,1.065
1985-06-01,1.066
1985-07-01,1.094
1985-08-01,1.061
1985-09-01,1.06
1985-10-01,1.031
1985-11-01,1.051
1985-12-01,1.142
1986-01-01,1.115
1986-02-01,1.089
1986-03-01,1.037
1986-04-01,1.067
1986-05-01,1.061
1986-06-01,1.108
1986-07-01,1.194
1986-08-01,1.32
1986-09-01,1.271
1986-10-01,1.221
1986-11-01,1.268
1986-12-01,1.251
1987-01-01,NA
1987-02-01,1.138
1987-03-01,1.124
1987-04-01,1.119
1987-05-01,1.078
1987-06-01,1.062
1987-07-01,1.053
1987-08-01,1.098
1987-09-01,1.085
1987-10-01,1.07
1987-11-01,1.054
1987-12-01,1.05
1988-01-01,1.029
1988-02-01,0.995
1988-03-01,1.02
1988-04-01,1.026
1988-05-01,1.052
1988-06-01,1.142
1988-07-01,1.271
1988-08-01,1.297
1988-09-01,1.256
1988-10-01,1.237
1988-11-01,1.199
1988-12-01,1.168
1989-01-01,1.176
1989-02-01,1.175
1989-03-01,1.17
1989-04-01,1.196
1989-05-01,1.257
1989-06-01,1.301
1989-07-01,1.268
1989-08-01,1.254
1989-09-01,1.182
1989-10-01,1.208
1989-11-01,1.143
1989-12-01,1.141
1990-01-01,1.125
1990-02-01,1.168
1990-03-01,1.223
1990-04-01,1.159
1990-05-01,1.182
1990-06-01,1.23
1990-07-01,1.233
1990-08-01,1.232
1990-09-01,1.225
1990-10-01,1.201
1990-11-01,1.155
1990-12-01,1.165
1991-01-01,1.195
1991-02-01,1.182
1991-03-01,1.159
1991-04-01,1.152
1991-05-01,1.154
1991-06-01,1.157
1991-07-01,1.164
1991-08-01,1.163
1991-09-01,1.136
1991-10-01,1.12
1991-11-01,1.131
1991-12-01,1.141
1992-01-01,1.147
1992-02-01,1.092
1992-03-01,1.066
1992-04-01,1.113
1992-05-01,1.104
1992-06-01,1.131
1992-07-01,1.147
1992-08-01,1.144
1992-09-01,1.116
1992-10-01,1.112
1992-11-01,1.125
1992-12-01,1.139
1993-01-01,1.095
1993-02-01,1.084
1993-03-01,1.099
1993-04-01,1.127
1993-05-01,1.147
1993-06-01,1.1
1993-07-01,1.106
1993-08-01,1.069
1993-09-01,1.094
1993-10-01,1.116
1993-11-01,1.077
1993-12-01,1.13
1994-01-01,1.117
1994-02-01,1.114
1994-03-01,1.087
