"Date","CUURA422SEHC01"
2008-02-01,289.688
2008-03-01,290.741
2008-04-01,291.593
2008-05-01,292.401
2008-06-01,293.391
2008-07-01,294.244
2008-08-01,295.21
2008-09-01,296.577
2008-10-01,297.086
2008-11-01,297.934
2008-12-01,298.365
2009-01-01,298.861
2009-02-01,299.517
2009-03-01,300.092
2009-04-01,300.693
2009-05-01,300.477
2009-06-01,300.767
2009-07-01,300.882
2009-08-01,300.951
2009-09-01,300.312
2009-10-01,299.637
2009-11-01,299.03
2009-12-01,299.498
2010-01-01,298.838
2010-02-01,298.869
2010-03-01,298.67
2010-04-01,298.741
2010-05-01,299.428
2010-06-01,298.689
2010-07-01,300.044
2010-08-01,300.223
2010-09-01,300.036
2010-10-01,300.466
2010-11-01,300.534
2010-12-01,300.373
2011-01-01,300.565
2011-02-01,300.43
2011-03-01,300.724
2011-04-01,301.599
2011-05-01,302.146
2011-06-01,302.809
2011-07-01,303.446
2011-08-01,304.243
2011-09-01,304.914
2011-10-01,305.547
2011-11-01,306.474
2011-12-01,307.245
2012-01-01,307.882
2012-02-01,308.312
2012-03-01,308.895
2012-04-01,309.486
2012-05-01,310.05
2012-06-01,310.814
2012-07-01,311.899
2012-08-01,313.31
2012-09-01,314.381
2012-10-01,315.305
2012-11-01,316.121
2012-12-01,316.307
2013-01-01,317.251
2013-02-01,318.164
2013-03-01,319.797
2013-04-01,319.916
2013-05-01,321.147
2013-06-01,322.214
2013-07-01,322.837
2013-08-01,324.418
2013-09-01,325.323
2013-10-01,326.836
2013-11-01,327.361
2013-12-01,328.278
2014-01-01,329.84
2014-02-01,331.433
2014-03-01,332.468
2014-04-01,333.826
2014-05-01,335.308
2014-06-01,336.933
2014-07-01,338.435
2014-08-01,339.576
2014-09-01,340.644
2014-10-01,342.58
2014-11-01,344.211
2014-12-01,345.085
2015-01-01,346.648
2015-02-01,347.638
2015-03-01,349.081
2015-04-01,350.796
2015-05-01,352.381
2015-06-01,353.99
2015-07-01,356.348
2015-08-01,357.428
2015-09-01,359.814
2015-10-01,361.244
2015-11-01,363.508
2015-12-01,365.738
2016-01-01,367.373
2016-02-01,368.833
2016-03-01,369.48
2016-04-01,372.622
2016-05-01,374.784
2016-06-01,376.937
2016-07-01,378.764
2016-08-01,382.265
2016-09-01,384.282
2016-10-01,386.01
2016-11-01,388.5
2016-12-01,391.31
2017-01-01,393.808
2017-02-01,394.419
2017-03-01,395.478
2017-04-01,396.982
2017-05-01,397.725
2017-06-01,398.762
2017-07-01,399.924
2017-08-01,401.482
2017-09-01,401.668
2017-10-01,404.636
2017-11-01,405.489
2017-12-01,407.106
2018-01-01,408.222
2018-02-01,408.86
2018-03-01,409.935
2018-04-01,409.806
2018-05-01,410.596
2018-06-01,413.614
2018-07-01,414.594
2018-08-01,416.564
2018-09-01,416.599
2018-10-01,417.507
2018-11-01,418.773
2018-12-01,419.577
2019-01-01,420.8
2019-02-01,421.095
2019-03-01,422.749
2019-04-01,424.098
2019-05-01,424.539
2019-06-01,425.284
2019-07-01,425.957
2019-08-01,426.454
2019-09-01,427.648
2019-10-01,429.514
2019-11-01,430.686
2019-12-01,431.525
2020-01-01,432.813
2020-02-01,435.428
2020-03-01,436.202
2020-04-01,433.239
2020-05-01,434.317
2020-06-01,434.761
2020-07-01,435.824
2020-08-01,435.842
2020-09-01,436.403
2020-10-01,439.287
2020-11-01,439.32
2020-12-01,439.175
2021-01-01,438.277
2021-02-01,439.058
2021-03-01,438.879
2021-04-01,438.336
2021-05-01,438.262
2021-06-01,438.123
2021-07-01,439.954
2021-08-01,440.015
2021-09-01,439.777
2021-10-01,442.741
2021-11-01,442.915
2021-12-01,443.052
2022-01-01,444.237
2022-02-01,444.617
2022-03-01,444.852
2022-04-01,444.585
2022-05-01,445.36
2022-06-01,446.961
2022-07-01,448.998
2022-08-01,449.725
2022-09-01,451.708
2022-10-01,453.373
2022-11-01,455.571
2022-12-01,457.867
2023-01-01,462.232
2023-02-01,466.191
2023-03-01,469.749
2023-04-01,470.284
2023-05-01,469.739
2023-06-01,470.221
2023-07-01,469.519
2023-08-01,467.028
2023-09-01,467.004
2023-10-01,468.81
2023-11-01,472.042
