"Date","CUURA422SEHC01"
1982-12-01,100
1983-01-01,NA
1983-02-01,105.1
1983-03-01,NA
1983-04-01,105.4
1983-05-01,NA
1983-06-01,105.9
1983-07-01,NA
1983-08-01,109
1983-09-01,NA
1983-10-01,109.2
1983-11-01,NA
1983-12-01,110.1
1984-01-01,NA
1984-02-01,111
1984-03-01,NA
1984-04-01,112.8
1984-05-01,NA
1984-06-01,113.5
1984-07-01,NA
1984-08-01,116.8
1984-09-01,NA
1984-10-01,118.8
1984-11-01,NA
1984-12-01,119.1
1985-01-01,NA
1985-02-01,120.2
1985-03-01,NA
1985-04-01,121.9
1985-05-01,NA
1985-06-01,122.2
1985-07-01,NA
1985-08-01,124.7
1985-09-01,NA
1985-10-01,125.5
1985-11-01,NA
1985-12-01,128.7
1986-01-01,NA
1986-02-01,133.1
1986-03-01,NA
1986-04-01,132.3
1986-05-01,NA
1986-06-01,132.9
1986-07-01,NA
1986-08-01,136
1986-09-01,NA
1986-10-01,140.3
1986-11-01,NA
1986-12-01,136.6
1987-01-01,136.7
1987-02-01,138.5
1987-03-01,137.8
1987-04-01,140.4
1987-05-01,141.5
1987-06-01,140.2
1987-07-01,139.6
1987-08-01,140.9
1987-09-01,141
1987-10-01,142.9
1987-11-01,143.2
1987-12-01,143.4
1988-01-01,143.8
1988-02-01,143.6
1988-03-01,143.5
1988-04-01,143.8
1988-05-01,145.1
1988-06-01,145.5
1988-07-01,146.7
1988-08-01,147.3
1988-09-01,148.6
1988-10-01,149.2
1988-11-01,150.3
1988-12-01,151.5
1989-01-01,152
1989-02-01,151.7
1989-03-01,153.1
1989-04-01,152
1989-05-01,152.7
1989-06-01,153
1989-07-01,152.2
1989-08-01,153.2
1989-09-01,155.7
1989-10-01,156
1989-11-01,155.6
1989-12-01,156.6
1990-01-01,157.2
1990-02-01,156.9
1990-03-01,157.7
1990-04-01,159.4
1990-05-01,158.7
1990-06-01,160.2
1990-07-01,160.6
1990-08-01,160.7
1990-09-01,161.1
1990-10-01,161.2
1990-11-01,163.6
1990-12-01,164.1
1991-01-01,165.2
1991-02-01,164.9
1991-03-01,164.7
1991-04-01,163.9
1991-05-01,163.8
1991-06-01,165.2
1991-07-01,167
1991-08-01,167.6
1991-09-01,169.7
1991-10-01,168.7
1991-11-01,168.5
1991-12-01,168
1992-01-01,168.2
1992-02-01,168.7
1992-03-01,170.8
1992-04-01,169.5
1992-05-01,169.7
1992-06-01,168.9
1992-07-01,169.5
1992-08-01,169.7
1992-09-01,172.1
1992-10-01,173.3
1992-11-01,173.7
1992-12-01,174.3
1993-01-01,173.7
1993-02-01,173.4
1993-03-01,173.1
1993-04-01,175.5
1993-05-01,176.8
1993-06-01,174.9
1993-07-01,174.5
1993-08-01,174.9
1993-09-01,176.2
1993-10-01,175.6
1993-11-01,177.1
1993-12-01,177.5
1994-01-01,176.8
1994-02-01,177.1
1994-03-01,178.1
1994-04-01,177.1
1994-05-01,178.2
1994-06-01,179
1994-07-01,180.1
1994-08-01,180.1
1994-09-01,179.7
1994-10-01,179.2
1994-11-01,179.1
1994-12-01,179.8
1995-01-01,179.8
1995-02-01,180.4
1995-03-01,181.1
1995-04-01,181.3
1995-05-01,181.1
1995-06-01,181.5
1995-07-01,181.5
1995-08-01,181.8
1995-09-01,182.1
1995-10-01,182.7
1995-11-01,183.6
1995-12-01,183.8
1996-01-01,184
1996-02-01,184.4
1996-03-01,184.7
1996-04-01,184.8
1996-05-01,185.3
1996-06-01,186.2
1996-07-01,187.2
1996-08-01,187.6
1996-09-01,187.5
1996-10-01,188.2
1996-11-01,188.9
1996-12-01,189.4
1997-01-01,190.6
1997-02-01,191
1997-03-01,192.8
1997-04-01,193.6
1997-05-01,194.6
1997-06-01,195.5
1997-07-01,196.8
1997-08-01,198.8
1997-09-01,200.3
1997-10-01,201.5
1997-11-01,202.5
1997-12-01,203.6
1998-01-01,204
1998-02-01,204.5
1998-03-01,205.7
1998-04-01,207.4
1998-05-01,208.9
1998-06-01,210.2
1998-07-01,211.6
1998-08-01,212.7
1998-09-01,214.1
1998-10-01,215.4
1998-11-01,216.6
1998-12-01,217.8
1999-01-01,219.9
1999-02-01,220.9
1999-03-01,221.6
1999-04-01,222.3
1999-05-01,223.3
1999-06-01,223.9
1999-07-01,224.4
1999-08-01,225.2
1999-09-01,226.6
1999-10-01,228.4
1999-11-01,229.7
1999-12-01,229.9
2000-01-01,231.1
2000-02-01,232.5
2000-03-01,233.2
2000-04-01,233.7
2000-05-01,234.1
2000-06-01,235.4
2000-07-01,237.4
2000-08-01,238.9
2000-09-01,240.4
2000-10-01,242.7
2000-11-01,245.5
2000-12-01,247.8
2001-01-01,249.6
2001-02-01,252.6
2001-03-01,254.8
2001-04-01,257
2001-05-01,259.6
2001-06-01,262.3
2001-07-01,264.8
2001-08-01,266.3
2001-09-01,267.6
2001-10-01,269.2
2001-11-01,269.8
2001-12-01,271
2002-01-01,271.6
2002-02-01,272.5
2002-03-01,272.6
2002-04-01,273.3
2002-05-01,273.7
2002-06-01,273.9
2002-07-01,274.2
2002-08-01,274
2002-09-01,274
2002-10-01,273.5
2002-11-01,273.1
2002-12-01,273.5
2003-01-01,273.8
2003-02-01,273.7
2003-03-01,273
2003-04-01,273.4
2003-05-01,273
2003-06-01,272.7
2003-07-01,273.4
2003-08-01,273.9
2003-09-01,273.4
2003-10-01,273.2
2003-11-01,273.7
2003-12-01,273.7
2004-01-01,272.9
2004-02-01,272.7
2004-03-01,272
2004-04-01,271.5
2004-05-01,271.7
2004-06-01,271.3
2004-07-01,271.3
2004-08-01,271.4
2004-09-01,271.3
2004-10-01,271.7
2004-11-01,272.1
2004-12-01,272.4
2005-01-01,272.2
2005-02-01,272.1
2005-03-01,271.9
2005-04-01,271.6
2005-05-01,271.9
2005-06-01,271.5
2005-07-01,271.7
2005-08-01,271.7
2005-09-01,272.1
2005-10-01,273
2005-11-01,273
2005-12-01,275.3
2006-01-01,275.2
2006-02-01,275.8
2006-03-01,277.1
2006-04-01,276.9
2006-05-01,277.9
2006-06-01,276.6
2006-07-01,277.6
2006-08-01,278.1
2006-09-01,278.5
2006-10-01,279.6
2006-11-01,280.2
2006-12-01,280.9
2007-01-01,282.422
2007-02-01,283.417
2007-03-01,283.704
2007-04-01,284.378
2007-05-01,284.862
2007-06-01,285.13
2007-07-01,285.95
2007-08-01,286.548
2007-09-01,287.448
2007-10-01,288.25
2007-11-01,288.716
2007-12-01,289.109
2008-01-01,289.203
