"Date","FLEXCPIM158SFRBATL"
1967-01-01,1.10790634
1967-02-01,2.103205944
1967-03-01,-0.959236687
1967-04-01,-0.168829219
1967-05-01,1.464863965
1967-06-01,6.561046224
1967-07-01,6.333838769
1967-08-01,6.14407809
1967-09-01,4.5117333
1967-10-01,1.61539826
1967-11-01,3.098840747
1967-12-01,2.232074456
1968-01-01,5.102540326
1968-02-01,4.174109453
1968-03-01,2.636287814
1968-04-01,2.940994023
1968-05-01,2.956522224
1968-06-01,4.27170033
1968-07-01,3.788059059
1968-08-01,5.423522689
1968-09-01,4.115072142
1968-10-01,6.178303367
1968-11-01,2.595616375
1968-12-01,-1.265796455
1969-01-01,2.514317814
1969-02-01,6.110623153
1969-03-01,8.725753929
1969-04-01,5.097641988
1969-05-01,0.927197082
1969-06-01,11.253935596
1969-07-01,3.808919923
1969-08-01,4.307492172
1969-09-01,4.482372956
1969-10-01,4.821162965
1969-11-01,8.392981802
1969-12-01,9.749951532
1970-01-01,0.516136977
1970-02-01,5.28166162
1970-03-01,-2.245512263
1970-04-01,6.391361033
1970-05-01,3.768939975
1970-06-01,1.875206343
1970-07-01,3.066390079
1970-08-01,-0.485277294
1970-09-01,6.539678945
1970-10-01,6.642481373
1970-11-01,2.79912141
1970-12-01,5.234371582
1971-01-01,-0.656695112
1971-02-01,1.63330074
1971-03-01,4.598859319
1971-04-01,4.604611728
1971-05-01,4.913164875
1971-06-01,5.466228565
1971-07-01,1.461215714
1971-08-01,2.27653376
1971-09-01,-1.499790501
1971-10-01,3.497277041
1971-11-01,0.302819479
1971-12-01,8.622665425
1972-01-01,-0.146181966
1972-02-01,9.274689179
1972-03-01,-0.059983503
1972-04-01,0.129797153
1972-05-01,3.130436703
1972-06-01,0.74400508
1972-07-01,4.893479772
1972-08-01,1.932101385
1972-09-01,11.142173721
1972-10-01,4.505735679
1972-11-01,6.44891182
1972-12-01,4.985916281
1973-01-01,12.666304576
1973-02-01,15.707709525
1973-03-01,21.681918008
1973-04-01,16.504020825
1973-05-01,9.957132188
1973-06-01,10.23589894
1973-07-01,0.839371954
1973-08-01,58.232716304
1973-09-01,-3.01872964
1973-10-01,8.558733454
1973-11-01,16.617537441
1973-12-01,14.405178313
1974-01-01,20.493540751
1974-02-01,28.119483362
1974-03-01,18.614949457
1974-04-01,4.74651283
1974-05-01,15.575819658
1974-06-01,6.512085357
1974-07-01,3.39812359
1974-08-01,19.441015563
1974-09-01,18.604425332
1974-10-01,11.439329959
1974-11-01,13.08265134
1974-12-01,9.081552283
1975-01-01,5.070139827
1975-02-01,2.96206853
1975-03-01,1.048283137
1975-04-01,-0.689729926
1975-05-01,3.927701361
1975-06-01,12.123622754
1975-07-01,22.644251353
1975-08-01,2.14271957
1975-09-01,8.26101215
1975-10-01,8.834378675
1975-11-01,6.814190804
1975-12-01,6.408508945
1976-01-01,-1.384693489
1976-02-01,-4.431939319
1976-03-01,-3.064922922
1976-04-01,1.444800072
1976-05-01,6.031712886
1976-06-01,4.103616978
1976-07-01,5.74894001
1976-08-01,6.181599668
1976-09-01,6.696590917
1976-10-01,6.980408947
1976-11-01,4.375864671
1976-12-01,6.58687026
1977-01-01,9.201429371
1977-02-01,19.614128566
1977-03-01,6.075784539
1977-04-01,8.274951099
1977-05-01,2.853287698
1977-06-01,3.712098401
1977-07-01,2.96514993
1977-08-01,1.724197359
1977-09-01,2.657919733
1977-10-01,4.109468928
1977-11-01,11.719148017
1977-12-01,3.486131859
1978-01-01,5.906048966
1978-02-01,5.353766085
1978-03-01,10.387282906
1978-04-01,12.301002194
1978-05-01,13.995193793
1978-06-01,12.922516449
1978-07-01,6.048047833
1978-08-01,5.318777814
1978-09-01,7.041827956
1978-10-01,11.597270483
1978-11-01,8.999969721
1978-12-01,8.253656145
1979-01-01,13.230218431
1979-02-01,16.07503906
1979-03-01,17.584720496
1979-04-01,19.353345619
1979-05-01,19.61243165
1979-06-01,18.824768468
1979-07-01,16.469240402
1979-08-01,10.852074318
1979-09-01,14.043914637
1979-10-01,9.816618333
1979-11-01,8.284890058
1979-12-01,14.413052362
1980-01-01,27.016937151
1980-02-01,18.851054898
1980-03-01,23.975473553
1980-04-01,5.784564645
1980-05-01,6.877818111
1980-06-01,3.943614605
1980-07-01,9.88672384
1980-08-01,14.397712
1980-09-01,12.309944651
1980-10-01,9.430727672
1980-11-01,12.474762803
1980-12-01,9.530083776
1981-01-01,16.172063384
1981-02-01,23.9684595
1981-03-01,13.278235909
1981-04-01,1.371385085
1981-05-01,2.141740735
1981-06-01,4.287038312
1981-07-01,8.291860736
1981-08-01,6.886874118
1981-09-01,7.550378806
1981-10-01,4.6842999
1981-11-01,5.567828929
1981-12-01,2.579155402
1982-01-01,3.653797202
1982-02-01,1.691534236
1982-03-01,-1.901896828
1982-04-01,-7.802721665
1982-05-01,9.54025875
1982-06-01,20.924610207
1982-07-01,5.358045958
1982-08-01,-1.286550661
1982-09-01,1.351216651
1982-10-01,5.709412069
1982-11-01,2.629160029
1982-12-01,-2.016558131
1983-01-01,-0.371246803
1983-02-01,-3.902101474
1983-03-01,-0.050748192
1983-04-01,11.383152078
1983-05-01,9.345910149
1983-06-01,2.815245457
1983-07-01,5.386750396
1983-08-01,4.664529043
1983-09-01,2.660624017
1983-10-01,2.456634143
1983-11-01,1.447839822
1983-12-01,1.295468864
1984-01-01,10.582274644
1984-02-01,7.901878242
1984-03-01,2.899842354
1984-04-01,3.028152265
1984-05-01,0.263357353
1984-06-01,0.965445893
1984-07-01,1.922698265
1984-08-01,2.991283597
1984-09-01,1.873985738
1984-10-01,2.929287672
1984-11-01,-0.450387591
1984-12-01,-1.228428806
1985-01-01,3.242328074
1985-02-01,5.644024975
1985-03-01,6.277486997
1985-04-01,2.098802816
1985-05-01,-4.1700681
1985-06-01,1.189152399
1985-07-01,-0.541173028
1985-08-01,-4.107153543
1985-09-01,1.397390782
1985-10-01,0.134602969
1985-11-01,6.868635273
1985-12-01,7.854410713
1986-01-01,1.891075422
1986-02-01,-11.922972305
1986-03-01,-20.499243206
1986-04-01,-16.874238047
1986-05-01,1.661317225
1986-06-01,6.167654419
1986-07-01,-4.6639842
1986-08-01,-0.658126432
1986-09-01,4.096395838
1986-10-01,-3.991153098
1986-11-01,1.532986727
1986-12-01,3.129202319
1987-01-01,17.387333933
1987-02-01,8.610756452
1987-03-01,3.131917981
1987-04-01,3.806436285
1987-05-01,3.821587323
1987-06-01,9.916819004
1987-07-01,3.130436703
1987-08-01,7.232291631
1987-09-01,2.759129013
1987-10-01,-0.155648851
1987-11-01,3.206253807
1987-12-01,0.022922408
1988-01-01,1.613328092
1988-02-01,-2.486758188
1988-03-01,1.981450272
1988-04-01,8.127900677
1988-05-01,1.50962563
1988-06-01,6.314417161
1988-07-01,9.843818586
1988-08-01,3.48303617
1988-09-01,7.431523514
1988-10-01,3.23738571
1988-11-01,0.942809707
1988-12-01,2.825462656
1989-01-01,7.925040082
1989-02-01,3.837485673
1989-03-01,9.075054806
1989-04-01,21.151190256
1989-05-01,7.056389382
1989-06-01,0.228599165
1989-07-01,1.078696637
1989-08-01,-6.252405281
1989-09-01,-0.264758178
1989-10-01,6.9362481
1989-11-01,2.504374463
1989-12-01,4.499613433
1990-01-01,28.767814459
1990-02-01,6.060205571
1990-03-01,0.928286263
1990-04-01,-1.632378077
1990-05-01,-2.077668428
1990-06-01,7.581041726
1990-07-01,3.420768948
1990-08-01,17.500665377
1990-09-01,19.798516679
1990-10-01,16.827160085
1990-11-01,3.129942948
1990-12-01,3.556736597
1991-01-01,-0.320288855
1991-02-01,-7.826555933
1991-03-01,-6.022886289
1991-04-01,2.923250136
1991-05-01,5.85192778
1991-06-01,1.76394233
1991-07-01,-2.38856485
1991-08-01,0.879283778
1991-09-01,1.717737098
1991-10-01,0.091598433
1991-11-01,7.683480577
1991-12-01,3.849038218
1992-01-01,-5.424317032
1992-02-01,1.864587532
1992-03-01,3.295224941
1992-04-01,-0.003455945
1992-05-01,4.46288686
1992-06-01,6.616772245
1992-07-01,2.070798108
1992-08-01,4.433039624
1992-09-01,3.625029814
1992-10-01,3.062072255
1992-11-01,2.006377337
1992-12-01,2.105407573
1993-01-01,2.532610979
1993-02-01,1.91561592
1993-03-01,1.941627435
1993-04-01,3.173525177
1993-05-01,3.315747701
1993-06-01,-3.260786632
1993-07-01,-0.502598495
1993-08-01,2.60888519
1993-09-01,-3.278944749
1993-10-01,10.408830878
1993-11-01,0.33230505
1993-12-01,-0.032755082
1994-01-01,-2.537989213
1994-02-01,1.791503947
1994-03-01,1.149006944
1994-04-01,-0.427320777
1994-05-01,2.891712372
1994-06-01,5.559505925
1994-07-01,7.474974423
1994-08-01,8.208884738
1994-09-01,0.489976922
1994-10-01,-1.200305552
1994-11-01,1.597863939
1994-12-01,5.333879358
1995-01-01,-0.102671653
1995-02-01,1.640243297
1995-03-01,-1.352344691
1995-04-01,5.369375801
1995-05-01,2.832356713
1995-06-01,3.197484071
1995-07-01,-2.450870054
1995-08-01,1.651693374
1995-09-01,-2.358866114
1995-10-01,3.063059172
1995-11-01,-2.536348327
1995-12-01,4.380232923
1996-01-01,9.730481373
1996-02-01,1.149734526
1996-03-01,6.535863773
1996-04-01,8.20849774
1996-05-01,2.613185607
1996-06-01,-0.518006067
1996-07-01,0.94486735
1996-08-01,-0.617445729
1996-09-01,4.572977069
1996-10-01,5.324692349
1996-11-01,5.588134539
1996-12-01,4.89510962
1997-01-01,2.56036337
1997-02-01,2.376540045
1997-03-01,-6.073204811
1997-04-01,-3.705921321
1997-05-01,-4.000632059
1997-06-01,2.189224134
1997-07-01,-1.491505738
1997-08-01,5.793030271
1997-09-01,4.868784145
1997-10-01,0.277672759
1997-11-01,-0.833796512
1997-12-01,-4.134171036
1998-01-01,-2.566114748
1998-02-01,-4.4079925
1998-03-01,-5.104682416
1998-04-01,-1.063144109
1998-05-01,5.440527554
1998-06-01,0.605996659
1998-07-01,2.018720745
1998-08-01,2.06627399
1998-09-01,-2.471982187
1998-10-01,2.365137746
1998-11-01,0.548333259
1998-12-01,5.107815692
1999-01-01,0.95982264
1999-02-01,-4.0420203
1999-03-01,0.00682874
1999-04-01,21.408199
1999-05-01,-0.81576514
1999-06-01,-0.60650589
1999-07-01,8.0572302
1999-08-01,6.8232387
1999-09-01,13.403085
1999-10-01,1.91521
1999-11-01,-1.6186411
1999-12-01,5.7977452
2000-01-01,2.5473271
2000-02-01,11.373263
2000-03-01,18.675552
2000-04-01,-4.497093
2000-05-01,-0.86165292
2000-06-01,18.258752
2000-07-01,4.6671251
2000-08-01,-6.924744
2000-09-01,16.596444
2000-10-01,-0.35177066
2000-11-01,2.3184337
2000-12-01,2.0595545
2001-01-01,15.406031
2001-02-01,1.5128297
2001-03-01,-3.7857803
2001-04-01,1.3547822
2001-05-01,14.192897
2001-06-01,0.0135836
2001-07-01,-12.126926
2001-08-01,-7.1700651
2001-09-01,8.204367
2001-10-01,-16.077299
2001-11-01,-8.0232421
2001-12-01,-7.0406902
2002-01-01,-0.79452445
2002-02-01,-0.012059
2002-03-01,7.3628273
2002-04-01,12.959576
2002-05-01,-3.152728
2002-06-01,-1.3057762
2002-07-01,1.0344101
2002-08-01,4.9801055
2002-09-01,0.99001289
2002-10-01,2.9474802
2002-11-01,1.1522106
2002-12-01,-0.44147618
2003-01-01,12.821437
2003-02-01,16.691674
2003-03-01,3.8498051
2003-04-01,-14.591616
2003-05-01,-9.8967168
2003-06-01,2.6908426
2003-07-01,5.7121631
2003-08-01,14.318846
2003-09-01,8.4438533
2003-10-01,-7.8926495
2003-11-01,-0.93180479
2003-12-01,5.4764908
2004-01-01,9.6724802
2004-02-01,2.4749244
2004-03-01,3.9706516
2004-04-01,-1.6856946
2004-05-01,16.081375
2004-06-01,8.8103696
2004-07-01,-0.72327796
2004-08-01,-1.4771015
2004-09-01,6.4837887
2004-10-01,17.236331
2004-11-01,14.655459
2004-12-01,-3.1012781
2005-01-01,-7.9514393
2005-02-01,9.6681971
2005-03-01,10.019897
2005-04-01,7.2237798
2005-05-01,-7.240241
2005-06-01,-0.71084725
2005-07-01,20.64072
2005-08-01,23.473195
2005-09-01,63.478641
2005-10-01,2.0332667
2005-11-01,-17.956584
2005-12-01,-5.5899346
2006-01-01,20.970377
2006-02-01,-4.9163519
2006-03-01,-0.00227462
2006-04-01,14.036763
2006-05-01,2.9719853
2006-06-01,1.006593
2006-07-01,15.728781
2006-08-01,9.4984391
2006-09-01,-17.687334
2006-10-01,-19.828156
2006-11-01,-1.3913195
2006-12-01,17.016498
2007-01-01,-0.27414832
2007-02-01,7.7011428
2007-03-01,16.134559
2007-04-01,7.1069318
2007-05-01,12.944061
2007-06-01,4.0951491
2007-07-01,1.0690296
2007-08-01,-3.9467461
2007-09-01,9.4639734
2007-10-01,4.5657106
2007-11-01,25.736632
2007-12-01,5.1239353
2008-01-01,5.496751
2008-02-01,4.7041682
2008-03-01,6.7720946
2008-04-01,3.1318217
2008-05-01,18.459866
2008-06-01,39.888757
2008-07-01,20.836484
2008-08-01,-10.720484
2008-09-01,-3.3874711
2008-10-01,-27.188183
2008-11-01,-41.21228
2008-12-01,-25.359303
2009-01-01,4.3897843
2009-02-01,10.944892
2009-03-01,-7.3583069
2009-04-01,0.45840291
2009-05-01,3.0896958
2009-06-01,43.361092
2009-07-01,-4.0634275
2009-08-01,11.415052
2009-09-01,5.0630358
2009-10-01,10.733304
2009-11-01,13.163356
2009-12-01,1.6354502
2010-01-01,7.1930932
2010-02-01,-4.6556076
2010-03-01,0.2866282
2010-04-01,-1.3623608
2010-05-01,-4.6134505
2010-06-01,-4.6838836
2010-07-01,6.2194921
2010-08-01,4.2135544
2010-09-01,4.3211067
2010-10-01,13.696885
2010-11-01,6.3535792
2010-12-01,16.469024
2011-01-01,8.569389
2011-02-01,7.8565315
2011-03-01,20.040655
2011-04-01,17.579517
2011-05-01,9.7352224
2011-06-01,-3.990891
2011-07-01,5.3207998
2011-08-01,4.7613299
2011-09-01,4.9194593
2011-10-01,-1.9563402
2011-11-01,3.0000727
2011-12-01,-5.4095344
2012-01-01,3.5708438
2012-02-01,5.9483169
2012-03-01,2.7224043
2012-04-01,1.757154
2012-05-01,-11.365954
2012-06-01,-8.3809201
2012-07-01,-4.8179101
2012-08-01,21.648429
2012-09-01,15.694092
2012-10-01,6.826826
2012-11-01,-9.1965527
2012-12-01,-4.7220034
2013-01-01,2.5978558
2013-02-01,19.085137
2013-03-01,-14.927498
2013-04-01,-9.2078767
2013-05-01,-0.88609283
2013-06-01,5.4711704
2013-07-01,2.1895375
2013-08-01,3.3380151
2013-09-01,-2.7134856
2013-10-01,-1.7603017
2013-11-01,2.5795291
2013-12-01,6.4844906
2014-01-01,6.8645279
2014-02-01,0.27909871
2014-03-01,2.4064447
2014-04-01,1.7170348
2014-05-01,2.6146661
2014-06-01,0.40802148
2014-07-01,-0.45762275
2014-08-01,-4.0034433
2014-09-01,-4.3251066
2014-10-01,-6.1514243
2014-11-01,-12.002873
2014-12-01,-13.644369
2015-01-01,-24.050537
2015-02-01,6.4307598
2015-03-01,5.3603248
2015-04-01,-3.9602466
2015-05-01,10.1551
2015-06-01,5.844267
2015-07-01,1.4708444
2015-08-01,-4.3702303
2015-09-01,-15.797101
2015-10-01,-3.8171046
2015-11-01,-1.5210836
2015-12-01,-8.5435516
2016-01-01,-7.7710824
2016-02-01,-10.511796
2016-03-01,8.1518395
2016-04-01,8.9797356
2016-05-01,3.8074052
2016-06-01,6.4411425
2016-07-01,-8.4119069
2016-08-01,-0.62912951
2016-09-01,7.0979337
2016-10-01,6.6690559
