"Date","CPALCY01USM661N"
1960-01-01,11.5137438921188
1960-02-01,11.5137438921188
1960-03-01,11.5137438921188
1960-04-01,11.5521230384258
1960-05-01,11.5521230384258
1960-06-01,11.5521230384258
1960-07-01,11.5521230384258
1960-08-01,11.5905021847329
1960-09-01,11.62888133104
1960-10-01,11.667260477347
1960-11-01,11.7056396236541
1960-12-01,11.7056396236541
1961-01-01,11.667260477347
1961-02-01,11.667260477347
1961-03-01,11.667260477347
1961-04-01,11.62888133104
1961-05-01,11.62888133104
1961-06-01,11.62888133104
1961-07-01,11.7056396236541
1961-08-01,11.7056396236541
1961-09-01,11.7440187699612
1961-10-01,11.7440187699612
1961-11-01,11.7440187699612
1961-12-01,11.7440187699612
1962-01-01,11.7823979162682
1962-02-01,11.8207770625753
1962-03-01,11.8207770625753
1962-04-01,11.8207770625753
1962-05-01,11.7823979162682
1962-06-01,11.8207770625753
1962-07-01,11.8591562088823
1962-08-01,11.8975353551894
1962-09-01,11.9742936478035
1962-10-01,11.9742936478035
1962-11-01,11.9359145014965
1962-12-01,11.9359145014965
1963-01-01,11.9742936478035
1963-02-01,12.0126727941106
1963-03-01,12.0126727941106
1963-04-01,12.0510519404177
1963-05-01,12.0126727941106
1963-06-01,12.1278102330318
1963-07-01,12.2045685256459
1963-08-01,12.2045685256459
1963-09-01,12.2045685256459
1963-10-01,12.2045685256459
1963-11-01,12.242947671953
1963-12-01,12.28132681826
1964-01-01,12.242947671953
1964-02-01,12.28132681826
1964-03-01,12.28132681826
1964-04-01,12.28132681826
1964-05-01,12.28132681826
1964-06-01,12.28132681826
1964-07-01,12.3197059645671
1964-08-01,12.3197059645671
1964-09-01,12.3580851108742
1964-10-01,12.3580851108742
1964-11-01,12.3964642571812
1964-12-01,12.3964642571812
1965-01-01,12.3580851108742
1965-02-01,12.3964642571812
1965-03-01,12.3964642571812
1965-04-01,12.4348434034883
1965-05-01,12.4732225497953
1965-06-01,12.5116016961024
1965-07-01,12.5499808424095
1965-08-01,12.5499808424095
1965-09-01,12.5883599887165
1965-10-01,12.6267391350236
1965-11-01,12.6267391350236
1965-12-01,12.6651182813307
1966-01-01,12.6651182813307
1966-02-01,12.7418765739448
1966-03-01,12.8186348665589
1966-04-01,12.857014012866
1966-05-01,12.857014012866
1966-06-01,12.857014012866
1966-07-01,12.9721514517872
1966-08-01,13.0105305980942
1966-09-01,13.0872888907083
1966-10-01,13.1256680370154
1966-11-01,13.1256680370154
1966-12-01,13.1256680370154
1967-01-01,13.0872888907083
1967-02-01,13.1640471833225
1967-03-01,13.1640471833225
1967-04-01,13.1640471833225
1967-05-01,13.2024263296295
1967-06-01,13.2408054759366
1967-07-01,13.2791846222437
1967-08-01,13.3175637685507
1967-09-01,13.3559429148578
1967-10-01,13.3943220611648
1967-11-01,13.4327012074719
1967-12-01,13.471080353779
1968-01-01,13.471080353779
1968-02-01,13.5478386463931
1968-03-01,13.6245969390072
1968-04-01,13.6629760853143
1968-05-01,13.7013552316213
1968-06-01,13.7781135242355
1968-07-01,13.8548718168496
1968-08-01,13.9700092557708
1968-09-01,14.0467675483849
1968-10-01,14.123525840999
1968-11-01,14.1619049873061
1968-12-01,14.2002841336132
1969-01-01,14.2770424262273
1969-02-01,14.3154215725344
1969-03-01,14.4689381577626
1969-04-01,14.5456964503767
1969-05-01,14.5840755966838
1969-06-01,14.699213035605
1969-07-01,14.737592181912
1969-08-01,14.7759713282191
1969-09-01,14.8911087671403
1969-10-01,14.9678670597544
1969-11-01,15.0062462060615
1969-12-01,15.1597627912897
1970-01-01,15.2749002302109
1970-02-01,15.4284168154392
1970-03-01,15.5051751080533
1970-04-01,15.6203125469745
1970-05-01,15.6970708395886
1970-06-01,15.8122082785098
1970-07-01,15.8505874248169
1970-08-01,15.8889665711239
1970-09-01,16.0041040100451
1970-10-01,16.0808623026592
1970-11-01,16.1192414489663
1970-12-01,16.2343788878875
1971-01-01,16.2727580341945
1971-02-01,16.3878954731157
1971-03-01,16.5030329120369
1971-04-01,16.541412058344
1971-05-01,16.6181703509581
1971-06-01,16.7333077898793
1971-07-01,16.8484452288005
1971-08-01,16.8484452288005
1971-09-01,16.8868243751075
1971-10-01,16.9252035214146
1971-11-01,16.9252035214146
1971-12-01,17.0019618140287
1972-01-01,17.0787201066429
1972-02-01,17.193857545564
1972-03-01,17.2706158381782
1972-04-01,17.3089949844852
1972-05-01,17.3473741307923
1972-06-01,17.3857532770994
1972-07-01,17.4625115697135
1972-08-01,17.5008907160205
1972-09-01,17.6544073012488
1972-10-01,17.6927864475559
1972-11-01,17.6927864475559
1972-12-01,17.7311655938629
1973-01-01,17.76954474017
1973-02-01,17.9230613253982
1973-03-01,18.1149570569335
1973-04-01,18.2684736421618
1973-05-01,18.3452319347759
1973-06-01,18.4603693736971
1973-07-01,18.4987485200042
1973-08-01,18.8057816904607
1973-09-01,18.8825399830748
