"Date","CUURA207SEHC01"
1982-12-01,100
1983-01-01,99.8
1983-02-01,100.2
1983-03-01,100.2
1983-04-01,100.2
1983-05-01,100.6
1983-06-01,101.6
1983-07-01,102.1
1983-08-01,102.6
1983-09-01,103.4
1983-10-01,103
1983-11-01,104.2
1983-12-01,105.7
1984-01-01,105.1
1984-02-01,105.1
1984-03-01,104.9
1984-04-01,105.6
1984-05-01,107
1984-06-01,108.4
1984-07-01,108.1
1984-08-01,108.5
1984-09-01,109.4
1984-10-01,109.7
1984-11-01,110
1984-12-01,111.8
1985-01-01,113
1985-02-01,112.4
1985-03-01,111.2
1985-04-01,113
1985-05-01,114.2
1985-06-01,114.3
1985-07-01,113.8
1985-08-01,117.2
1985-09-01,116.7
1985-10-01,115.8
1985-11-01,115.3
1985-12-01,117
1986-01-01,117.8
1986-02-01,117.6
1986-03-01,118
1986-04-01,119.5
1986-05-01,119.7
1986-06-01,119.4
1986-07-01,120.2
1986-08-01,120.1
1986-09-01,121
1986-10-01,121.3
1986-11-01,122.3
1986-12-01,122.1
1987-01-01,122.9
1987-02-01,122.9
1987-03-01,122.9
1987-04-01,122.7
1987-05-01,123.9
1987-06-01,124
1987-07-01,124.7
1987-08-01,127.1
1987-09-01,126.8
1987-10-01,127
1987-11-01,128.9
1987-12-01,129.8
1988-01-01,130.2
1988-02-01,131.1
1988-03-01,129.7
1988-04-01,129.2
1988-05-01,130.1
1988-06-01,130.6
1988-07-01,132.7
1988-08-01,133.3
1988-09-01,135
1988-10-01,137.2
1988-11-01,136.8
1988-12-01,135
1989-01-01,135.3
1989-02-01,135.6
1989-03-01,135.9
1989-04-01,137.4
1989-05-01,137.9
1989-06-01,139.4
1989-07-01,140.2
1989-08-01,139.8
1989-09-01,141.6
1989-10-01,142.1
1989-11-01,142.4
1989-12-01,142.5
1990-01-01,142.7
1990-02-01,143.7
1990-03-01,145.3
1990-04-01,147
1990-05-01,145.4
1990-06-01,146.4
1990-07-01,149.2
1990-08-01,150.8
1990-09-01,150.6
1990-10-01,151.9
1990-11-01,152.7
1990-12-01,153
1991-01-01,152.8
1991-02-01,151.8
1991-03-01,153
1991-04-01,151.9
1991-05-01,154.5
1991-06-01,154.4
1991-07-01,155.6
1991-08-01,156.1
1991-09-01,156.4
1991-10-01,156.9
1991-11-01,157
1991-12-01,156.8
1992-01-01,157.9
1992-02-01,158.1
1992-03-01,158
1992-04-01,157.7
1992-05-01,158.3
1992-06-01,160.1
1992-07-01,160.3
1992-08-01,161.5
1992-09-01,162.2
1992-10-01,161.1
1992-11-01,162
1992-12-01,162.4
1993-01-01,162.5
1993-02-01,162.3
1993-03-01,161.9
1993-04-01,162.6
1993-05-01,163.2
1993-06-01,163
1993-07-01,162.8
1993-08-01,162.8
1993-09-01,164.6
1993-10-01,166.8
1993-11-01,167.6
1993-12-01,168.6
1994-01-01,168
1994-02-01,168.5
1994-03-01,168.5
1994-04-01,169.2
1994-05-01,169.6
1994-06-01,171.2
1994-07-01,170.5
1994-08-01,171.5
1994-09-01,172.6
1994-10-01,171.3
1994-11-01,174
1994-12-01,175.8
1995-01-01,176.6
1995-02-01,177.2
1995-03-01,177.9
1995-04-01,178.6
1995-05-01,178.9
1995-06-01,178.9
1995-07-01,179.8
1995-08-01,180.7
1995-09-01,181.2
1995-10-01,181.9
1995-11-01,183
1995-12-01,183.5
1996-01-01,183.1
1996-02-01,183.6
1996-03-01,184
1996-04-01,184.2
1996-05-01,184.4
1996-06-01,184.6
1996-07-01,185.2
1996-08-01,185.5
1996-09-01,185.9
1996-10-01,186.7
1996-11-01,187.2
1996-12-01,187.6
1997-01-01,188.1
1997-02-01,189.1
1997-03-01,189.4
1997-04-01,190.1
1997-05-01,190.9
1997-06-01,191.8
1997-07-01,193.1
1997-08-01,194.2
1997-09-01,195.3
1997-10-01,196.4
1997-11-01,197.3
1997-12-01,197.3
1998-01-01,198
1998-02-01,198.5
1998-03-01,199.2
1998-04-01,199.2
1998-05-01,199.8
1998-06-01,200.8
1998-07-01,201
1998-08-01,201.4
1998-09-01,202.1
1998-10-01,202.9
1998-11-01,202.6
1998-12-01,203.2
1999-01-01,203.5
1999-02-01,204.4
1999-03-01,205.2
1999-04-01,207
1999-05-01,207.1
1999-06-01,208.6
1999-07-01,208.9
1999-08-01,209.2
1999-09-01,209.4
1999-10-01,209.3
1999-11-01,209.7
1999-12-01,210.8
2000-01-01,211.9
2000-02-01,212.8
2000-03-01,213.3
2000-04-01,213.2
2000-05-01,214.7
2000-06-01,215.5
2000-07-01,217.1
2000-08-01,217.3
2000-09-01,217.9
2000-10-01,218.3
2000-11-01,218.6
2000-12-01,219.2
2001-01-01,219.4
2001-02-01,219.8
2001-03-01,220.4
2001-04-01,220.6
2001-05-01,221.2
2001-06-01,222
2001-07-01,223.7
2001-08-01,225.1
2001-09-01,227.2
2001-10-01,228.6
2001-11-01,230.8
2001-12-01,232.7
2002-01-01,233.9
2002-02-01,234.9
2002-03-01,236.2
2002-04-01,237.4
2002-05-01,237.3
2002-06-01,238.1
2002-07-01,236.8
2002-08-01,236.9
2002-09-01,237.3
2002-10-01,238.4
2002-11-01,238.8
2002-12-01,239.4
2003-01-01,239.7
2003-02-01,240
2003-03-01,239.8
2003-04-01,239.7
2003-05-01,239.4
2003-06-01,238.8
2003-07-01,239.6
2003-08-01,240.3
2003-09-01,241.4
2003-10-01,241.8
2003-11-01,242.2
2003-12-01,242.1
2004-01-01,241.8
2004-02-01,241.9
2004-03-01,241.9
2004-04-01,241.5
2004-05-01,241.5
2004-06-01,241.6
2004-07-01,242.7
2004-08-01,242.9
2004-09-01,243.9
2004-10-01,245.4
2004-11-01,244.6
2004-12-01,244.6
2005-01-01,244.7
2005-02-01,245.1
2005-03-01,245.8
2005-04-01,245.6
2005-05-01,246.2
2005-06-01,247.7
2005-07-01,247.8
2005-08-01,249
2005-09-01,248.9
2005-10-01,249.9
2005-11-01,251.3
2005-12-01,251.1
2006-01-01,251.3
2006-02-01,251
2006-03-01,251.2
2006-04-01,251.5
2006-05-01,252.1
2006-06-01,252.7
2006-07-01,253.2
2006-08-01,253.8
2006-09-01,254.9
2006-10-01,256.1
2006-11-01,256.7
2006-12-01,256.1
2007-01-01,256.622
2007-02-01,256.52
2007-03-01,256.689
2007-04-01,257.293
2007-05-01,256.822
2007-06-01,256.449
2007-07-01,258.271
2007-08-01,260.947
2007-09-01,261.972
2007-10-01,262.178
2007-11-01,263.301
2007-12-01,264.267
2008-01-01,265.168
2008-02-01,264.949
2008-03-01,264.998
2008-04-01,263.996
2008-05-01,263.144
2008-06-01,261.117
2008-07-01,259.867
2008-08-01,259.853
2008-09-01,260.431
2008-10-01,261.355
2008-11-01,261.853
2008-12-01,261.917
