"Date","APUS37A72620"
1978-11-01,0.248
1978-12-01,0.248
1979-01-01,0.251
1979-02-01,0.256
1979-03-01,0.262
1979-04-01,0.259
1979-05-01,0.26
1979-06-01,0.265
1979-07-01,0.272
1979-08-01,0.276
1979-09-01,0.277
1979-10-01,0.276
1979-11-01,0.278
1979-12-01,0.288
1980-01-01,0.286
1980-02-01,0.288
1980-03-01,0.292
1980-04-01,0.296
1980-05-01,0.293
1980-06-01,0.291
1980-07-01,0.277
1980-08-01,0.293
1980-09-01,0.304
1980-10-01,0.322
1980-11-01,0.341
1980-12-01,0.361
1981-01-01,0.355
1981-02-01,0.349
1981-03-01,0.356
1981-04-01,0.37
1981-05-01,0.412
1981-06-01,0.426
1981-07-01,0.371
1981-08-01,0.308
1981-09-01,0.315
1981-10-01,0.392
1981-11-01,0.467
1981-12-01,0.455
1982-01-01,0.449
1982-02-01,0.474
1982-03-01,0.485
1982-04-01,0.542
1982-05-01,0.635
1982-06-01,0.585
1982-07-01,0.403
1982-08-01,0.344
1982-09-01,0.482
1982-10-01,0.665
1982-11-01,0.657
1982-12-01,0.592
1983-01-01,0.602
1983-02-01,0.625
1983-03-01,0.586
1983-04-01,0.584
1983-05-01,0.617
1983-06-01,0.561
1983-07-01,0.513
1983-08-01,0.555
1983-09-01,0.608
1983-10-01,0.586
1983-11-01,0.588
1983-12-01,0.61
1984-01-01,0.639
1984-02-01,0.664
1984-03-01,0.69
1984-04-01,0.709
1984-05-01,0.656
1984-06-01,0.569
1984-07-01,0.599
1984-08-01,0.641
1984-09-01,0.633
1984-10-01,0.62
1984-11-01,0.595
1984-12-01,0.631
1985-01-01,0.623
1985-02-01,0.631
1985-03-01,0.648
1985-04-01,0.662
1985-05-01,0.602
1985-06-01,0.57
1985-07-01,0.53
1985-08-01,0.585
1985-09-01,NA
1985-10-01,0.578
1985-11-01,0.599
1985-12-01,0.624
1986-01-01,0.647
1986-02-01,0.492
1986-03-01,0.644
1986-04-01,0.635
1986-05-01,0.58
1986-06-01,0.59
1986-07-01,0.564
1986-08-01,0.58
1986-09-01,0.601
1986-10-01,0.564
1986-11-01,0.592
1986-12-01,0.594
1987-01-01,0.631
1987-02-01,0.657
1987-03-01,0.63
1987-04-01,0.588
1987-05-01,0.615
1987-06-01,0.644
1987-07-01,0.65
1987-08-01,0.672
1987-09-01,0.642
1987-10-01,0.583
1987-11-01,0.631
1987-12-01,0.631
1988-01-01,0.645
