"Date","CUURA422SA0L2"
1985-05-01,NA
1985-06-01,107.6
1985-07-01,NA
1985-08-01,107.5
1985-09-01,NA
1985-10-01,107.6
1985-11-01,NA
1985-12-01,107.3
1986-01-01,NA
1986-02-01,108.3
1986-03-01,NA
1986-04-01,107.6
1986-05-01,NA
1986-06-01,109.2
1986-07-01,NA
1986-08-01,108.8
1986-09-01,NA
1986-10-01,109.3
1986-11-01,NA
1986-12-01,108.1
1987-01-01,108.9
1987-02-01,109.7
1987-03-01,110.4
1987-04-01,111.2
1987-05-01,111.1
1987-06-01,111.1
1987-07-01,111.7
1987-08-01,111.8
1987-09-01,112.5
1987-10-01,113
1987-11-01,113.5
1987-12-01,113.6
1988-01-01,114.6
1988-02-01,113.9
1988-03-01,114.6
1988-04-01,115.1
1988-05-01,116.3
1988-06-01,116.6
1988-07-01,116.8
1988-08-01,117
1988-09-01,118.3
1988-10-01,118.4
1988-11-01,118
1988-12-01,118.3
1989-01-01,119.6
1989-02-01,119.7
1989-03-01,120.5
1989-04-01,121.9
1989-05-01,123
1989-06-01,122.8
1989-07-01,122.7
1989-08-01,123.4
1989-09-01,122.9
1989-10-01,123.4
1989-11-01,123.1
1989-12-01,122.9
1990-01-01,124.2
1990-02-01,124.9
1990-03-01,125.7
1990-04-01,126.5
1990-05-01,127
1990-06-01,127.5
1990-07-01,128.2
1990-08-01,129
1990-09-01,130.2
1990-10-01,131.1
1990-11-01,130.4
1990-12-01,130.7
1991-01-01,132.3
1991-02-01,131.6
1991-03-01,131.4
1991-04-01,131.2
1991-05-01,132
1991-06-01,133.3
1991-07-01,133.3
1991-08-01,134.4
1991-09-01,134.9
1991-10-01,135.1
1991-11-01,135.4
1991-12-01,135.5
1992-01-01,135.9
1992-02-01,136.5
1992-03-01,137.2
1992-04-01,137.5
1992-05-01,137.8
1992-06-01,138.2
1992-07-01,138.4
1992-08-01,138.9
1992-09-01,139.6
1992-10-01,140
1992-11-01,139.9
1992-12-01,139.9
1993-01-01,141.2
1993-02-01,141.8
1993-03-01,142.2
1993-04-01,142.7
1993-05-01,142.7
1993-06-01,142.1
1993-07-01,142.2
1993-08-01,142
1993-09-01,142.3
1993-10-01,143.2
1993-11-01,142.8
1993-12-01,142.5
1994-01-01,143.4
1994-02-01,143.2
1994-03-01,143.9
1994-04-01,144
1994-05-01,144.2
1994-06-01,143.7
1994-07-01,144.2
1994-08-01,144.7
1994-09-01,145
1994-10-01,145.2
1994-11-01,146
1994-12-01,145.5
1995-01-01,146.5
1995-02-01,146.5
1995-03-01,147.1
1995-04-01,147.5
1995-05-01,147.2
1995-06-01,147.6
1995-07-01,147.4
1995-08-01,147
1995-09-01,148.1
1995-10-01,148.4
1995-11-01,147.8
1995-12-01,147.6
1996-01-01,148.4
1996-02-01,148.6
1996-03-01,148
1996-04-01,149.5
1996-05-01,150.9
1996-06-01,150.7
1996-07-01,151.1
1996-08-01,150.4
1996-09-01,151.3
1996-10-01,151.8
1996-11-01,151.5
1996-12-01,150.3
1997-01-01,150.6
1997-02-01,152
1997-03-01,153.2
1997-04-01,153.4
1997-05-01,153.4
1997-06-01,153.5
1997-07-01,153.8
1997-08-01,153.8
1997-09-01,154
1997-10-01,154.6
1997-11-01,154.6
1997-12-01,154.3
1998-01-01,NA
1998-02-01,154.3
1998-03-01,NA
1998-04-01,154.8
1998-05-01,NA
1998-06-01,155.2
1998-07-01,NA
1998-08-01,155.8
1998-09-01,NA
1998-10-01,155.6
1998-11-01,NA
1998-12-01,155.3
1999-01-01,NA
1999-02-01,156.5
1999-03-01,NA
1999-04-01,159.9
1999-05-01,NA
1999-06-01,158.8
1999-07-01,NA
1999-08-01,160.4
1999-09-01,NA
1999-10-01,161.1
1999-11-01,NA
1999-12-01,160.1
2000-01-01,NA
2000-02-01,161.4
2000-03-01,NA
2000-04-01,163.5
2000-05-01,NA
2000-06-01,163.7
2000-07-01,NA
2000-08-01,166.1
2000-09-01,NA
2000-10-01,166.5
2000-11-01,NA
2000-12-01,166.8
2001-01-01,NA
2001-02-01,169
2001-03-01,NA
2001-04-01,168.7
2001-05-01,NA
2001-06-01,169.7
2001-07-01,NA
2001-08-01,168.3
2001-09-01,NA
2001-10-01,168.3
2001-11-01,NA
2001-12-01,167.1
2002-01-01,NA
2002-02-01,167.8
2002-03-01,NA
2002-04-01,169.7
2002-05-01,NA
2002-06-01,169.1
2002-07-01,NA
2002-08-01,169.4
2002-09-01,NA
2002-10-01,171.2
2002-11-01,NA
2002-12-01,169.9
2003-01-01,NA
2003-02-01,174.3
2003-03-01,NA
2003-04-01,174.5
2003-05-01,NA
2003-06-01,172.9
2003-07-01,NA
2003-08-01,172.6
2003-09-01,NA
2003-10-01,173
2003-11-01,NA
2003-12-01,172.5
2004-01-01,NA
2004-02-01,176.4
2004-03-01,NA
2004-04-01,177.2
2004-05-01,NA
2004-06-01,178.4
2004-07-01,NA
2004-08-01,177.8
2004-09-01,NA
2004-10-01,179.5
2004-11-01,NA
2004-12-01,178.5
2005-01-01,NA
2005-02-01,180.3
2005-03-01,NA
2005-04-01,182.9
2005-05-01,NA
2005-06-01,180.6
2005-07-01,NA
2005-08-01,183.4
2005-09-01,NA
2005-10-01,187.2
2005-11-01,NA
2005-12-01,183.1
2006-01-01,NA
2006-02-01,186.9
2006-03-01,NA
2006-04-01,189.5
2006-05-01,NA
2006-06-01,190
2006-07-01,NA
2006-08-01,192
2006-09-01,NA
2006-10-01,191.3
2006-11-01,NA
2006-12-01,190.1
2007-01-01,NA
2007-02-01,193.351
2007-03-01,NA
2007-04-01,195.511
2007-05-01,NA
2007-06-01,196.33
2007-07-01,NA
2007-08-01,195.883
2007-09-01,NA
2007-10-01,197.716
2007-11-01,NA
2007-12-01,199.192
2008-01-01,NA
2008-02-01,200.223
2008-03-01,NA
2008-04-01,203.388
2008-05-01,NA
2008-06-01,207.473
2008-07-01,NA
2008-08-01,207.026
2008-09-01,NA
2008-10-01,206.082
2008-11-01,NA
2008-12-01,196.699
2009-01-01,NA
2009-02-01,200.776
2009-03-01,NA
2009-04-01,202.688
2009-05-01,NA
2009-06-01,205.878
2009-07-01,NA
2009-08-01,206.084
2009-09-01,NA
2009-10-01,206.891
2009-11-01,NA
2009-12-01,205.327
2010-01-01,NA
2010-02-01,208.159
2010-03-01,NA
2010-04-01,210.248
2010-05-01,NA
2010-06-01,211.081
2010-07-01,NA
2010-08-01,210.307
2010-09-01,NA
2010-10-01,210.085
2010-11-01,NA
2010-12-01,209.946
2011-01-01,NA
2011-02-01,213.066
2011-03-01,NA
2011-04-01,218.237
2011-05-01,NA
2011-06-01,217.252
2011-07-01,NA
2011-08-01,217.875
2011-09-01,NA
2011-10-01,218.043
2011-11-01,NA
2011-12-01,216.1
2012-01-01,NA
2012-02-01,219.2
2012-03-01,NA
2012-04-01,221.761
2012-05-01,NA
2012-06-01,221.915
2012-07-01,NA
2012-08-01,222.995
2012-09-01,NA
2012-10-01,224.98
2012-11-01,NA
2012-12-01,220.008
2013-01-01,NA
2013-02-01,223.221
2013-03-01,NA
2013-04-01,225.001
2013-05-01,NA
2013-06-01,225.872
2013-07-01,NA
2013-08-01,225.222
2013-09-01,NA
2013-10-01,225.489
2013-11-01,NA
2013-12-01,223.727
2014-01-01,NA
2014-02-01,226.286
2014-03-01,NA
2014-04-01,229.137
2014-05-01,NA
2014-06-01,230.971
2014-07-01,NA
2014-08-01,229.368
2014-09-01,NA
2014-10-01,229.746
2014-11-01,NA
2014-12-01,226.038
2015-01-01,NA
2015-02-01,228.275
2015-03-01,NA
2015-04-01,231.021
2015-05-01,NA
2015-06-01,231.934
2015-07-01,NA
2015-08-01,231.693
2015-09-01,NA
2015-10-01,231.302
2015-11-01,NA
2015-12-01,229.121
2016-01-01,NA
2016-02-01,230.439
2016-03-01,NA
2016-04-01,232.154
2016-05-01,NA
2016-06-01,233.095
2016-07-01,NA
2016-08-01,233.405
2016-09-01,NA
2016-10-01,233.599
2016-11-01,NA
2016-12-01,231.574
2017-01-01,NA
2017-02-01,233.234
2017-03-01,NA
2017-04-01,236.481
2017-05-01,NA
2017-06-01,237.107
2017-07-01,NA
2017-08-01,235.803
2017-09-01,NA
2017-10-01,237.011
2017-11-01,NA
2017-12-01,236.108
2018-01-01,NA
2018-02-01,240.742
2018-03-01,NA
2018-04-01,242.95
2018-05-01,NA
2018-06-01,244.644
2018-07-01,NA
2018-08-01,245.933
2018-09-01,NA
2018-10-01,248.281
2018-11-01,NA
2018-12-01,247.939
2019-01-01,NA
2019-02-01,249.269
2019-03-01,NA
2019-04-01,253.247
2019-05-01,NA
2019-06-01,253.308
2019-07-01,NA
2019-08-01,253.102
2019-09-01,NA
2019-10-01,256.229
2019-11-01,NA
2019-12-01,252.809
2020-01-01,NA
2020-02-01,255.428
2020-03-01,NA
2020-04-01,252.856
2020-05-01,NA
2020-06-01,255.063
2020-07-01,NA
2020-08-01,255.085
2020-09-01,NA
2020-10-01,257.109
2020-11-01,NA
2020-12-01,259.377
2021-01-01,NA
2021-02-01,260.943
2021-03-01,NA
2021-04-01,265.166
2021-05-01,NA
2021-06-01,268.989
2021-07-01,NA
2021-08-01,270.811
2021-09-01,NA
2021-10-01,274.141
2021-11-01,NA
2021-12-01,277.666
2022-01-01,NA
2022-02-01,282.565
2022-03-01,NA
2022-04-01,289.662
2022-05-01,NA
2022-06-01,297.067
2022-07-01,NA
2022-08-01,293.958
2022-09-01,NA
2022-10-01,298.004
2022-11-01,NA
2022-12-01,294.223
2023-01-01,NA
2023-02-01,299.536
2023-03-01,NA
2023-04-01,299.124
2023-05-01,NA
2023-06-01,301.076
2023-07-01,NA
2023-08-01,302.755
2023-09-01,NA
2023-10-01,304.254
