"Date","APUS48B72621"
1978-11-01,22.889
1978-12-01,23.805
1979-01-01,23.726
1979-02-01,23.886
1979-03-01,23.851
1979-04-01,24.047
1979-05-01,23.707
1979-06-01,23.856
1979-07-01,23.855
1979-08-01,24.662
1979-09-01,25.878
1979-10-01,25.508
1979-11-01,26.058
1979-12-01,27.398
1980-01-01,25.802
1980-02-01,25.571
1980-03-01,28.514
1980-04-01,29.32
1980-05-01,29.032
1980-06-01,32.069
1980-07-01,32.324
1980-08-01,32.334
1980-09-01,35.069
1980-10-01,31.264
1980-11-01,32.458
1980-12-01,35.138
1981-01-01,34.18
1981-02-01,31.744
1981-03-01,33.615
1981-04-01,32.471
1981-05-01,33.345
1981-06-01,32.677
1981-07-01,33.714
1981-08-01,37.022
1981-09-01,37.104
1981-10-01,34.435
1981-11-01,33.452
1981-12-01,32.849
1982-01-01,38.831
1982-02-01,39.132
1982-03-01,37.993
1982-04-01,36.11
1982-05-01,38.209
1982-06-01,37.636
1982-07-01,38.639
1982-08-01,39.511
1982-09-01,39.228
1982-10-01,38.327
1982-11-01,35.836
1982-12-01,39.921
1983-01-01,41.017
1983-02-01,39.785
1983-03-01,37.719
1983-04-01,37.599
1983-05-01,39.758
1983-06-01,38.004
1983-07-01,34.723
1983-08-01,36.55
1983-09-01,39.17
1983-10-01,37.883
1983-11-01,34.748
1983-12-01,36.487
1984-01-01,38.692
1984-02-01,39.668
1984-03-01,37.837
1984-04-01,37.314
1984-05-01,37.223
1984-06-01,42.008
1984-07-01,43.14
1984-08-01,41.245
1984-09-01,41.605
1984-10-01,40.166
1984-11-01,38.683
1984-12-01,41.977
1985-01-01,42.4
1985-02-01,40.654
1985-03-01,40.187
1985-04-01,38.64
1985-05-01,40.425
1985-06-01,41.467
1985-07-01,41.484
1985-08-01,41.671
1985-09-01,NA
1985-10-01,42.08
1985-11-01,40.361
1985-12-01,41.706
1986-01-01,43.399
1986-02-01,39.538
1986-03-01,37.861
1986-04-01,38.099
1986-05-01,39.108
1986-06-01,39.098
1986-07-01,40.267
1986-08-01,41.157
1986-09-01,39.228
1986-10-01,39.494
1986-11-01,38.179
1986-12-01,40.271
